,IC,Rank_IC,Long,Short,LS,RollingIC-mean,RollingIC-std,IR
2005-12-30,0.12052848475342164,0.11389970788704966,0.06611899480002215,0.03649182007255892,0.029627174727463228,,,
2006-01-25,0.03964831324808663,-0.09867347842031386,0.09786595556233377,0.11395505868911462,-0.016089103126780857,,,
2006-02-28,-0.09520951533377547,-0.17209103840682788,0.03286874901397129,0.048553613621157496,-0.015684864607186204,,,
2006-03-31,0.07389498081291106,0.013262696382900986,0.003167590868745264,-0.012174402951662031,0.015341993820407296,,,
2006-04-28,0.1593784748012104,0.16020322850344074,0.10721153906854518,0.023539407121364746,0.08367213194718043,,,
2006-05-31,-0.02436505417709888,-0.10575500448918171,0.2388017303567764,0.26087270956937936,-0.022070979212602954,,,
2006-06-30,-0.023628477995171312,-0.08373983739837398,0.01673660395316129,0.016633214740328396,0.00010338921283289254,,,
2006-07-31,0.19370918808747836,0.14247809152872443,-0.044969691552503306,-0.06257197420803465,0.01760228265553134,,,
2006-08-31,0.13758059535473885,0.20002551578333455,0.03563151885642504,0.003995588147445217,0.031635930708979826,,,
2006-09-29,-0.022101704009673147,-0.015032345931222336,0.03149594924816561,0.0279796373637008,0.003516311884464808,0.05594352855421282,0.09592894052024704,0.583176758242266
2006-10-31,-0.08308933746118677,-0.14170473721035518,0.018532541801454076,0.034780355731852626,-0.01624781393039855,0.035581746332751976,0.10210787007261499,0.34847212372021547
2006-11-30,0.017452706439544365,0.08456760630673674,0.11241862371803148,0.10473951660521598,0.0076791071128154975,0.033362185651897754,0.1022507890769373,0.32627802634163344
2006-12-29,0.1647783545622342,0.2115723195368685,0.1280565311328272,0.07429986646322277,0.05375666466960442,0.05936097264149871,0.0989259951844594,0.6000543389107489
2007-01-31,-0.0059313795929377055,-0.029945391065620244,0.22527772206808924,0.24103627594532379,-0.015758553877234543,0.05137833660091384,0.10082537257519159,0.5095774534589288
2007-02-28,-0.19919973226703305,-0.2543642386082182,0.07828470627479683,0.12755461536647664,-0.0492699090916798,0.0155205158940895,0.12007373081301827,0.1292582131745238
2007-03-30,-0.26602860397522077,-0.16751216018620751,0.06919248780902817,0.1216430623226274,-0.05245057451359922,-0.008645839085722687,0.14966563791457543,-0.057767696087043484
2007-04-30,-0.19768241196828792,-0.2708215212915162,0.2802368959907557,0.3731594361353802,-0.09292254014462453,-0.02605123248303435,0.16127240508487284,-0.1615355861365394
2007-05-31,0.014212983404876669,0.04568649100295425,0.1675693461245012,0.12865110983747194,0.038918236287029256,-0.044000852951294515,0.14305545686858945,-0.30757899009552386
2007-06-29,0.20888430403808114,0.29455999522544835,-0.07127751007727053,-0.14606702791681983,0.0747895178395493,-0.03687048208296029,0.15443604646453074,-0.23874272183876655
2007-07-31,-0.18084573890204056,-0.2269553281012205,0.1584949682389237,0.22681071534386626,-0.06831574710494256,-0.05274488557219703,0.16077770123762794,-0.32806095102852967
2007-08-31,0.13826335728701883,0.16117021276595744,0.14753210006578357,0.13651124690884905,0.011020853156934518,-0.030609616097376467,0.17104544050884915,-0.17895604820751043
2007-09-28,0.11913645592892044,0.07571388577827548,0.0657496961258884,-0.006455480548242696,0.0722051766741311,-0.02044124114843886,0.17713423196937914,-0.11539972212696019
2007-10-31,0.05048272494636786,0.0867463786439331,-0.05886787119089616,-0.0932237523232176,0.034355881132321436,-0.0318708041100255,0.16726771171949997,-0.19053769422918468
2007-11-30,-0.26555558267864016,-0.31213631344931514,-0.15923189240297647,-0.08223623631101482,-0.07699565609196166,-0.05783322441859575,0.18227014010421635,-0.3172940141787817
2007-12-28,-0.10229523211220146,-0.03375011190355406,0.17903128265984058,0.18662590864710013,-0.007594625987259546,-0.0481427744031126,0.1764007332229515,-0.27291708783469354
2008-01-31,-0.14182236345603386,-0.08926919518963922,-0.11296119645400828,-0.0865149803536841,-0.026446216100324174,-0.0357221503511939,0.1632359845243694,-0.2188374729706792
2008-02-29,0.026415026854415158,-0.06502984264785676,0.0602752035173484,0.05720973554411631,0.0030654679732320875,-0.013312406468923597,0.15363080421440217,-0.08665193505298087
2008-03-31,-0.07212683560874741,-0.08898534997287032,-0.22805201208375,-0.2044306137835261,-0.023621398300223917,-0.021946388370286004,0.1543365188960956,-0.14219828545608854
