,IC,Rank_IC,Long,Short,LS,RollingIC-mean,RollingIC-std,IR
2005-12-30,-0.17676424624621584,-0.20508763388510223,0.037767903009252014,0.056677264383732565,-0.01890936137448055,,,
2006-01-25,0.10980321150622299,0.12601322727905007,0.11629050851153112,0.1070221119932729,0.009268396518258226,,,
2006-02-28,-0.3133212943085922,-0.29004267425320057,0.0001962572048340272,0.05108863063468523,-0.0508923734298512,,,
2006-03-31,0.14261176830023295,0.1321154548776032,-0.0069486370853744095,-0.03222226906836428,0.025273631982989868,,,
2006-04-28,0.06545554291888214,-0.04386134156537398,0.0977647064357145,0.07948406285140583,0.01828064358430867,,,
2006-05-31,-0.031400710206803815,0.05626019550070183,0.2643728613769202,0.25438317615650974,0.009989685220410438,,,
2006-06-30,0.022119268723212054,-0.1199412827461608,-0.004734857044394421,0.01309955696912888,-0.0178344140135233,,,
2006-07-31,-0.03800523609874829,0.027702044790652386,-0.05154239651652137,-0.07669574757951164,0.02515335106299027,,,
2006-08-31,0.026346170149368027,0.1143107093387767,0.020366967427833886,0.01767818691142679,0.002688780516407096,,,
2006-09-29,0.31658949888235116,0.19036431733060946,0.07352072821403982,0.017454601578934057,0.05606612663510577,0.012343397361990915,0.17269569368395127,0.07147484166328112
2006-10-31,-0.32275730596241,-0.39418035148372227,-0.014734742129746015,0.054226472631532414,-0.06896121476127842,-0.0022559086096284988,0.19516762217294142,-0.011558826123471951
2006-11-30,0.07044238882531312,-0.04400382226469183,0.11952775102972926,0.105508819264612,0.01401893176511726,-0.006191990877719486,0.19304187090840297,-0.03207589549656584
2006-12-29,-0.10186714139329049,-0.12266121572021127,0.11860551839402005,0.1083990395992513,0.010206478794768742,0.014953424413810684,0.16524073846498427,0.09049478084352319
2007-01-31,-0.004487510824416916,-0.07372206141267047,0.2300534399892442,0.22598717447312988,0.004066265516114331,0.0002434965013456969,0.15904506427889262,0.0015309906186004925
2007-02-28,-0.17578430211299137,-0.22231506072632867,0.08618757604216279,0.14024734749527026,-0.054059771453107475,-0.023880488001841654,0.1661898181288293,-0.14369404979629768
2007-03-30,0.0888673058818035,0.09064187878607025,0.11198044204507614,0.10262214667772954,0.0093582953673466,-0.011853686392980923,0.16989557987889312,-0.0697704225232381
2007-04-30,-0.1125493344950221,-0.21327325355853302,0.3039009239729909,0.3811541015570739,-0.07725317758408301,-0.025320546714804337,0.17222480823993983,-0.14702032171537277
2007-05-31,0.05506651178989224,0.039509414819014654,0.15595410751664973,0.13916384391479036,0.016790263601859368,-0.016013371925940285,0.17396915562003196,-0.09204719002554267
2007-06-29,-0.0431154459134512,-0.060502521560084746,-0.08961713380540329,-0.0946122189206903,0.004995085115287012,-0.022959533532222208,0.17347593619971585,-0.13234996181712386
2007-07-31,-0.10627644181399913,-0.256438184476739,0.17746733281674731,0.23739982462382472,-0.05993249180707741,-0.06524612760185725,0.12675948589319813,-0.5147238263243724
2007-08-31,-0.2594684865699211,-0.36121220604703247,0.09289627539144557,0.23069364574164675,-0.13779737035020118,-0.05891724566260834,0.11334386012466695,-0.5198097682380435
2007-09-28,-0.31891537154605515,-0.381984882418813,-0.008193355757432618,0.15622365063879398,-0.1644170063962266,-0.09785302169974516,0.12966908289246468,-0.754636490958259
2007-10-31,-0.020413514530028196,-0.04396199833833039,-0.10844063721948682,-0.05621649762280268,-0.05222413959668414,-0.08970765901341894,0.1319275619018981,-0.6799766305097484
2007-11-30,-0.12608982848550812,0.00790785115335263,-0.11479988206983888,-0.14177605646886535,0.02697617439902647,-0.10186789077952807,0.1287661146491308,-0.7911079017729429
2007-12-28,0.12693971211755045,0.09567007848169258,0.20771178478280683,0.18573012384530582,0.021981660937501007,-0.07159548935647389,0.14412629914087388,-0.49675520556102015
2008-01-31,0.025628740215427426,0.08116737787592133,-0.0862374666288858,-0.08596638008860975,-0.00027108654027604984,-0.0779193459231115,0.13754023309474714,-0.5665203858527368
2008-02-29,0.041309447248039,0.04921323928377645,0.058857971802952026,0.04192431933606221,0.01693365246688982,-0.06253346774880539,0.14177637243146482,-0.4410711508296933
2008-03-31,0.05332466183299008,0.048087357569180686,-0.21794468482552123,-0.2253876723482606,0.007442987522739364,-0.0627076527444956,0.14161681696158968,-0.4427980665707493
