,IC,Rank_IC,Long,Short,LS,RollingIC-mean,RollingIC-std,IR
2005-12-30,0.769778317116654,0.7794790652385589,0.10745726104530098,0.005021539235335375,0.1024357218099656,,,
2006-01-25,0.6181114053233139,0.632089429557784,0.17987683203687083,0.024629359336380267,0.15524747270049055,,,
2006-02-28,0.42466339757459903,0.543954480796586,0.0677678780827574,-0.032058578718706036,0.09982645680146343,,,
2006-03-31,0.8535538523418787,0.7905736207526489,0.09871996628908333,-0.06752846072282634,0.16624842701190967,,,
2006-04-28,0.779943834318494,0.893208566467297,0.24066290544539826,-0.05020508931716973,0.29086799476256797,,,
2006-05-31,0.462161375301395,0.4881574122080451,0.34933350094774196,0.13437295358178133,0.21496054736596062,,,
2006-06-30,0.5989035500363322,0.44049232158988255,0.059283288544027,-0.04442323328545989,0.10370652182948689,,,
2006-07-31,0.8548123866546192,0.8828140214216164,0.030610946272557886,-0.1415326203453204,0.1721435666178783,,,
2006-08-31,0.7449587003698817,0.8008310855143252,0.08321913126042974,-0.0370977571295038,0.12031688838993354,,,
2006-09-29,0.7510757948699128,0.8032856656452162,0.11768967508509867,-0.041974640806693796,0.15966431589179247,0.6857962613907082,0.15301486515974827,4.481893054473717
2006-10-31,0.6476120761425403,0.7390295098160267,0.10692233738414823,-0.04264781164004929,0.14957014902419752,0.6735796372932967,0.15041960861922204,4.478004187595129
2006-11-30,0.7622186115860908,0.8184902054467272,0.2213500711358088,-0.002624735667264788,0.22397480680307358,0.6879903579195744,0.15141480267814564,4.54374569560414
2006-12-29,0.69756436989168,0.8006624690400167,0.19622034808263544,-0.007655008372238519,0.20387535645487395,0.7152804551512826,0.12001900859730187,5.959726409266163
2007-01-31,0.3044813038575028,0.28556294947927546,0.2625430799349673,0.17348014890926058,0.0890629310257067,0.660373200302845,0.1663762155161413,3.9691562778621905
2007-02-28,0.3037850527045941,0.37425024618781894,0.15210556727406138,0.04389715143903271,0.10820841583502867,0.612757322141455,0.19416907230644398,3.155792603130849
2007-03-30,0.6522993831646287,0.6455044612216884,0.16352576114685485,0.008438700192407457,0.1550870609544474,0.6317711229277784,0.1869592489599425,3.3791915962560393
2007-04-30,0.4542884869808785,0.5409417803109426,0.538948479529755,0.23140243827480655,0.30754604125494844,0.617309616622233,0.19519571489309104,3.16251623126222
2007-05-31,0.5566918918196406,0.5032079018829638,0.26572187701204386,0.041731006713052556,0.2239908702989913,0.5874975671387351,0.1767897884987029,3.32314197628584
2007-06-29,0.720246851744577,0.8044075079824535,0.03527241569863723,-0.25032044684963933,0.28559286254827654,0.5850263822762047,0.1745021363751499,3.352545673243206
2007-07-31,0.4067931188893427,0.38964817522604517,0.26707589673513593,0.13098964907959773,0.1360862476555382,0.5505981146781476,0.17204669684329682,3.2002829742185757
2007-08-31,0.6450037903755841,0.7336366181410974,0.2633386597571078,0.019601236260048942,0.24373742349705885,0.550337286101452,0.17188517989945568,3.2017727556463687
2007-09-28,0.803211356945369,0.90253359462486,0.30826138872689823,-0.0824617264036682,0.39072311513056646,0.5544365606373799,0.17788391805408507,3.1168447755283033
2007-10-31,0.6676728944610766,0.7239172055051837,0.013707151427754477,-0.15685390482543113,0.1705610562531856,0.5514474130943195,0.17544601645394028,3.143117320301716
2007-11-30,0.6124228497079611,0.8328459311867745,0.0011172653895425405,-0.21980559026046684,0.22092285565000938,0.5822415676793654,0.152852393358423,3.809175341560203
2007-12-28,0.5052089390907527,0.5203067649428545,0.2618514577041036,0.13965444434911026,0.12219701335499336,0.6023839563179813,0.12229905256890607,4.925499778328899
2008-01-31,0.7216333219672307,0.8098087195249322,0.0018421271506706986,-0.16133069654161583,0.16317282369228653,0.6093173501982415,0.12730613417914471,4.786237160738951
2008-02-29,0.6643602658850744,0.7847395550732501,0.15838449305720995,-0.033017658391344386,0.19140215144855433,0.630324528088661,0.11568368035504228,5.448690136362758
2008-03-31,0.5240795856046957,0.5887140531741726,-0.1472587254415751,-0.2905431678686609,0.14328444242708582,0.6270632974671665,0.11841747784484905,5.295361030140726
