,IC,Rank_IC,Long,Short,LS,LongWin,ShortWin,LSWin
2018-12-28,-0.31922822180790583,-0.3624998852056044,-0.06713583969897621,-0.006662973249558036,-0.060472866449418176,0.16279069767441862,0.3953488372093023,0.38372093023255816
2019-01-31,-0.08558308162770242,-0.02734795210379703,0.006700460270262097,0.031964443103295666,-0.02526398283303357,0.5681818181818182,0.7272727272727273,0.4090909090909091
2019-02-28,0.29282651864881015,0.2836814216660325,0.25712452491149435,0.16845258528989093,0.08867193962160341,1.0,1.0,0.5
2019-03-29,0.07181705726120326,0.09875206896962335,0.07729979224797359,0.04901185564735209,0.028287936600621504,0.813953488372093,0.6744186046511628,0.5697674418604651
2019-04-30,-0.24353713287070355,-0.24836923516593434,-0.04890609415289336,0.009670749292289895,-0.058576843445183255,0.18604651162790697,0.5813953488372093,0.3023255813953488
