,BM,MV,EVEBITDA,ROEAVG,SCOSTRT,SGPMARGIN,QUICKRT,ROIC,TATURNRT,MACD1226,EMA26,MA12,RSI24,MKT
2005-12-01,0.0009888215226723856,1.2537580454544204e-05,-0.003875048076420953,0.0019485008500210704,-0.00037198715731433067,0.00037198715731433067,0.0015247890413130172,0.002480051655626859,0.00247847255441942,-0.0024195219458800397,-0.0007756281057811742,-0.00033700750070503614,-0.0033673271997178124,-0.0009727396529427777
2005-12-02,-0.004471655748322814,0.007888082837358456,-0.006897873243364924,0.008266844251744973,-0.004129696849492021,0.004129696849492021,0.0009186796896548892,0.009503826421775795,0.00039109262324106287,-0.006294550095901727,0.005270256438373825,0.0051390503288992005,-0.005986355735092284,-0.0036907273370659125
2005-12-05,-0.00308855243530928,0.012045646811778072,-0.008041626584206577,0.009934243210751221,-0.00837469205699924,0.00837469205699924,-0.0019130829986775519,0.01237747779757699,-0.0013674380389459458,0.0004866338871354695,0.002085090701344959,-7.398334602663759e-06,-0.004697937175856225,-0.011974139869838035
2005-12-06,-0.00046151104143997245,0.005017649393757221,-0.001117615273454808,0.004370217590989379,-0.0005142272616098674,0.0005142272616098674,-0.0010495577139080037,0.002875264253285548,-0.002075295716744916,0.0029649067363648326,-0.004237097482338348,-0.004142719983209471,-0.0010847119567064254,0.007415393653153121
2005-12-07,0.0002480724458499232,0.003005913521631877,-0.0014956393298654804,0.0023577828150277754,8.415023041967798e-05,-8.415023041967798e-05,0.0014821869903851375,0.0022727400306048785,0.0006025761921963531,-0.0026145238491631475,0.0004998065591472166,0.0007719289995851107,-0.0018045291899745144,0.008857819549252945
2005-12-08,-0.0045313564017165405,0.005145404342051032,-0.0010459054593634578,0.008605566773417245,-0.002500123881335853,0.002500123881335853,-0.00636362763528733,0.0043602719576172795,0.003568057484310774,-0.00278580228299005,0.0010400932286504009,0.0009462243178562076,-0.003233458493119137,0.00014400407512236944
2005-12-09,-0.001506008682101783,-0.004649627443614178,-0.0009915677731171264,0.0011618369949447061,-0.002248504525296173,0.002248504525296173,0.002378642065667255,7.125697454585592e-05,-0.00392427617231331,-0.0034675810222564944,0.00025358229345022644,0.0017590160194819408,0.0002409246171818421,0.01511255796863876
2005-12-12,0.002565253704635838,-0.008859385046482173,-0.0007053423494182535,-0.006434097105643188,-0.00029914215452947945,0.00029914215452947945,0.001845258026194411,-0.007134705214912806,-0.004927248559410732,0.00029240006606411485,-0.002467924543521,-0.002845279649895309,0.0033200176286362435,0.0012016429158526886
2005-12-13,0.00012201898265227422,0.00012381596060876071,0.001004602310620252,-0.0029523845029281407,0.003596826047025322,-0.003596826047025322,0.0012945996458519962,6.329787130227851e-05,0.0011571441045486039,0.0011765012487754607,0.003633701249539397,0.00485439046584924,0.005215648530217887,0.0005509418805679426
2005-12-14,-0.0013035134378668062,-0.0022136247134967872,0.00395563159630178,0.0010655355679324782,-0.0032518512757981326,0.0032518512757981326,0.004484325257057607,0.0011956598386716928,-0.0024983335291235663,-0.0032008608032486376,0.0007861701360679929,0.0008441320958592348,-0.004304132000697857,0.010075190234877242
2005-12-15,0.0030676702709027557,0.0039653608181620375,-0.00030756487154171485,0.0009571591511996084,0.00035481782641963265,-0.00035481782641963265,-0.006381609389179467,0.0021746091658208623,0.0031455498014971678,0.0008013900738922633,-0.0020560652656063127,-0.0034162152682348512,-0.004536585419492572,-0.0020135290922501923
2005-12-16,0.0013975262972387456,-0.0005906342384811468,0.001518227900075843,-0.00220856204598527,0.00799591326561083,-0.00799591326561083,0.002500726205608349,-0.0013057063820048447,0.004429443630853464,-0.0005066688530898229,-0.0007364032900422611,-0.0007485120180205735,-0.0009057311437268342,0.006736571263304099
2005-12-19,0.005987900237452389,-0.0014213839804666105,-0.008269501565038471,0.006899095714822192,-0.0008198101295729183,0.0008198101295729183,-0.0028903212872340533,0.0051147904678068,-0.0015434347772266222,0.007668829507787969,-0.005731190612416746,-0.006197643660304114,0.004685622445371959,0.00028902933584030245
2005-12-20,-0.0025618229337137266,0.0005862313427742209,-0.0007165543934195707,-0.0007470591313907059,-0.0004740412183066164,0.0004740412183066164,0.0024051171515887034,-0.002843751203692575,-0.0004383496524261968,-3.855904102521325e-05,0.0017711203738231878,0.002163721560520038,-0.00019585978464729768,0.0047864463581400625
2005-12-21,-0.007178083681929798,0.004121087572719376,-0.0072904690416695315,0.007083702740117091,-0.004927221720127968,0.004927221720127968,-0.004890114922936551,0.009643823907357098,-7.070390141267549e-05,-0.006377829653107639,0.003289393760621211,0.00255149722555336,-0.0017046207904973234,-0.004695168370821998
2005-12-22,-0.006008032503630058,0.004039592534946391,-5.289655163262215e-05,0.0011973800832774859,-0.0068998457404872175,0.0068998457404872175,-0.004768127024822347,0.0015788942402210245,-0.004706736002388972,0.0007883549367270847,-0.0012064390195292605,-0.0007003010307072947,0.0013944828674307607,0.006116901197047511
2005-12-23,-0.00013620690748173715,-0.0005717697389873018,-0.004267082564912773,0.003815543215719792,-0.006353695582040992,0.006353695582040992,0.002117521843590925,0.004630199747640045,-0.002729457049991293,-0.006887687126373302,0.0019833443589385748,0.0018059463633728343,-0.006909459876980808,0.0077587693607094775
2005-12-26,-3.050366976996115e-05,-0.003476335641124007,0.0021967412242944896,-0.004564141889700706,0.0033297865146486643,-0.0033297865146486643,-0.003406458324317323,-0.002904513147726121,0.002480944473554762,-0.0002068619495579991,-0.001541735267587779,-0.002087986311650871,0.0023248291163264073,0.006987989951551676
2005-12-27,0.0020994382684617896,0.004290667712627979,0.0064900030763458925,-0.0023443868551466397,-0.001684877909492365,0.001684877909492365,-0.0005736258399547035,-0.0030328750825520077,-0.004077847562809043,0.002057078487539145,-0.003301590320200039,-0.003857230063357271,-0.0008093321224343407,-0.003366689170602566
2005-12-28,-0.001974537709942335,-0.0011392891877648106,-0.004698397203379801,0.007622224864341842,0.0008969455942917523,-0.0008969455942917523,-0.00013817402274968432,0.006456311064443306,0.0053159921612911465,0.0013281890706105758,0.002556407839599322,0.001981196217039796,-0.0003088535721116916,0.001600199103290002
2005-12-29,-0.014547235597802318,0.003174222642574016,-0.005032377870460496,0.013125001784269013,-0.0022085761436059868,0.0022085761436059868,0.009419866599162515,0.012604261921551778,0.013962012541511372,0.00045844522254243585,-0.0034458194026315853,-0.003212035270523831,0.004472280849105803,0.011972481673655016
2005-12-30,-0.0031370257047934075,0.0006210795823631907,0.0024710758394541022,0.00032662255807744053,0.0006723473059850648,-0.0006723473059850648,0.003275558664163531,0.0022568959558382324,0.004063332225733311,4.983538268903479e-05,0.00223785580925019,0.001898893267065996,0.0009220959053832453,-0.00929956380094953
2006-01-04,-0.0027300999821859226,-0.004539010268000873,0.004973879858028522,-0.0036721025849772173,0.0018623073047754379,-0.0018623073047754379,0.0035601380215067955,-0.00919482626807191,-0.0018837819687738142,-3.446161213275199e-05,-0.001988839941539467,-0.0013531490859575706,-0.005217497181043819,0.019373104954339745
2006-01-05,-0.002862053145738553,0.0010580848336239589,-0.006557451697215501,0.006756198978184221,-0.0034839893914456136,0.0034839893914456136,-0.0012503329539519275,0.004330867211302129,-0.005978414800033756,0.0052252555460062895,0.004164019981613336,0.0044476429594176685,-0.0053023516491203185,0.01871359235588192
2006-01-06,-0.005915749780285222,0.007834270213084304,0.0002664334372208324,0.004545711173227303,-0.00046984392572325256,0.00046984392572325256,-0.003966432622130598,0.00431276702205064,-0.00103366918287175,-0.00011020016736507793,-0.0021570589692408073,-0.0032423202984740197,-0.0023564873436283506,0.011267089223201453
2006-01-09,0.00046597714849318077,-0.0039282683905676186,0.0011346289564422788,-0.004402499663475508,-0.002262330504598166,0.002262330504598166,0.004618033658308228,-0.0037809468369000704,0.0008119512247927401,-0.001972456489833428,-0.0011669054685506206,-0.0012311727993306633,-0.0005145728467238252,0.005287442576161567
2006-01-10,0.007346180322386097,-0.007297197698494395,0.0005627996716651915,-0.0016290491064798413,0.005112110288031504,-0.005112110288031504,0.002080347336594685,-0.0018906944660916952,0.005071236039410246,0.00033298788447402546,-0.0004959660396275968,-0.0008186999793377053,-0.002714048531863781,0.002879751026055672
2006-01-11,0.009557038309619813,0.00651172775833,-0.003579269530653147,-0.0016764975576790708,0.008637636250047834,-0.008637636250047834,-0.004284886663301528,-0.0027428617713079733,0.009746221115042223,-0.007057558978608903,-0.004040274167964175,-0.0033588320106102605,-0.0013346302546058536,-0.004876163600477934
2006-01-12,-0.00640007187713759,-0.01755246028513266,0.013910090718063813,-0.009286195153173684,-0.002753104965758493,0.002753104965758493,0.007297692643339439,-0.008566771421460484,-0.006668778358544253,-0.012596582042553685,0.007906212183225039,0.007712923570774895,-0.011347699111664356,0.010423001830048151
2006-01-13,0.004743657367570082,-0.0032277419104430466,-0.0036566276140318986,-0.005861119127874364,-0.004385536160768439,0.004385536160768439,0.004821612105538558,-0.003897938633941029,0.005898439461863332,-0.0024221395505899237,-0.00383964641500506,-0.0032694962854358718,0.002610115230126297,-0.005083386893947632
2006-01-16,0.005433129841976459,-0.0011458737954670832,-0.0017686111261713477,-0.0006376588349976536,0.008638560220463751,-0.008638560220463751,0.003315157715624715,0.0004899001920789028,0.008544583592469485,0.004018902944422132,0.0024074892559854226,0.002547930610377825,-0.004222626697241522,-0.017841227788659177
2006-01-17,-0.00019815624907016305,0.006016216700994921,-0.00032250502581710524,0.002520309049371641,-0.0005151518371951055,0.0005151518371951055,-0.002456956801196362,0.003217822183136183,-0.0010673647952664823,0.006981674131085932,-0.005821448310548444,-0.006280947203424344,0.004378662328816848,0.0028703949240922533
2006-01-18,-0.00465176837588319,0.005813673065439468,-0.0012289931126447176,0.0014280220155359071,0.003498280896094809,-0.003498280896094809,0.006537029428940966,0.0001431325043687419,0.001669744663832514,0.0038688686178969924,-0.001222082353683089,-0.0009880252327738974,0.0049401950093962655,0.01995355160539397
2006-01-19,0.010419670512644124,-0.00809767042193265,-0.006534235000605557,-0.0022664906601143385,0.009664123324503015,-0.009664123324503015,-0.0018911090522074922,0.007080899196227236,0.008440070939731772,-0.0004896761248338252,-0.0009724204569803613,-0.0022259086264277955,-0.0015319194420403033,0.007631108701749729
2006-01-20,-0.008427604149318323,-0.006935477579342906,-0.005613836667712299,0.006221244346595904,-6.074386482928049e-05,6.074386482928049e-05,-0.0013467338530826472,0.0020231861963723187,0.0012793446760615518,-0.0026987897893664013,0.0021186448043887395,0.0017646495365642265,-0.008278820312432154,0.0020416615898891603
2006-01-23,0.011320802795267334,-0.013055153728667848,-0.0013942274540054596,0.0038303884097934094,0.00745789750484807,-0.00745789750484807,0.004037549552127956,0.0008269663631274793,0.010656201564877331,-0.001860720763004137,0.0006802890025585954,-0.00014402410591814706,-0.0067841684714868645,0.0027461747556215554
2006-01-24,-0.0067381697564641895,-0.009139527580062107,0.008975493809633068,0.005522961543009266,0.0024814202381785444,-0.0024814202381785444,0.0044281627680718616,0.006989305156809426,0.010640197663517198,0.00436290518749189,-0.005969028686170292,-0.007780993419734433,0.012060106277241436,0.0028470288286117874
2006-01-25,-0.022967755395616008,0.015837834422711094,0.014296808461346141,0.01992481380127118,-0.02221203366886671,0.02221203366886671,-0.005115969974049865,0.015142707792568063,-0.00422655283820629,0.02459301068046648,0.00655399263451375,0.008019928284899067,0.020454795244285662,0.010417816572921441
2006-02-06,-0.0027703346288314376,-0.005445720427119986,-0.010210475234586736,0.008918557336773554,-0.006868547175564777,0.006868547175564777,-0.0015375253286071568,0.010925753377194529,-0.0031088888592570763,-0.001570730034546143,-0.0049985057487437435,-0.0049985057487437435,-0.0009939282380979318,0.02331763020835187
2006-02-07,0.005509310016116293,-0.01780831378473538,0.000917709952201608,-0.009507962361505222,0.008944502696378916,-0.008944502696378916,0.012703577666260412,-0.005379146866185007,-0.004894461869460132,-0.014154700167613153,-0.01125739772335143,-0.01125739772335143,-0.0064856597237304345,-0.003287301982987968
2006-02-08,0.007074135091225365,0.0020086339209330964,-0.003043730376701975,-0.0017130099141203015,-0.005622693004088458,0.005622693004088458,-0.001263836216911635,0.00021504816816032658,-0.004916324041154888,-0.017050018261645875,-0.008946726570950699,-0.008946726570950699,-0.011582130616386023,0.002947375142395009
2006-02-09,0.002578738763754576,-0.002139124964170368,-0.0112615472458131,0.0035758950109471116,0.0008917709466003416,-0.0008917709466003416,-0.002801910870716788,0.001140933850886542,0.0005549551784580463,-0.006768935634976792,5.7876415381949424e-05,5.7876415381949424e-05,-0.007833781980299095,-0.013136883322331898
2006-02-10,0.0020751160009274787,-0.006133871919460847,-0.0018743336753345265,-0.00029799553949999216,-0.003361658312880168,0.003361658312880168,0.0008998708014366502,0.0016966104592273518,0.0009379398989614596,0.001567276267289152,-0.007128215821615189,-0.007128215821615189,-1.827408375176115e-05,0.012397771458870516
2006-02-13,0.010544010210040256,-0.0006391077922155537,-0.003919390253985803,0.007437020779956485,-0.002628711242194221,0.002628711242194221,-0.0041554637714973815,0.004182842254297247,-0.001207923010320633,-0.004999972702455618,-0.010624640583685206,-0.010624640583685206,-0.0031475095390292532,-0.0007948450159957915
2006-02-14,-0.004188286508112742,0.0015276562108739178,0.009164660110669713,-0.008298181852876603,-0.0004987146584949563,0.0004987146584949563,0.0028222794638016807,-0.0054307796241789595,-0.0012868272637111522,0.0028747861477969767,-0.0007980904990088026,-0.0007980904990088026,0.0064679762305515035,0.006610196076593682
2006-02-15,0.001397452713559164,-0.0012897043228868364,-0.0004550147103930071,-0.004591229274032328,0.003359893820899868,-0.003359893820899868,-0.0061828779194286285,-0.001096226996575775,0.005024547070073417,0.0018532515075717262,0.0015520541695432412,0.0015520541695432412,0.004224665529144716,0.0029201133041141165
2006-02-16,0.001579844125314256,0.006396803169283143,7.290152793348187e-05,-0.006288320883872361,0.009176552456176152,-0.009176552456176152,-0.0007516990944641187,0.0003725978705212754,0.005039650783624418,0.011553532106820604,0.0021525924277982773,0.0021525924277982773,0.005442763428717426,-0.02077018067796563
2006-02-17,-0.001416127719090379,0.008160548491585068,-0.0071046389134188466,0.014181384046865038,-0.011400665190268904,0.011400665190268904,-0.008786584395018674,0.008642601801197141,-0.009265128907030152,-0.0027661411077811453,-0.0001282284699864241,-0.0001282284699864241,-0.002735369486846491,0.00015064704470105168
2006-02-20,3.053519381268573e-05,0.006202511997140583,-0.005452256357542364,0.010124478810133978,-0.008916649755318643,0.008916649755318643,0.004712747383060285,0.012512851583628451,0.00591431971248137,0.009418493632986451,0.00906072271750983,0.00906072271750983,0.008748303499279193,0.0011543703209690294
2006-02-21,0.0048201117778494396,-0.002427801978289085,0.0017648059753576015,-0.005916747443296296,0.01041286917393817,-0.01041286917393817,0.005129441582940078,-0.0033716762270095783,0.006271592819731945,0.004575701668133741,-6.377819758453945e-06,-6.377819758453945e-06,0.0025044023861777627,0.016722731834398864
2006-02-22,0.003699463528547278,7.780952468534625e-05,-0.005152605785701739,0.005362931133999121,0.0034300582624322397,-0.0034300582624322397,-0.003862297070647137,0.007101920853954234,0.0028699710952482423,0.003157512746457691,-0.0033154901536641577,-0.0033154901536641577,0.005030096391810655,-0.0009869083856552773
2006-02-23,0.011459565556615129,0.002620821781883097,-0.008350971105145441,-0.005252540660747653,0.007840031564803852,-0.007840031564803852,0.006730308318193686,0.00015892575819920394,0.0007761427214208088,-0.0034402259226117477,0.0023256587039457,0.0023256587039457,-0.005837240615934693,0.003270794769459649
2006-02-24,-0.011120822266159966,-0.005479428357117098,-0.0036205253797714615,0.007529332044506041,-0.013266592685678178,0.013266592685678178,-0.0030994923663396853,0.009025966297962226,-0.003684305142155661,-0.0003229029350341108,0.0008385982302815311,0.0008385982302815311,0.005168224471770207,0.007658701917558894
2006-02-27,-0.0071049155559543935,0.0014776788630207294,-0.0018212946848087004,0.004273271792679053,-0.005883170072188221,0.005883170072188221,-0.003613822608196968,0.0008251704538191117,-0.00013494276226176834,-0.002593484205050425,0.0015827523190014086,0.0015827523190014086,-0.0007090459203385398,-0.0016146434647591843
2006-02-28,-0.017023875479905276,0.004189453210084228,0.011044641259795237,0.008364434953029833,0.0022281717031471665,-0.0022281717031471665,0.008552002118068083,0.0069701826490024855,0.0038753718483958734,0.00785239872587065,0.003370300774678788,0.003370300774678788,0.00593640269613091,0.004837279989723409
2006-03-01,-0.00012644953560543397,-0.007973099349944484,-0.00019197958450192613,-0.0047001977400734545,0.0017483053686410642,-0.0017483053686410642,-0.005781839917168134,-0.00539997583141552,-0.0012657725881312807,-0.008767871919363143,0.0021366362544826822,0.0021348464061979127,-0.008071573889756302,0.0033351301156146927
2006-03-02,-0.003112730107898903,0.002411353671255237,-0.004371169707270611,0.0047846628161887115,0.00635475055158622,-0.00635475055158622,0.004537420285833186,0.006251185484235521,0.011325633561116941,0.0015983515923574318,0.004744710147146138,0.005663950883200111,0.005302639954252498,-0.017083146627669844
2006-03-03,0.0008279141684105067,0.0012908396194200365,-0.008212627952166637,-0.0016566510436146027,0.010413063734599059,-0.010413063734599059,-0.0027824580122659107,0.004319532190012237,0.002710116562673783,0.00018053499570846315,-0.0037248055997587564,-0.004138236450475754,0.008864603570964441,0.002805368099879699
2006-03-06,0.012532806260390206,0.0014091949546689402,0.0009927649859620457,0.0021940113697227577,0.0058519679121470216,-0.0058519679121470216,-0.0029872517901642468,0.0002208798161544108,0.0028004639536520844,0.0012896818514843936,-0.0063339136887679785,-0.006066490248270834,0.0015975108749758733,-0.002785103500926255
2006-03-07,-0.007594787973723856,0.004898402249062142,0.006195025380420594,0.0026317794236056964,0.00041896286484058987,-0.00041896286484058987,-0.006839562732197088,-0.0003175773560916348,-0.00258191981141008,-0.008944399975765616,-0.004105726581265253,-0.003633808267916629,-0.009886235018521424,-0.023100427790294753
2006-03-08,-0.004470159752524566,-0.003259420389627635,0.008563214699160063,-0.0011399336759955177,-0.004766218300245757,0.004766218300245757,0.0027638363439967005,-0.002172540588159161,-0.0031650817445925466,-0.0055680493584966155,0.0010889299950010102,-0.0004402066768576622,-0.005786744520415928,-0.005712536736256005
2006-03-09,0.008072277482962109,0.003100249451896089,-0.00837477218317962,0.0017051174079514705,-0.00118187516892114,0.00118187516892114,-0.001383039168085293,0.002596824174956464,-0.0013702096513565386,-0.0007257259072887798,-0.004982310566032364,-0.004705110675553949,-0.003114149264052789,-0.00497695901605837
