,BM,MV,EVEBITDA,ROEAVG,SCOSTRT,SGPMARGIN,QUICKRT,ROIC,TATURNRT,MACD1226,EMA26,MA12,RSI24
2005-12-01,0.0009888215226723856,1.2537580454544204e-05,-0.0038750480764209536,0.0019485008500210706,-0.00037198715731433067,0.00037198715731433067,0.0015247890413130172,0.002480051655626859,0.00247847255441942,-0.0024195219458800397,-0.0007756281057811742,-0.0003370075007050361,-0.0033673271997178124
2005-12-02,-0.004471655748322814,0.007888082837358456,-0.006897873243364924,0.008266844251744973,-0.0041296968494920205,0.0041296968494920205,0.0009186796896548891,0.009503826421775795,0.0003910926232410629,-0.006294550095901727,0.005270256438373825,0.005139050328899201,-0.005986355735092284
2005-12-05,-0.0030885524353092796,0.012045646811778072,-0.008041626584206577,0.009934243210751221,-0.00837469205699924,0.00837469205699924,-0.001913082998677552,0.01237747779757699,-0.0013674380389459458,0.00048663388713546946,0.002085090701344959,-7.398334602663759e-06,-0.004697937175856225
2005-12-06,-0.0004615110414399725,0.005017649393757221,-0.001117615273454808,0.004370217590989379,-0.0005142272616098674,0.0005142272616098674,-0.0010495577139080035,0.0028752642532855477,-0.0020752957167449156,0.0029649067363648326,-0.004237097482338348,-0.004142719983209471,-0.0010847119567064254
2005-12-07,0.0002480724458499232,0.0030059135216318773,-0.0014956393298654804,0.0023577828150277754,8.415023041967798e-05,-8.415023041967798e-05,0.0014821869903851375,0.0022727400306048785,0.0006025761921963531,-0.0026145238491631475,0.0004998065591472166,0.0007719289995851107,-0.0018045291899745144
2005-12-08,-0.0045313564017165405,0.005145404342051032,-0.0010459054593634578,0.008605566773417245,-0.002500123881335853,0.002500123881335853,-0.00636362763528733,0.0043602719576172795,0.003568057484310774,-0.0027858022829900506,0.0010400932286504009,0.0009462243178562076,-0.0032334584931191374
2005-12-09,-0.0015060086821017827,-0.004649627443614178,-0.0009915677731171264,0.001161836994944706,-0.002248504525296173,0.002248504525296173,0.002378642065667255,7.125697454585592e-05,-0.00392427617231331,-0.0034675810222564944,0.0002535822934502264,0.0017590160194819408,0.0002409246171818421
2005-12-12,0.002565253704635838,-0.008859385046482173,-0.0007053423494182535,-0.006434097105643188,-0.00029914215452947945,0.00029914215452947945,0.0018452580261944108,-0.007134705214912807,-0.004927248559410732,0.00029240006606411485,-0.0024679245435209997,-0.002845279649895309,0.0033200176286362435
2005-12-13,0.00012201898265227422,0.00012381596060876071,0.001004602310620252,-0.0029523845029281403,0.003596826047025322,-0.003596826047025322,0.0012945996458519962,6.329787130227851e-05,0.0011571441045486039,0.0011765012487754609,0.0036337012495393966,0.004854390465849241,0.005215648530217887
2005-12-14,-0.0013035134378668062,-0.002213624713496787,0.00395563159630178,0.0010655355679324782,-0.0032518512757981326,0.0032518512757981326,0.004484325257057607,0.0011956598386716928,-0.0024983335291235663,-0.0032008608032486376,0.0007861701360679929,0.0008441320958592347,-0.004304132000697857
2005-12-15,0.0030676702709027557,0.0039653608181620375,-0.00030756487154171485,0.0009571591511996084,0.0003548178264196327,-0.0003548178264196327,-0.006381609389179467,0.0021746091658208623,0.003145549801497168,0.0008013900738922633,-0.002056065265606313,-0.0034162152682348512,-0.004536585419492572
2005-12-16,0.0013975262972387454,-0.0005906342384811468,0.0015182279000758433,-0.00220856204598527,0.007995913265610832,-0.007995913265610832,0.002500726205608349,-0.0013057063820048447,0.004429443630853464,-0.0005066688530898228,-0.0007364032900422611,-0.0007485120180205735,-0.0009057311437268342
2005-12-19,0.0059879002374523885,-0.0014213839804666103,-0.00826950156503847,0.006899095714822192,-0.0008198101295729182,0.0008198101295729182,-0.0028903212872340538,0.0051147904678067995,-0.0015434347772266222,0.007668829507787969,-0.005731190612416746,-0.006197643660304115,0.004685622445371959
2005-12-20,-0.0025618229337137266,0.0005862313427742209,-0.0007165543934195707,-0.000747059131390706,-0.0004740412183066164,0.0004740412183066164,0.0024051171515887034,-0.0028437512036925744,-0.0004383496524261968,-3.855904102521325e-05,0.001771120373823188,0.002163721560520038,-0.0001958597846472977
2005-12-21,-0.007178083681929798,0.004121087572719376,-0.0072904690416695315,0.007083702740117091,-0.004927221720127968,0.004927221720127968,-0.004890114922936551,0.009643823907357098,-7.070390141267549e-05,-0.006377829653107639,0.003289393760621211,0.0025514972255533596,-0.0017046207904973234
2005-12-22,-0.006008032503630058,0.004039592534946391,-5.289655163262215e-05,0.001197380083277486,-0.006899845740487217,0.006899845740487217,-0.004768127024822347,0.0015788942402210245,-0.004706736002388972,0.0007883549367270846,-0.0012064390195292603,-0.0007003010307072947,0.0013944828674307607
2005-12-23,-0.00013620690748173715,-0.0005717697389873017,-0.004267082564912773,0.003815543215719792,-0.006353695582040992,0.006353695582040992,0.0021175218435909252,0.004630199747640045,-0.0027294570499912935,-0.0068876871263733016,0.0019833443589385748,0.0018059463633728345,-0.006909459876980808
2005-12-26,-3.0503669769961148e-05,-0.003476335641124007,0.0021967412242944896,-0.004564141889700706,0.0033297865146486643,-0.0033297865146486643,-0.0034064583243173224,-0.0029045131477261213,0.002480944473554762,-0.0002068619495579991,-0.001541735267587779,-0.002087986311650871,0.0023248291163264073
2005-12-27,0.0020994382684617896,0.004290667712627979,0.0064900030763458925,-0.0023443868551466397,-0.001684877909492365,0.001684877909492365,-0.0005736258399547034,-0.003032875082552008,-0.004077847562809043,0.002057078487539145,-0.0033015903202000384,-0.0038572300633572705,-0.0008093321224343407
2005-12-28,-0.001974537709942335,-0.0011392891877648106,-0.004698397203379801,0.007622224864341842,0.0008969455942917523,-0.0008969455942917523,-0.00013817402274968432,0.006456311064443306,0.0053159921612911465,0.0013281890706105758,0.002556407839599322,0.0019811962170397956,-0.00030885357211169156
2005-12-29,-0.014547235597802318,0.0031742226425740157,-0.005032377870460496,0.013125001784269012,-0.0022085761436059868,0.0022085761436059868,0.009419866599162515,0.012604261921551778,0.013962012541511373,0.0004584452225424359,-0.0034458194026315853,-0.003212035270523831,0.004472280849105803
