,IC,Rank_IC,Long,Short,LS,LongP,ShortP,LSP,RollingIC-mean,RollingIC-std,IR
2006-07-31,-0.006228530909758715,-0.08587581422660422,-0.06693037448242917,-0.0526313024716821,-0.014299072010747066,1.4430297073857152,1.4344180476630337,0.97708462924213,0.0077395369394113785,0.14774779314445333,0.052383435141020465
2006-08-31,0.03823963668022442,0.03501455934603158,0.03662908376447287,0.01851085312898585,0.018118230635487016,1.4958865634121694,1.4609703494688908,0.9947876739051282,-0.012738665660983839,0.13085398909251236,-0.0973502279091984
2006-09-29,0.013319584639420266,0.08223282935397168,0.0344617010326002,0.04414018123378009,-0.009678480201179895,1.5474373589391635,1.5254578454716266,0.9851596410988597,-0.04225987043263371,0.09307699833942798,-0.45403129867298453
2006-10-31,0.0998283283505269,0.0821834971896295,0.04250123482595926,0.050959842452510284,-0.008458607626551026,1.613205357509899,1.6031949369448062,0.9768265622452905,0.01676643257171013,0.05915992696888657,0.2834086083393568
2006-11-30,0.19797489606757557,0.2221008570859079,0.1532933396459209,0.0900759865638866,0.0632173530820343,1.8604989942972832,1.7476043025443377,1.038578951930661,0.06862678296559768,0.08259850733955157,0.8308477377621611
2006-12-29,0.16484433300619664,0.14206911732335462,0.1411091436855435,0.07885928594137331,0.06224985774417019,2.123032414210388,1.8854191299510559,1.103230343944434,0.10284135574878876,0.07920127465142758,1.2984810686621326
2007-01-31,-0.26168446086363395,-0.24783706175304981,0.16338130412717722,0.25244306531398725,-0.08906176118681003,2.469896218748351,2.3613801145175315,1.0049747065180124,0.04285653624001709,0.18425943913303586,0.2325880098282213
2007-02-28,-0.25755669277077325,-0.3136785866067634,0.08869585851497407,0.202600211529872,-0.11390435301489794,2.688965784313124,2.8397962252212166,0.8905037127757411,-0.011318719242021612,0.2294052357513863,-0.04933941112960502
2007-03-30,-0.1153367450332084,-0.13636881083571206,0.08396594257527698,0.1164568792807292,-0.03249093670545222,2.9147473309456444,3.1705100314036745,0.8615704130079743,-0.05435173391876867,0.2234468228128936,-0.24324236628005616
2007-04-30,-0.1751617551532465,-0.17058006267204515,0.2684550050817865,0.3828717651959546,-0.11441676011416813,3.697225840486781,4.384408803698681,0.7629923177413762,-0.1289790641629331,0.175209925114317,-0.7361401705912479
2007-05-31,0.14207451968158924,0.16900592136923817,0.11270043617522446,0.05917131846613241,0.05352911770909205,4.113904805347952,4.64384005330805,0.8038346233288872,-0.13353302682785456,0.1657017163048124,-0.8058638727809992
2007-06-29,0.08485599965079288,0.14734885803851322,-0.07820955520319811,-0.0965926097727339,0.01838305456953579,3.7921581403733895,4.195279423191875,0.8186115590744244,-0.06422493472496922,0.1710856173320807,-0.37539645778819214
2007-07-31,-0.1120282496104772,-0.1229877380920578,0.17601193621704736,0.2235415932175702,-0.047529657000522835,4.459623237101748,5.133098869445075,0.7797032324549538,-0.035119246092910006,0.13942151602499023,-0.2518925851201844
2007-08-31,-0.14374178733321177,-0.09087979985595694,0.11372539665546613,0.18357271361673938,-0.06984731696127325,4.966795658675077,6.0753957581721245,0.7252430536419433,-0.040800254552910684,0.14401048274906736,-0.2833144766551719
2007-09-28,-0.19396307520976405,-0.23160504676417049,0.0337783902541068,0.112866641525343,-0.0790882512712362,5.134566020746208,6.761105273334327,0.6678848487827906,-0.04456051856421419,0.14856918878698702,-0.2999310888619268
2007-10-31,0.25295078557880557,0.20337662337662338,-0.00035838742559862903,-0.0758479229754288,0.07548953554983018,5.132725856848466,6.2482894813337,0.7183031658181721,-0.022385265384770925,0.1867570913990279,-0.11986300074111908
2007-11-30,0.032542881836715616,0.08365938955350496,-0.12607950246664845,-0.1509104977983182,0.024830995331669742,4.485594334519309,5.305357005317636,0.7361393483753267,-0.032847888947586376,0.18061140933158873,-0.1818705090068821
2007-12-28,-0.25082368320180665,-0.2249141490361343,0.12624259308399344,0.19543790905668446,-0.06919531597269102,5.051867394831897,6.342224885236148,0.685201953564565,-0.06060697566585227,0.20486154325047348,-0.295843596139229
2008-01-31,-0.109159125881486,-0.10188113655705014,-0.13541519083745068,-0.08831596937121976,-0.047099221466230926,4.36776780747524,5.782105146526245,0.6529294750045335,-0.05369044337550712,0.20191565683277243,-0.2659053003501052
2008-02-29,-0.14455957968791167,-0.14360361131486934,0.029363376286021217,0.06021692398153652,-0.0308535476955153,4.496020217136106,6.130285732587867,0.6327842843056734,-0.043809744271136646,0.1944044607997316,-0.22535359575039718
2008-03-31,0.23216234369295466,0.27744116842867916,-0.1651566559320029,-0.22598681720132646,0.06083016126932356,3.753472553071229,4.744921971345633,0.671276654368681,-0.04796743264830683,0.1865339961713219,-0.2571511554615021
