,IC,Rank_IC,Long,Short,LS,LongWin,ShortWin,LSWin
2018-12-28,-0.32875055346610493,-0.3389165245767148,-0.07601280499850725,-0.02032567785888303,-0.05568712713962422,0.046511627906976744,0.3488372093023256,0.3488372093023256
2019-01-31,-0.03085633079301782,0.010484927916120577,0.02568309129949977,0.03207718528505201,-0.0063940939855522405,0.6590909090909091,0.6590909090909091,0.5
2019-02-28,0.23300854722705377,0.20015314007619422,0.24129101928557925,0.15949253473259312,0.08179848455298613,1.0,0.9772727272727273,0.5113636363636364
2019-03-29,0.041468749409660534,0.017404351087771944,0.08518051282118648,0.06814078824532431,0.01703972457586217,0.813953488372093,0.7441860465116279,0.5348837209302326
2019-04-30,-0.05991745755435675,-0.04939091915836102,-0.036441672577705586,-0.02651665675482222,-0.009925015822883364,0.27906976744186046,0.37209302325581395,0.4418604651162791
