,BM,MV,ROEAVG,SGPMARGIN,EMA26
month_premiumn,0.001042376805380459,-0.003939452259580502,0.0040965639842366125,0.002281101542828181,0.00015068556001375714
t-value,0.6283150812641105,-1.728495420107386,2.547360398346136,0.7338791466444415,0.4058542326668669
