,IC,Rank_IC,Long,Short,LS,RollingIC-mean,RollingIC-std,IR
2005-12-30,-0.056608013071646,-0.049342745861733206,0.06215168318355091,0.06164393272920821,0.0005077504543426967,,,
2006-01-25,0.03202738580156801,-0.10226482378381113,0.10910458084569566,0.11798944603608504,-0.008884865190389377,,,
2006-02-28,0.0019373809562396366,0.011436699857752489,0.036489184731682486,0.03490954828114908,0.0015796364505334046,,,
2006-03-31,0.09805149878536885,0.0033613445378151263,0.00891901613527025,-0.014419843396147,0.02333885953141725,,,
2006-04-28,0.07610911845608648,0.026046691105537333,0.12183854400222391,0.09957896435307739,0.022259579649146516,,,
2006-05-31,0.12210177366914288,0.06602258500992678,0.23445188436503234,0.18997322269555142,0.04447866166948092,,,
2006-06-30,0.007355263931451787,0.06388888888888888,0.02385104916532052,-0.0252497850331792,0.04910083419849972,,,
2006-07-31,0.26239547271040137,0.27570593962999024,-0.04988516993908954,-0.08613801498146162,0.03625284504237208,,,
2006-08-31,0.12265630261986088,0.167456440912736,0.041585114975729746,0.021105990369694096,0.02047912460603565,,,
2006-09-29,-0.04591514312635888,-0.020224719101123594,0.03246553462751123,0.03049814903863411,0.0019673855888771193,0.06201110407321149,0.09554172686601427,0.6490473441010185
2006-10-31,-0.020484177391252308,-0.07191834382845619,0.023806507015569498,0.026067049667069058,-0.00226054265149956,0.06562348764125085,0.09113998848786282,0.7200295801001771
2006-11-30,-0.047818382760289255,-0.033779264214046825,0.1114756325874546,0.12878309093894974,-0.017307458351495136,0.057638910785065126,0.09767366456145009,0.5901172137224602
2006-12-29,0.15170260863313334,0.23854853630151293,0.12543647401833438,0.06472494785100227,0.06071152616733211,0.07261543355275449,0.09964585023707934,0.728735149331221
2007-01-31,0.055710450039782894,0.05328101220494763,0.23348526152996207,0.19920846256022937,0.03427679896973271,0.0683813286781959,0.0993440530219222,0.6883283558312868
2007-02-28,-0.09107112912764109,-0.1567843394706216,0.07828470627479683,0.1334503620177338,-0.05516565574293697,0.05166330391982314,0.11125227182931678,0.46437976564725775
2007-03-30,-0.23548837720169868,-0.12982304317985138,0.057352394587683334,0.0991518720076138,-0.04179947741993047,0.015904288832738988,0.13988131883650706,0.1136984478343951
2007-04-30,-0.11694594271602644,-0.11006833577034407,0.3002530559783653,0.3579673821679478,-0.0577143261895825,0.003474168167991166,0.1461095743434285,0.02377782690561525
2007-05-31,-0.04289649708562022,-0.034600578914386323,0.13067345879537087,0.17841443966651654,-0.04774098087114567,-0.027055028811610992,0.11446578693181947,-0.23635908629821487
2007-06-29,0.1533443969990686,0.23362477992301037,-0.07425826941300742,-0.15632862635257497,0.08207035693956755,-0.02398621937369022,0.11923741096441093,-0.2011635373469275
2007-07-31,-0.06168894364920577,-0.08095849124168183,0.17527386925513078,0.20267782115685665,-0.02740395190172587,-0.025563599425974907,0.11966331378961842,-0.21362937910041999
2007-08-31,0.22504978454801447,0.2562989921612542,0.15718034879144924,0.0949822255839469,0.06219812320750234,-0.0010102032320482312,0.14361458957770049,-0.007034126790451719
2007-09-28,0.18672668647047405,0.12038073908174692,0.08747991436626809,0.0133363101961021,0.074143604170166,0.0224443036910281,0.1539044971512907,0.14583266965204386
2007-10-31,0.00544514761192598,0.042531517537839104,-0.06778098582452449,-0.1048526084027243,0.037071622578199806,0.007818557588907366,0.1470530839946292,0.05316826670015925
2007-11-30,-0.07973257822481088,0.02800572946196771,-0.12312053710887415,-0.1390865680845205,0.015966030975646348,-0.005725745237552012,0.14838335195633595,-0.038587517818285295
2007-12-28,-0.09135233458908365,-0.04907343857240906,0.189834106269043,0.1985670643726818,-0.008732958103638777,-0.005753865783696266,0.14840134867055577,-0.03877232811724364
2008-01-31,-0.1610800927983895,-0.1452358926919519,-0.11665583162402306,-0.07917280791921331,-0.03748302370480974,0.0016869626566346524,0.1370325485944149,0.01231067125247504
2008-02-29,0.04768982887069768,-0.02179869777536625,0.062219990158896364,0.05028835282492806,0.011931637333968306,0.018150539815307065,0.13095091451154123,0.13860567437050916
2008-03-31,-0.06062422899883637,-0.022856755290287575,-0.23185183315900834,-0.20109475346750835,-0.03075707969149999,0.01637776662398545,0.13198508936919126,0.12408800647301334
