,IC,Rank_IC,Long,Short,LS,RollingIC-mean,RollingIC-std,IR
2005-12-30,-0.2843195212995921,-0.2526533592989289,0.050332965821769826,0.07216850028928909,-0.021835534467519263,,,
2006-01-25,0.26706323304700447,0.20871533529761377,0.10440717000242972,0.06006053414881831,0.044346635853611406,,,
2006-02-28,-0.04069531875071732,-0.04938833570412518,0.03773392292644425,0.031725221011692534,0.006008701914751717,,,
2006-03-31,-0.1765544527243302,0.05071245889660212,-0.006111647474638374,0.027334026435584396,-0.03344567391022277,,,
2006-04-28,-0.0075667131902963335,-0.13753296031899157,0.04617020130122356,0.07182131888772054,-0.025651117586496984,,,
2006-05-31,0.20945062440673354,0.1762414800389484,0.2756377434725734,0.17730843868477048,0.09832930478780294,,,
2006-06-30,0.06072405990952143,0.08868563685636856,0.0455834865837268,0.004013540332323914,0.04156994625140289,,,
2006-07-31,0.05081295973669337,0.1106377799415774,-0.052645486927327664,-0.06478996765273623,0.012144480725408566,,,
2006-08-31,0.04288865094450394,0.018462491798498213,0.023468777263984348,0.02328259264193161,0.00018618462205273814,,,
2006-09-29,-0.11453500193279884,-0.17357848144364998,0.015522189099691453,0.032069044345273176,-0.01654685524558172,0.0007268520146721941,0.16671217773076386,0.004359921540021165
2006-10-31,-0.06878638786093706,-0.060937564308350824,0.01991134068609717,0.016784764113027335,0.003126576573069837,0.022280165358537697,0.1370611194771656,0.16255642332068926
2006-11-30,-0.20210071828056578,-0.1898391463608855,0.09634552413972054,0.14870691558398738,-0.05236139144426684,-0.02463622977421933,0.12359805088546019,-0.1993253906329803
2006-12-29,0.08021412793809346,0.09634149980603383,0.10571588629472632,0.07983839427856623,0.02587749201616009,-0.01254528510533825,0.1276984718380454,-0.09824146620367477
2007-01-31,0.21921650877220855,0.20538032287905464,0.25746430540108134,0.19182107253270425,0.06564323286837709,0.027031811044315623,0.1324609602989261,0.20407379640999612
2007-02-28,0.2023400199384577,0.23487809972844736,0.16383094869256615,0.09831978350013175,0.0655111651924344,0.04802248435719103,0.14261174199553275,0.33673583735268664
2007-03-30,-0.06598525278731258,-0.03767419653248187,0.10332755278347465,0.11365894320180442,-0.01033139041832977,0.020478896637786417,0.1343276293575582,0.1524548355072577
2007-04-30,0.20824330370255634,0.13516457282683297,0.3604975419863134,0.242847265628295,0.11765027635801839,0.03523082101708991,0.14676315566399373,0.24005221785874487
2007-05-31,-0.1560469934208331,-0.1903404852138104,0.09158685646634736,0.1823024333544897,-0.09071557688814234,0.01454482570133726,0.1584368468546243,0.09180203967756974
2007-06-29,-0.12132294315531418,-0.13112112440691118,-0.12011754279885403,-0.09885196428742567,-0.021265578511428365,-0.0018763337086445515,0.16359850698588976,-0.01146913711630867
2007-07-31,0.159383812426473,0.18504371698845154,0.21339933754741994,0.1745222362842501,0.038877101263169844,0.025515547727282633,0.16555964044939298,0.15411695542478562
2007-08-31,0.1595374785882922,0.10985442329227324,0.1468478551596972,0.09976347055921753,0.04708438460047967,0.04834793437220556,0.16684849914704272,0.28977146704566265
2007-09-28,0.14021631177907432,0.12835946248600225,0.07398259408496423,0.043896389996696636,0.030086204088267593,0.08257963737816956,0.14319488323163085,0.576694051592538
2007-10-31,-0.09224785650864031,-0.13117797926525304,-0.08957764367721185,-0.0825052986080344,-0.007072345069177449,0.06533343893349619,0.15352441522419685,0.42555732153799497
2007-11-30,0.009496427749640298,0.02657336397003969,-0.14709933148512422,-0.12014851354843198,-0.02695081793669224,0.04436143083123937,0.14420942950596893,0.3076181008635307
2007-12-28,0.23423652711832926,0.2148995852108263,0.20774495213448416,0.1548352565783865,0.05290969555609765,0.047551081549226513,0.14838419161181632,0.32045921491167706
2008-01-31,0.06439372243618384,0.053713705947300884,-0.07290084249527408,-0.09862206745910211,0.025721224963828032,0.060588979071576156,0.14292737957985116,0.4239144329776654
2008-02-29,0.15998746538147018,0.15238741182854043,0.05193327083614471,0.01636930610839015,0.03556396472775456,0.055763395239467536,0.13812213572991033,0.40372526058031394
2008-03-31,-0.299427517823483,-0.32407759088442756,-0.2489649895951136,-0.18184031354093028,-0.06712467605418332,0.041425342799202555,0.1669799275720132,0.24808576337019375
