,open,close,high,low,volume,money
2008-01-02,5265.0,5272.81,5295.02,5201.89,7656660900.0,133028308582.0
2008-01-03,5269.8,5319.86,5321.46,5211.05,9851032300.0,170429834594.0
2008-01-04,5328.41,5361.57,5372.46,5318.46,8087523800.0,145545034987.0
2008-01-07,5357.45,5393.34,5403.35,5332.6,9193300100.0,162225795987.0
2008-01-08,5414.56,5386.53,5480.07,5344.65,10247786300.0,184600542494.0
2008-01-09,5365.22,5435.81,5437.76,5346.85,7680586200.0,139448986326.0
2008-01-10,5449.16,5456.54,5483.83,5407.31,9655328500.0,174138308106.0
2008-01-11,5471.39,5484.68,5500.06,5423.81,8772475000.0,155874958881.0
2008-01-14,5507.58,5497.9,5522.78,5456.93,7871409000.0,142250729150.0
2008-01-15,5503.93,5443.79,5505.03,5405.6,8071950600.0,151530590962.0
2008-01-16,5395.28,5290.61,5396.04,5288.77,8927834100.0,161954601881.0
2008-01-17,5235.91,5151.63,5312.29,5039.79,9894195200.0,174740177296.0
2008-01-18,5141.37,5180.51,5187.6,5093.13,6863562500.0,118366922100.0
2008-01-21,5188.8,4914.44,5200.93,4891.28,7564395800.0,130341708797.0
2008-01-22,4818.0,4559.75,4818.0,4511.95,9249135100.0,154837414462.0
2008-01-23,4572.9,4703.05,4705.07,4510.5,8796397300.0,140348152218.0
2008-01-24,4753.44,4717.73,4767.8,4625.46,9003815800.0,149235591804.0
2008-01-25,4716.98,4761.69,4806.89,4657.71,7792837000.0,129423208442.0
2008-01-28,4720.56,4419.29,4720.56,4409.08,6935025700.0,108808414720.0
2008-01-29,4426.27,4457.94,4517.6,4389.52,5035622000.0,79564816502.0
2008-01-30,4505.64,4417.85,4554.34,4330.7,5508003700.0,92566887231.0
2008-01-31,4408.02,4383.39,4487.32,4368.3,4514155800.0,76189312077.0
2008-02-01,4388.25,4320.77,4411.7,4195.75,5930714200.0,96452528217.0
2008-02-04,4415.02,4672.17,4672.21,4415.02,6337457800.0,109153400497.0
2008-02-05,4622.54,4599.7,4662.97,4550.43,5261968400.0,93410147301.0
2008-02-13,4525.03,4490.72,4547.54,4454.64,3691415100.0,61549818305.0
2008-02-14,4527.05,4552.32,4576.98,4507.94,3491300500.0,57516976533.0
2008-02-15,4523.79,4497.13,4523.79,4431.46,4138651600.0,66980796498.0
2008-02-18,4546.75,4568.15,4601.22,4517.6,5582461000.0,92538618791.0
2008-02-19,4582.28,4664.3,4665.55,4544.94,6066318800.0,103356946585.0
2008-02-20,4682.59,4567.03,4695.8,4556.81,6647465300.0,114782705268.0
2008-02-21,4534.17,4527.18,4568.21,4452.68,6130914800.0,100295840097.0
2008-02-22,4500.39,4370.28,4500.39,4333.03,6760198300.0,109824503749.0
2008-02-25,4370.19,4192.53,4391.33,4182.77,5881193500.0,93047459906.0
2008-02-26,4302.73,4238.18,4331.64,4123.31,5568663100.0,89872770439.0
2008-02-27,4256.53,4334.05,4360.7,4222.46,5052499100.0,82967322680.0
2008-02-28,4343.28,4299.51,4344.93,4265.5,4792225300.0,75527784864.0
2008-02-29,4293.53,4348.54,4364.81,4275.9,4783538300.0,75515513719.0
2008-03-03,4323.7,4438.27,4456.96,4279.35,7851384000.0,125329686529.0
2008-03-04,4454.18,4335.45,4472.15,4321.27,8695651500.0,135912352602.0
2008-03-05,4316.25,4292.65,4352.82,4210.96,7410968000.0,113543589994.0
2008-03-06,4310.35,4360.99,4427.5,4260.79,8493214500.0,133186791725.0
2008-03-07,4315.81,4300.52,4341.3,4265.83,5674740200.0,92203521881.0
2008-03-10,4265.61,4146.3,4265.61,4120.53,6568220500.0,97355257730.0
2008-03-11,4121.65,4165.88,4165.91,4063.47,5133343900.0,79620807569.0
2008-03-12,4254.67,4070.12,4272.98,4068.78,5722445800.0,88663903677.0
2008-03-13,4033.32,3971.26,4055.45,3902.25,6365340000.0,96343796075.0
2008-03-14,3956.75,3962.67,4000.78,3891.7,4140725700.0,64286805135.0
2008-03-17,3941.26,3820.05,3941.26,3813.0,4910027300.0,73613176822.0
2008-03-18,3789.57,3668.9,3862.77,3607.25,5786100100.0,79535892252.0
2008-03-19,3746.05,3761.61,3813.89,3677.82,6158664300.0,88277827845.0
2008-03-20,3721.5,3804.05,3857.62,3516.33,7326269400.0,106243521686.0
2008-03-21,3790.11,3796.58,3838.06,3746.39,6509346400.0,96409712714.0
2008-03-24,3830.35,3626.19,3840.48,3624.94,5895967800.0,88537601512.0
2008-03-25,3559.94,3629.62,3659.21,3521.53,5276533600.0,77829673385.0
2008-03-26,3644.13,3606.86,3698.32,3591.11,4625181800.0,70507849558.0
2008-03-27,3541.28,3411.49,3541.28,3407.9,5506986600.0,76938808898.0
2008-03-28,3378.63,3580.15,3590.75,3357.23,6329168400.0,90291919934.0
2008-03-31,3465.91,3472.71,3555.82,3445.56,4711346900.0,66825473192.0
2008-04-01,3461.09,3329.16,3493.13,3308.9,5483137600.0,73093942424.0
