,open,close,high,low,volume,money
2008-01-02,17731.84,17856.146,17933.246,17438.593,599650900.0,17214167657.0
2008-01-03,17873.2,17911.3,17911.3,17626.495,896746800.0,23402670485.0
2008-01-04,17968.556,18122.413,18195.271,17863.194,830499400.0,23567392472.0
2008-01-07,18123.131,18376.955,18450.122,18092.237,776125500.0,23370214685.0
2008-01-08,18416.731,18268.125,18582.564,18102.672,938854200.0,26855737215.0
2008-01-09,18202.614,18597.61,18601.742,18143.469,646140200.0,18700991016.0
2008-01-10,18682.238,18939.284,19124.106,18628.037,928358700.0,26645611514.0
2008-01-11,19034.26,19016.59,19076.443,18831.5,590299400.0,18817732232.0
2008-01-14,19074.35,19141.128,19219.887,18955.501,568240700.0,17586440479.0
2008-01-15,19154.479,19034.023,19212.563,18884.051,723463200.0,20698526457.0
2008-01-16,18837.523,18351.994,18837.523,18261.404,853248100.0,23549379260.0
2008-01-17,18173.995,17910.387,18483.547,17450.474,840207900.0,23372372982.0
2008-01-18,17911.497,18131.384,18196.405,17752.594,621389700.0,16613364375.0
2008-01-21,18166.707,17210.926,18188.719,17133.931,646290700.0,17472866217.0
2008-01-22,16761.749,15995.851,16974.651,15793.282,826041800.0,22309253034.0
2008-01-23,16149.546,16874.315,16883.06,16111.732,684431000.0,20327329845.0
2008-01-24,17052.388,17086.599,17230.677,16723.195,635142000.0,18796762466.0
2008-01-25,17047.845,17294.005,17432.873,16885.261,688907500.0,20226347561.0
2008-01-28,17215.053,16177.826,17215.053,16102.923,519928100.0,14570983948.0
2008-01-29,16171.565,16205.935,16591.939,16041.977,352486200.0,10134248465.0
2008-01-30,16449.95,16127.713,16653.073,15814.883,433003200.0,12032168367.0
2008-01-31,16117.053,15857.71,16234.903,15842.203,431579700.0,12239412042.0
2008-02-01,15837.878,15776.871,16012.87,15151.16,473531100.0,12662517844.0
2008-02-04,16211.664,17031.666,17043.097,16211.664,540118300.0,16050144659.0
2008-02-05,17044.875,16859.638,17245.889,16767.264,406209100.0,11166854917.0
2008-02-13,16663.904,16502.443,16730.051,16359.506,218162100.0,5860708085.0
2008-02-14,16618.246,16704.937,16835.727,16564.832,212188900.0,5942505207.0
2008-02-15,16613.996,16496.23,16613.996,16257.74,301439600.0,7666825663.0
2008-02-18,16718.78,16860.549,16982.774,16612.48,372394500.0,10051788120.0
2008-02-19,16916.939,17281.603,17281.603,16781.105,423767700.0,11817740257.0
2008-02-20,17288.518,16959.199,17476.848,16944.741,524495600.0,15244130608.0
2008-02-21,16838.36,16804.256,16976.131,16470.78,402212000.0,11233065076.0
2008-02-22,16737.565,16179.522,16737.565,16032.656,498280400.0,13768424402.0
2008-02-25,16201.541,15486.671,16304.234,15473.271,392226700.0,10406817441.0
2008-02-26,15888.101,15328.418,16016.612,14907.271,454528300.0,12973639890.0
2008-02-27,15409.845,15752.406,15799.919,15251.093,343252000.0,9730823954.0
2008-02-28,15787.351,15654.457,15823.106,15498.452,345221900.0,9192815231.0
2008-02-29,15612.879,15823.883,15838.235,15513.79,308194800.0,8257962649.0
2008-03-03,15722.321,16187.514,16224.894,15525.763,485906600.0,13529982434.0
2008-03-04,16241.026,15746.226,16350.092,15704.636,530046800.0,15023276702.0
2008-03-05,15642.272,15601.212,15760.6,15092.471,527784800.0,13333095467.0
2008-03-06,15602.913,15696.125,15915.446,15366.563,498547300.0,13185978942.0
2008-03-07,15558.974,15560.853,15833.363,15425.77,350068300.0,9637579498.0
2008-03-10,15482.752,14863.051,15482.752,14784.423,401784300.0,10320643488.0
2008-03-11,14663.714,14815.718,14815.718,14312.11,360245200.0,9594787579.0
2008-03-12,15107.841,14348.462,15173.121,14301.477,362260100.0,9011384955.0
2008-03-13,14186.603,13943.155,14307.018,13651.829,415424600.0,10574382139.0
2008-03-14,13855.277,13817.652,13970.302,13548.974,271715300.0,6836451307.0
2008-03-17,13785.463,13207.78,13785.463,13176.873,368210300.0,8600824048.0
2008-03-18,13061.769,12489.021,13263.806,12281.097,464712900.0,10238314791.0
2008-03-19,12767.974,13044.204,13281.753,12615.173,572695800.0,13261909648.0
2008-03-20,12894.406,13548.611,13651.574,12291.907,689647800.0,15684378601.0
2008-03-21,13572.383,13718.963,13941.904,13457.218,588301800.0,13489107219.0
2008-03-24,13888.976,13098.243,13996.523,13098.243,430841600.0,9701683740.0
2008-03-25,12889.764,13427.285,13568.503,12717.964,428691800.0,9874692002.0
2008-03-26,13472.085,13489.091,13800.195,13418.626,366979100.0,9245972548.0
2008-03-27,13294.408,13111.414,13489.12,13067.998,427346600.0,9981527161.0
2008-03-28,13002.859,13692.845,13702.62,12813.342,548162700.0,12822463670.0
2008-03-31,13346.05,13302.138,13620.822,13253.7,388629200.0,9061663396.0
2008-04-01,13274.738,12460.623,13399.965,12414.83,527948100.0,11871884500.0
2008-04-02,12537.551,12344.237,12862.828,12100.494,524776600.0,11593331271.0
2008-04-03,12240.652,12652.905,12705.703,12017.988,438675700.0,9415090726.0
2008-04-07,12493.917,13396.607,13433.435,12383.417,557547400.0,12422866627.0
2008-04-08,13430.99,13592.64,13735.794,13334.924,618297700.0,14037800600.0
2008-04-09,13518.509,13078.808,13785.799,13078.808,547309900.0,12088119909.0
2008-04-10,12889.756,13286.677,13286.677,12731.203,413409300.0,9156623947.0
2008-04-11,13370.475,13328.108,13525.333,13247.114,332103300.0,7433906662.0
2008-04-14,13019.001,12343.605,13074.304,12309.09,483554000.0,10386007738.0
2008-04-15,12203.863,12390.792,12411.968,11807.797,512626800.0,10371177969.0
2008-04-16,12329.043,12057.275,12408.606,12012.945,391340200.0,8271652881.0
2008-04-17,12104.313,11657.083,12331.883,11456.937,495207000.0,10060558820.0
2008-04-18,11533.494,11292.039,11733.136,11218.398,380540300.0,7477150231.0
2008-04-21,12134.645,11094.328,12134.645,10957.202,610727900.0,12329120917.0
2008-04-22,10856.186,11174.771,11208.708,10586.363,456747400.0,9134513294.0
2008-04-23,11149.263,11784.154,11797.804,11090.608,489091600.0,9696741773.0
2008-04-24,12787.383,12914.759,12935.088,12548.867,985883400.0,20687679959.0
2008-04-25,12978.977,13104.951,13463.913,12831.974,1179120700.0,26089805512.0
2008-04-28,12899.772,12782.497,13067.825,12688.864,554454100.0,13057276594.0
2008-04-29,12680.192,12880.878,13013.551,12641.629,521240000.0,11493992518.0
2008-04-30,12886.014,13504.885,13557.464,12886.014,851358700.0,19634126894.0
2008-05-05,13673.587,13860.778,13860.778,13533.23,733168800.0,16554363286.0
2008-05-06,13769.261,13702.555,13881.165,13518.852,639027200.0,14406105726.0
2008-05-07,13621.165,12979.188,13804.903,12979.188,641629500.0,14585153383.0
2008-05-08,12817.104,13317.53,13322.637,12769.468,464882200.0,10332741168.0
2008-05-09,13409.801,13080.37,13475.373,12846.491,682544200.0,14630762084.0
2008-05-12,12869.77,13166.1,13337.506,12640.951,568890100.0,11760088428.0
2008-05-13,12727.759,13074.226,13356.866,12696.289,624211700.0,12209225071.0
