,lnR,lnR_2,CYBZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt,risk_M,risk_Tu,risk_Th,risk_F,risk_Jan,risk_Feb,risk_May,risk_Dec,risk_ntd_cnt,emotion_M,emotion_Tu,emotion_Th,emotion_F,emotion_Jan,emotion_Feb,emotion_May,emotion_Dec,emotion_ntd_cnt,news_M,news_Tu,news_Th,news_F,news_Jan,news_Feb,news_May,news_Dec,news_ntd_cnt,risk,emotion,news
2010-06-02,0.024250687227454826,0.0005880958310038407,0.0006584405376394028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.061322565676164,3.1599030637847436
2010-06-03,0.0012728577370868521,1.620166818861862e-06,0.000606646272944406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.061322565676162,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0712251631980387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.061322565676162,3.0712251631980387
2010-06-04,0.02891513197012152,0.0008360848568495438,0.0004806186278630041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.0613225656761593,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,-2.0613225656761593,3.0237515999272087
2010-06-07,0.03985936412867197,0.0015887689087420618,0.0012395636480196292,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0613225656761593,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.122645131352319,2.7452375146738426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.490475029347685,0.0,-2.0613225656761593,2.7452375146738426
2010-06-08,-0.0021716551485777558,4.716086084344274e-06,0.00037499934070384306,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.0613225656761593,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.7452375146738426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0613225656761593,2.7452375146738426
2010-06-09,0.00994893915607964,9.898139033137464e-05,0.0006036556976692596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9789596450384377,2.9739114821015744
2010-06-10,0.036135667590190046,0.0013057864721887113,0.0003191539261025507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1.9583487528480146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9583487528480146,3.116546762839201
2010-06-11,0.004214894081025378,1.7765332114262764e-05,0.000167811849966675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.9553557225158924,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,-1.9553557225158924,3.116546762839201
2010-06-17,-0.05246649120149982,0.002752732698997058,0.000374372439564094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.0070897627294917,-0.0,-0.0,-0.0,-0.0,-0.0,-10.03544881364746,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,15.582733814196006,0.0,-2.0070897627294917,3.116546762839201
2010-06-18,-0.06254459232591891,0.003911826029215395,0.0008933482784509632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.070698388048183,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.3166669680070444,0.0,0.0,0.0,0.0,0.0,0.0,-2.070698388048183,3.3166669680070444
2010-06-21,0.039709687408842065,0.00157685927410795,0.0006003138752670563,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2.690000000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.38000000000001,-2.0513668350616854,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.102733670123371,3.6524309858180706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.304861971636141,-2.690000000000005,-2.0513668350616854,3.6524309858180706
2010-06-22,-0.005597883381250668,3.133629835008241e-05,0.0002492480078192946,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-2.299999999999997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.062414106050313,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3.6780285755744044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.299999999999997,-2.062414106050313,3.6780285755744044
2010-06-23,0.011861851682527735,0.00014070352533828605,0.00042773851115224113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1299999999999955,-2.083206917483795,3.6524309858180706
2010-06-24,0.003107813020288397,9.658501769074088e-06,0.00026768566065205746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.2600000000000051,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.0785612291204827,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.5991820510415247,0.0,0.0,0.0,0.0,0.0,0.0,1.2600000000000051,-2.0785612291204827,3.5991820510415247
2010-06-25,-0.033212527798352376,0.0011030720027563293,0.0005616157385067533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.7299999999999898,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.0697295922702086,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.3867032201416434,0.0,0.0,0.0,0.0,0.0,3.7299999999999898,-2.0697295922702086,3.3867032201416434
2010-06-28,-0.02839356255581027,0.0008061943946107111,0.00039527839787289234,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6.140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.280000000000001,-2.0602281710467327,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.1204563420934655,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402914899513369,6.140000000000001,-2.0602281710467327,3.2014574497566843
2010-06-29,-0.07843525522328854,0.006152089261942412,0.0006974348121064011,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,13.479999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.10554804489055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.479999999999997,-2.10554804489055,3.2014574497566843
2010-06-30,0.0065480257099723715,4.287664069845918e-05,0.0008934101466698559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.430000000000007,-2.0914154542400487,3.116546762839201
2010-07-01,-0.041215936343905746,0.0016987534087048906,0.0006203308365203314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,11.919999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.120780729617943,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.2797191971737902,0.0,0.0,0.0,0.0,0.0,0.0,11.919999999999995,-2.120780729617943,3.2797191971737902
2010-07-02,-0.010334448870554347,0.00010680083345810202,0.001259335585964353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,8.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9770056129581675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4199638905247967,0.0,0.0,0.0,0.0,0.0,8.399999999999999,1.9770056129581675,3.4199638905247967
2010-07-05,-0.012504556760950969,0.0001563639397878446,0.0012187076954388242,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,11.760000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52000000000001,1.9618940147264379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9237880294528757,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.233093525678402,11.760000000000005,1.9618940147264379,3.116546762839201
2010-07-06,0.035824080334315056,0.0012833647317994587,0.00040482916730988984,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.379999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9095223217872608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.379999999999995,1.9095223217872608,3.116546762839201
2010-07-07,0.016457395083779858,0.0002708458529436214,0.000315011330723025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.219999999999992,1.8941951175131857,3.116546762839201
2010-07-08,-0.0033516012102694503,1.1233230672679645e-05,0.0003611174928927036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,9.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7487439240684242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,9.849999999999994,1.7487439240684242,3.0237515999272087
2010-07-09,0.028995425056674407,0.000840734674217222,0.00023335928593874337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,5.630000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7504576287538955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0712251631980387,0.0,0.0,0.0,0.0,0.0,5.630000000000003,1.7504576287538955,3.0712251631980387
2010-07-12,-0.002126380800341998,4.521495308063077e-06,0.000241150354911549,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4.020000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.040000000000006,1.6179846955762156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.235969391152431,3.3522981033806025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.704596206761205,4.020000000000003,1.6179846955762156,3.3522981033806025
2010-07-13,0.0009778375527291772,9.561662795273862e-07,0.0005147577869347958,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.6599999999999966,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.5414055683644672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166669680070444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6599999999999966,1.5414055683644672,3.3166669680070444
2010-07-14,-0.009409599813735348,8.854056865464829e-05,0.0002028738340188392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.4269164022563952,3.3867032201416434
2010-07-15,-0.032841864595198444,0.0010785880700893492,0.0004400417779004814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.14000000000000057,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.332589910994452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3522981033806025,0.0,0.0,0.0,0.0,0.0,0.0,-0.14000000000000057,1.332589910994452,3.3522981033806025
2010-07-16,-0.0002913393788182006,8.4878633650175e-08,0.00047219613718163154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.740000000000002,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.2662959178684003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166669680070444,0.0,0.0,0.0,0.0,0.0,-0.740000000000002,1.2662959178684003,3.3166669680070444
2010-07-19,0.017497044258401928,0.00030614655778047587,0.00021516357495865682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,-2.440000000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.88000000000001,1.1824588183160034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.364917636632007,3.5991820510415247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.198364102083049,-2.440000000000005,1.1824588183160034,3.5991820510415247
2010-07-20,0.0314051835633018,0.0009862855546446815,0.00018092892996892791,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-2.299999999999997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.204210840548639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5991820510415247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.299999999999997,1.204210840548639,3.5991820510415247
2010-07-21,0.004504152386293647,2.0287388718954758e-05,0.00033632333696299036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5799999999999983,1.2601291384796227,3.626160907695757
2010-07-22,0.009474233683529398,8.976110389012304e-05,0.000142627896773118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-2.5899999999999963,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.3034254917623485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5991820510415247,0.0,0.0,0.0,0.0,0.0,0.0,-2.5899999999999963,1.3034254917623485,3.5991820510415247
2010-07-23,0.010864666218588503,0.00011804097204133821,0.000215891156429803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-1.6199999999999974,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.3120137579595341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.542937401003075,0.0,0.0,0.0,0.0,0.0,-1.6199999999999974,1.3120137579595341,3.542937401003075
2010-07-26,0.005771422644788693,3.3309319344779715e-05,0.0001068081838679376,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,-2.1099999999999994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.219999999999999,1.327874596286005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65574919257201,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047503199854417,-2.1099999999999994,1.327874596286005,3.0237515999272087
2010-07-27,-0.008502639420565394,7.229487711615263e-05,0.0001345368517102769,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-1.6900000000000048,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.2381963657049035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6900000000000048,1.2381963657049035,3.116546762839201
2010-07-28,0.015084461105406177,0.00022754096684051174,9.122802940222542e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0900000000000034,1.3104611004643332,3.0237515999272087
2010-07-29,0.002905710272321116,8.443152186672454e-06,0.00014903295765298068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-5.149999999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.3830807659618785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,0.0,-5.149999999999999,1.3830807659618785,3.116546762839201
2010-07-30,-0.00713043009978076,5.084303340785946e-05,0.00017950939524561722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-4.670000000000002,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.3743310823670556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116546762839201,0.0,0.0,0.0,0.0,0.0,-4.670000000000002,1.3743310823670556,3.116546762839201
2010-08-02,0.02629236470201235,0.0006912884416236249,0.00011473193952168259,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,-5.299999999999997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.599999999999994,1.4783869311436681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9567738622873363,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047503199854417,-5.299999999999997,1.4783869311436681,3.0237515999272087
2010-08-03,-0.01887490230912814,0.00035626193717913076,0.0002409246435084692,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-2.270000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.4945218772646023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9214564286036615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.270000000000003,1.4945218772646023,2.9214564286036615
2010-08-04,0.0024262290201431114,5.886587258184602e-06,0.00027788241615444225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229999999999997,1.5474993618791673,2.8660967789365084
2010-08-05,0.009504691571900814,9.033916187696237e-05,0.000294986865908761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-2.219999999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.5434551620380947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7452375146738426,0.0,0.0,0.0,0.0,0.0,0.0,-2.219999999999999,1.5434551620380947,2.7452375146738426
2010-08-06,0.024056314808732715,0.000578706282176853,0.0001539994977856989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-3.3299999999999983,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.6414939934621875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7452375146738426,0.0,0.0,0.0,0.0,0.0,-3.3299999999999983,1.6414939934621875,2.7452375146738426
2010-08-09,0.020502447834636506,0.0004203503672119911,0.00019474479197947292,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,-4.3600000000000065,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.720000000000013,1.7780506746207276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5561013492414553,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047503199854417,-4.3600000000000065,1.7780506746207276,3.0237515999272087
2010-08-10,-0.037856202902893266,0.0014330920982250244,0.00037384798780829947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-2.4399999999999977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.7788246473152858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0712251631980387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4399999999999977,1.7788246473152858,3.0712251631980387
2010-08-11,0.010657401122004195,0.00011358019867529629,0.0002970132849778053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.269999999999996,1.8339924572201558,3.116546762839201
2010-08-12,-0.012883238870007752,0.0001659778437816786,0.00041554696215931916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-2.030000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.9290130524807054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,0.0,-2.030000000000001,1.9290130524807054,3.2014574497566843
2010-08-13,0.015438102699753209,0.00023833501496812732,0.00018572419492084437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-3.3700000000000045,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.0027553285967694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,-3.3700000000000045,2.0027553285967694,3.2014574497566843
2010-08-16,0.022588239453573244,0.0005102285616119629,7.916445761045408e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,-3.1600000000000037,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.320000000000007,2.094940032213648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.189880064427296,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402914899513369,-3.1600000000000037,2.094940032213648,3.2014574497566843
2010-08-17,0.003256132346807661,1.0602397859927164e-05,9.429136640874915e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-4.600000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.0941066543806923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2014574497566843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.600000000000001,2.0941066543806923,3.2014574497566843
2010-08-18,-0.006659248993720723,4.4345597160370465e-05,0.00013966593127902552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9399999999999977,2.0970583075040166,3.2413537407960087
2010-08-19,-0.0011597028952321509,1.344910805209833e-06,0.00012523131182062423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-3.3399999999999963,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.099225411276404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166669680070444,0.0,0.0,0.0,0.0,0.0,0.0,-3.3399999999999963,2.099225411276404,3.3166669680070444
2010-08-20,-0.029277816300789183,0.0008571905273427568,0.0002506541745353472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.4099999999999966,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.157938979482532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166669680070444,0.0,0.0,0.0,0.0,0.0,-0.4099999999999966,2.157938979482532,3.3166669680070444
2010-08-23,-0.0003314001687337864,1.098260718367821e-07,0.00010983081031840866,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1.0600000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1200000000000045,2.174537846519198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.349075693038396,2.9739114821015744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.947822964203149,1.0600000000000023,2.174537846519198,2.9739114821015744
2010-08-24,0.00937725555746649,8.793292179003619e-05,0.00013287637225448506,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-1.9099999999999966,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.182042051427413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0237515999272087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9099999999999966,2.182042051427413,3.0237515999272087
2010-08-25,-0.028369050670149498,0.0008048030359255097,0.00021025021774700574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,2.1433938577808256,2.9739114821015744
2010-08-26,0.0038314027385695226,1.4679646945118038e-05,0.00012941458353362822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.01999999999999602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1114464512948525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9739114821015744,0.0,0.0,0.0,0.0,0.0,0.0,0.01999999999999602,2.1114464512948525,2.9739114821015744
