,lnR,lnR_2,CYBZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2015-01-16,0.032998437130663305,0.0010888968530663387,0.00019095675572517492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-19,-0.005804954474413648,3.3697496450015035e-05,0.0008968212747620562,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-01-20,0.04250516742197519,0.0018066892575701408,0.0003338813854349092,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-21,0.012695040845276395,0.00016116406206323602,0.00021135868654624607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-01-22,0.012381094054485509,0.00015329148998601642,0.00013696343395579405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-23,-0.0271713995459546,0.0007382849532859018,0.0001500984351966913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-01-26,0.02473155483005396,0.0006116498043119653,0.00016195345360024772,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-01-27,0.0022276711112221292,4.962518579773636e-06,0.00017516101390267164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-28,-0.007055981943181244,4.9786881182499765e-05,0.00015677756317480598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-01-29,-0.011641886115555167,0.00013553351232755616,0.0001368767394198567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-30,-0.018155247410721387,0.00032961300854450563,0.00018255343114958187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-02,0.00962283252205598,9.259890574753825e-05,0.00019404535172699874,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-02-03,0.03137384833077128,0.00098431835908224,0.00022477440363572796,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-04,0.003893240207508697,1.5157319313362361e-05,0.00013860113545618554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-02-05,0.009382721967206464,8.803547151389875e-05,0.00021037123003512156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-06,-0.024729669935631193,0.0006115565751252613,0.0003156581757176473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-09,-0.012861315366068382,0.0001654134329454667,0.00017185892450747534,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-02-10,0.02246284257015585,0.0005045792963316059,0.0001593954371125505,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-11,0.014304948918776539,0.00020463156356880606,0.00010767784846238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-02-12,0.008962173158687747,8.032054772630312e-05,8.658617190965782e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-13,0.0202978498443942,0.00041200270830557366,0.00017033354763995405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-02-16,0.038230182974269944,0.0014615468902461595,0.0002253130016644604,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-02-17,-0.0012239709885326633,1.498104980769625e-06,0.0001703301392100496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-02-25,-0.00931842703645902,8.683308243381044e-05,0.0001797749021399955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
2015-02-26,0.001942973039672502,3.775144232894202e-06,0.0001184205147410828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-02-27,0.02502474072485228,0.0006262376483460801,0.00013506187944733696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-02,0.03011698798327611,0.0009070329651847976,0.000180223684023779,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-03-03,-0.012789096321416338,0.0001635609847184649,0.00018948816853822192,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-04,0.024218306856743865,0.0005865263870074069,0.0001513140250309409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-03-05,0.002464830225541448,6.075388040742705e-06,0.0002357993181288258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-06,-0.03196790791353976,0.0010219471363685582,0.0001788303017447175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-09,0.021791175483618197,0.0004748553289578428,0.00018495060242083438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-03-10,0.02521601729544276,0.0006358475282440684,0.0001526508830823784,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-11,-0.00465065832161482,2.1628622824405175e-05,0.00016179776547605457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-03-12,-0.008732258074596544,7.625233108135655e-05,0.0002862306498773626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-13,0.024927890885982684,0.0006213997440234585,0.00024407006526174505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-16,0.03495348393924136,0.0012217460394908035,0.00040630422728903706,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-03-17,-0.002434506696398664,5.926822854809936e-06,0.0001564287824494692,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-18,0.021045221876600628,0.00044290136383534965,0.00013192374091927766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-03-19,0.0004396812381912696,1.9331959121740793e-07,9.153115441902078e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-20,0.013593833199733396,0.0001847923010621739,0.00018465346434613802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-23,0.035447490622220634,0.0012565245914124199,0.00017292023291793997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-03-24,0.02765664424780212,0.0007648899710494861,0.0008180312939558296,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-25,0.011402237815696381,0.00013001102720569657,0.0004057095788631506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-03-26,-0.03987014558543489,0.0015896285090037732,0.0006887801112785257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-27,0.013879211704041161,0.00019263251752559316,0.00019565730988603945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-03-30,-0.01445098073366502,0.0002088308441647576,0.00016160199903065685,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-03-31,0.019323291021308364,0.00037338957589417643,0.0003132855021043247,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-04-01,0.02942778721019934,0.0008659946600887719,0.00021171465433299615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-04-02,0.028857199772255093,0.0008327379786958394,0.0005268610377974305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-03,0.013976815539649579,0.00019535137262938993,0.00023503096820376223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-07,0.018370868303725807,0.0003374888022328375,0.00012294910166178044,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2015-04-08,-0.027173882944820704,0.0007384199142988176,0.0005730459905165874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-04-09,0.003342263851762617,1.1170727654799084e-05,0.0008990758583494008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-10,0.02231680237213496,0.0004980396681169285,0.0002557497256646935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-13,0.009726015689850875,9.45953811992254e-05,0.0001805864668481182,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-04-14,-0.0073706245921378866,5.4326106878227786e-05,0.0002831042622120945,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-04-15,-0.04684703889880204,0.0021946450535858717,0.0006395713627988694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-04-16,0.01729210557526706,0.0002990169152261821,0.0005366544650858272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-17,-0.00822101826748689,6.758514135435315e-05,0.0003579373816278633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-20,-0.01601232041527645,0.00025639440508147895,0.000651485685542861,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-04-21,0.05661367281736851,0.00320510794987205,0.0005227156797134174,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-04-22,0.026473276551990388,0.0007008343713981641,0.0007581969148151142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-04-23,0.026681430207760926,0.0007118987179316172,0.0005896431951975358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-24,0.010501977634440607,0.00011029153423429072,0.0003035123202067083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-27,0.004651383277876064,2.1635366397705082e-05,0.0005092866704395363,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-04-28,-0.02190514541130284,0.0004798353954903219,0.0007696055389211582,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-04-29,0.03994704853444464,0.0015957666866132758,0.0002626665414648038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-04-30,0.021350279894731372,0.00045583445158337065,0.0006258516983650105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-05-04,-0.004432653133649822,1.9648413803255586e-05,0.0008200465044029231,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2015-05-05,-0.02196336436623536,0.0004823893742840172,0.00043673661964205356,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-06,0.022423674890701406,0.0005028211956038727,0.0007734676228162591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-05-07,-0.014333447223441986,0.00020544770930719679,0.000665313595549568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-05-08,0.0579955395200189,0.003363482604218074,0.0007441643039075769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-05-11,0.05662225692094491,0.003206079978821494,0.0008241673746341712,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-05-12,0.03235170285200972,0.001046632677424734,0.0009991719071784008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-13,-0.01805262880920644,0.00032589740692299027,0.0013644688735758065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-05-14,-0.01596562977947613,0.0002549013342552951,0.0005952209027486631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-05-15,0.0011929512320740798,1.423132642107065e-06,0.0007989774788860022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-05-18,0.04145790793490889,0.0017187581303393813,0.0008761078990124242,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-05-19,0.013418872059705933,0.00018006612735475654,0.000715705936518062,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-20,0.02482201431821629,0.0006161323948137345,0.0006424882682757576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-05-21,0.03494310386927957,0.0012210205080192607,0.00046239193550198516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-05-22,-0.0030607459400382453,9.368165709460602e-06,0.0010950070173936048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-05-25,-0.013948154057850104,0.00019455100162152033,0.0013129090013145547,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-05-26,0.042429965384796375,0.0018003019625550186,0.0005223804991633904,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-05-27,0.002881233968265562,8.301509179887317e-06,0.00047278438212296794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-05-28,-0.055437501304281156,0.003073316550862175,0.0013508985033484266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-05-29,0.03149997674398364,0.00099224853487151,0.00308269871592061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-06-01,0.04845892491756487,0.0023482674041661895,0.00046682137550433294,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-06-02,0.04798375667731847,0.0023024409048681047,0.0008491622710890471,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-03,0.020475639203489493,0.0004192518007914758,0.0014086401069323255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-04,-0.009785939820945444,9.576461817916575e-05,0.0027265603044224866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-05,-0.014724443156660882,0.0002168092262737375,0.000978887016212522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-06-08,-0.04777480933339184,0.0022824324068419443,0.0012761762662519373,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-06-09,0.00026720323393902845,7.139756822747517e-08,0.0006143592033991973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-10,0.034262207785898724,0.0011738988823640991,0.00045347811245750484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-11,0.00713022909516603,5.084016694955218e-05,0.0003671756081200931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-12,0.009678193103329846,9.36674217453414e-05,0.0004396042746196969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-06-15,-0.05364035647033383,0.002877287842264484,0.000704573288042014,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-06-16,-0.028920456016086504,0.0008363927761783941,0.0016778455169273766,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-17,0.04111036707687177,0.0016900622811951422,0.001017286749238445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-18,-0.06538705746340945,0.004275467283723209,0.0009090655896503304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-19,-0.055610533789867134,0.003092531468393954,0.0014296975332363895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-06-23,0.023539897962905343,0.0005541267961039951,0.0030759196065037213,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2015-06-24,-0.0031103673409731414,9.67438499579233e-06,0.0009733566257844514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-25,-0.05373854613510254,0.002887831340714544,0.0008236147652421777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-26,-0.09331926134605606,0.008708484538173513,0.003214388541245994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-06-29,-0.08237134327528395,0.006785038192974666,0.002725519588623132,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-06-30,0.0608835224000579,0.003706803299838352,0.006087765132367618,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-01,-0.03531860394121278,0.0012474037843562507,0.002703068906643887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-07-02,-0.04071388546529153,0.0016576204696808771,0.007281316420581361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-03,-0.016762848262391827,0.0002809930818679727,0.005783808516783547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-06,-0.04372047369179377,0.0019114798198348313,0.0069863314385708135,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-07-07,-0.05854939961395722,0.0034280321951548538,0.001318527636414164,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-08,0.005105968184375698,2.6070911099856858e-05,0.0005750217505012288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-07-09,0.029882572914138095,0.0008929681639687797,0.0004518248181827544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-10,0.0402858374133821,0.0016229486960974567,0.001135806282937488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-13,0.0564170010607663,0.0031828780086905063,0.0019001720023237541,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-07-14,0.0158920136983296,0.0002525560993878956,0.0017207275294388394,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-15,-0.051184216343067135,0.0026198240026539007,0.0008052515402390028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-07-16,0.014203504571972836,0.00020173954212605326,0.006681254821729598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-17,0.05777149653609914,0.0033375458120205154,0.0008643500742954212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-20,0.023077865316802004,0.0005325878675804528,0.0021975918475833195,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-07-21,0.012074406882990552,0.0001457913015760096,0.0010048489595233373,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-22,0.0050066969974169595,2.5067014823944e-05,0.0008062574512472663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-07-23,0.02406804984081834,0.0005792710231401157,0.0004134287224623637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-24,-0.02391274863381554,0.0005718195472240469,0.0008290014426571829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-27,-0.07685545009015105,0.005906760208559699,0.0017615291844330402,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2015-07-28,-0.03855447964039893,0.0014864479003419357,0.00623917900324388,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-29,0.04242630886532428,0.0017999916839358937,0.0026885408697339326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-07-30,-0.05050311506792049,0.0025505646315636178,0.0017514288849323314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-31,-0.008370907314710685,7.007208927147685e-05,0.0008987180778396088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-08-03,-0.05693656250120416,0.0032417721494535276,0.001350378185191806,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2015-08-04,0.059421817417819156,0.003530952385236636,0.0008730336534191254,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-08-05,-0.017479942709831775,0.00030554839713900104,0.001052881243679223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-08-06,-0.008472909245193172,7.179019107727992e-05,0.0010826144828598617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-08-07,0.037988561299554746,0.0014431307896100286,0.000697654209144193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-08-10,0.04911551856332608,0.0024123341637444285,0.00039614837020038985,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2015-08-11,-0.002889581948543274,8.349683837347143e-06,0.0006572876252387052,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-08-12,-0.028838141312049537,0.0008316383943337382,0.000504783180501319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-08-13,0.023395238276326502,0.0005473371740060927,0.0005270869126937856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-08-14,-0.003822126677234472,1.4608652336827425e-05,0.00045971842865752665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-08-17,-0.002894965048338527,8.38082263110169e-06,0.00038036378687875664,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2015-08-18,-0.06273065072786643,0.003935134540741569,0.0015017140907242113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-08-19,0.026217003055287513,0.0006873312492009548,0.0031898367162666395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-08-20,-0.024361822281475654,0.0005934983848742036,0.000915593397259955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-08-21,-0.06882860740744956,0.00473737719764882,0.0019679873990727293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-08-24,-0.08430285629130907,0.007106971578873109,0.004032999030055454,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2015-08-25,-0.07818970035844153,0.0061136292421428715,0.006375503075332269,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-08-26,-0.05189336615499052,0.0026929214508959153,0.004598034067294174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-08-27,0.03608624243307723,0.0013022168929388237,0.003416909702305338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-08-28,0.06070237011760593,0.0036847777378948175,0.0012287250126297015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-08-31,-0.04180565075117926,0.0017477124347295748,0.0010015573923820786,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2015-09-01,-0.05527400328026033,0.00305521543862623,0.0018753643333288587,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-02,-0.0184060829526409,0.000338783889659498,0.005315823504843762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-09-07,0.020536662319055488,0.00042175449920691353,0.001935237288663096,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2015-09-08,0.0552894816705356,0.003056926783396492,0.0012470137913735977,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-09,0.034652167705572445,0.0012007727266951178,0.0009527690128900659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-09-10,-0.015860837891325197,0.0002515661786148971,0.0008963941640259987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015-09-11,0.010435182736729942,0.0001088930387489466,0.0004934562296431483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015-09-14,-0.07783654742906254,0.006058528115676702,0.0009240472641373813,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2015-09-15,-0.05868678779687464,0.003444139061915394,0.0023425291959305477,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-16,0.06913972645458522,0.004780301774214871,0.001177931777081266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-09-17,0.003658471151739562,1.3384411168110595e-05,0.00115249955114578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015-09-18,0.025533736669186347,0.0006519717082913515,0.0011660675979500354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015-09-21,0.04715374446278808,0.002223475616861918,0.0008653619009427335,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2015-09-22,-0.0001635488172810895,2.67482156340432e-08,0.0005863556773373969,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-23,-0.000351239325094177,1.2336906349261296e-07,0.0008230034377333414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-09-24,0.013669446077455127,0.00018685375606445338,0.0003882210179249445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015-09-25,-0.041492932248630154,0.0017216634265894122,0.0009360169929929002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015-09-28,0.048903964430305535,0.002391597737000589,0.0004419149658127733,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2015-09-29,-0.011225398210001458,0.00012600956497310395,0.0006759231015192792,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-30,-0.007605436014888944,5.7842656976569825e-05,0.0005668899230240612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-10-08,0.05039236194205543,0.0025393901420991166,0.001224479999377337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7
2015-10-09,0.011958472154120159,0.00014300505626086723,0.00022415954034122855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015-10-12,0.044176732098979876,0.001951583658945039,0.0005170748270701854,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2015-10-13,0.010844053873659831,0.00011759350441483679,0.00030162568301906283,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015-10-14,-0.015941668000361453,0.0002541367786337483,0.0005375315628793869,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2015-10-15,0.042273781815499234,0.0017870726289844338,0.0003325490659072959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2015-10-16,0.01833756952880794,0.00033626645622386543,0.0005173817928078904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
