,id,exchange_code,exchange_name,date,total_market_cap,circulating_market_cap,volume,money,deal_number,pe_average,turnover_ratio
65,3952,322004,深圳市场,2008-04-10,44127.34,22652.61,,324.32,,35.87,1.55
66,3957,322004,深圳市场,2008-04-11,44537.27,22851.67,,297.12,,35.98,1.41
67,3962,322004,深圳市场,2008-04-14,41777.48,21377.76,,326.5,,33.46,1.56
68,3967,322004,深圳市场,2008-04-15,42588.0,21725.06,,296.2,,33.5,1.45
69,3972,322004,深圳市场,2008-04-16,41575.22,21238.56,,259.92,,32.65,1.22
70,3977,322004,深圳市场,2008-04-17,40226.92,20539.63,,277.03,,31.49,1.37
71,3982,322004,深圳市场,2008-04-18,38552.1,19722.94,,239.33,,29.56,1.3
72,3987,322004,深圳市场,2008-04-21,38180.99,19523.02,,361.22,,28.67,1.82
73,3992,322004,深圳市场,2008-04-22,37918.03,19398.74,,278.11,,28.2,1.5
74,3997,322004,深圳市场,2008-04-23,39758.3,20334.39,,338.65,,29.51,1.87
75,4002,322004,深圳市场,2008-04-24,43233.89,22142.81,,734.05,,32.0,3.65
76,4007,322004,深圳市场,2008-04-25,43916.74,22423.26,,757.34,,31.94,3.48
77,4012,322004,深圳市场,2008-04-28,43347.76,22120.09,,484.52,,31.5,2.28
78,4017,322004,深圳市场,2008-04-29,43785.42,22315.45,,429.7,,31.55,2.05
79,4022,322004,深圳市场,2008-04-30,45516.93,23277.27,,631.38,,32.61,2.81
80,4027,322004,深圳市场,2008-05-05,46854.35,23962.32,,645.13,,33.6,2.92
81,4032,322004,深圳市场,2008-05-06,46590.73,23774.05,,619.8,,33.39,2.81
82,4037,322004,深圳市场,2008-05-07,44559.79,22707.47,,594.97,,31.88,2.65
83,4042,322004,深圳市场,2008-05-08,45775.4,23340.3,,450.66,,32.77,2.12
84,4047,322004,深圳市场,2008-05-09,45568.92,23214.6,,593.06,,32.63,2.59
85,4052,322004,深圳市场,2008-05-12,46216.6,23531.08,,549.65,,33.11,2.46
86,4057,322004,深圳市场,2008-05-13,46129.54,23500.6,,649.87,,33.02,3.07
87,4062,322004,深圳市场,2008-05-14,47338.41,24125.12,,637.57,,33.89,2.88
88,4067,322004,深圳市场,2008-05-15,47087.05,23962.4,,597.52,,33.71,2.85
89,4072,322004,深圳市场,2008-05-16,46765.67,23741.37,,498.45,,33.41,2.21
90,4077,322004,深圳市场,2008-05-19,46593.15,23664.56,,376.29,,33.28,1.71
91,4082,322004,深圳市场,2008-05-20,44111.27,22356.8,,493.2,,31.39,2.2
92,4087,322004,深圳市场,2008-05-21,45021.76,22830.93,,488.12,,32.08,2.34
93,4092,322004,深圳市场,2008-05-22,44411.02,22481.61,,462.42,,31.58,2.18
94,4097,322004,深圳市场,2008-05-23,43976.18,22242.27,,392.65,,31.2,1.88
95,4102,322004,深圳市场,2008-05-26,42749.32,21637.88,,354.63,,30.26,1.7
96,4107,322004,深圳市场,2008-05-27,43136.79,21801.45,,270.54,,30.51,1.29
97,4112,322004,深圳市场,2008-05-28,44330.82,22384.04,,353.47,,31.32,1.59
98,4117,322004,深圳市场,2008-05-29,43494.23,21855.35,,334.47,,30.57,1.54
99,4122,322004,深圳市场,2008-05-30,43619.59,21942.38,,311.42,,30.71,1.45
100,4127,322004,深圳市场,2008-06-02,43716.66,22024.6,,292.91,,30.82,1.41
101,4132,322004,深圳市场,2008-06-03,43540.78,21909.11,,292.32,,30.68,1.38
102,4137,322004,深圳市场,2008-06-04,43001.06,21674.65,,279.22,,30.29,1.33
103,4142,322004,深圳市场,2008-06-05,42636.99,21484.1,,232.4,,30.03,1.23
104,4147,322004,深圳市场,2008-06-06,42497.6,21338.96,,231.16,,29.92,1.12
105,4152,322004,深圳市场,2008-06-10,39042.28,19614.08,,285.67,,27.46,1.47
106,4157,322004,深圳市场,2008-06-11,37990.12,19102.78,,263.83,,26.73,1.39
107,4162,322004,深圳市场,2008-06-12,37514.2,18921.51,,279.64,,26.4,1.44
108,4167,322004,深圳市场,2008-06-13,36009.53,18158.16,,226.25,,25.36,1.21
109,4172,322004,深圳市场,2008-06-16,35293.13,17827.26,,222.68,,24.93,1.21
110,4177,322004,深圳市场,2008-06-17,33693.52,17004.2,,237.23,,23.81,1.33
111,4182,322004,深圳市场,2008-06-18,35467.48,17911.56,,337.75,,25.04,1.9
112,4187,322004,深圳市场,2008-06-19,32925.4,16563.35,,308.0,,23.14,1.67
113,4192,322004,深圳市场,2008-06-20,33519.61,16875.93,,346.28,,23.55,2.02
114,4197,322004,深圳市场,2008-06-23,32927.79,16584.88,,212.58,,23.08,1.23
115,4202,322004,深圳市场,2008-06-24,33841.43,17048.32,,238.11,,23.73,1.37
116,4207,322004,深圳市场,2008-06-25,35529.24,17884.08,,339.71,,24.88,1.9
117,4212,322004,深圳市场,2008-06-26,35818.23,18069.89,,370.27,,25.11,2.04
118,4217,322004,深圳市场,2008-06-27,33635.3,16960.66,,334.46,,23.58,1.88
119,4222,322004,深圳市场,2008-06-30,33526.77,16915.18,,209.94,,23.51,1.19
120,4227,322004,深圳市场,2008-07-01,32866.15,16550.41,,211.31,,23.03,1.15
121,4232,322004,深圳市场,2008-07-02,33222.2,16730.59,,219.66,,23.29,1.19
122,4237,322004,深圳市场,2008-07-03,34358.18,17301.81,,375.15,,24.12,2.0
123,4242,322004,深圳市场,2008-07-04,34162.38,17259.74,,318.91,,23.98,1.68
124,4247,322004,深圳市场,2008-07-07,35844.8,18133.54,,407.37,,25.2,2.21
125,4252,322004,深圳市场,2008-07-08,36313.41,18351.79,,448.53,,25.52,2.38
126,4257,322004,深圳市场,2008-07-09,37478.22,18958.43,,520.4,,26.37,2.85
127,4262,322004,深圳市场,2008-07-10,36851.67,18655.58,,521.55,,25.92,2.79
128,4267,322004,深圳市场,2008-07-11,36432.17,18440.12,,377.94,,25.61,2.05
129,4272,322004,深圳市场,2008-07-14,36884.97,18653.73,,327.42,,25.95,1.76
130,4277,322004,深圳市场,2008-07-15,35722.09,18063.56,,405.3,,25.08,2.24
131,4282,322004,深圳市场,2008-07-16,34262.11,17290.56,,335.1,,24.01,1.91
132,4287,322004,深圳市场,2008-07-17,33941.32,17151.77,,289.03,,23.79,1.6
133,4292,322004,深圳市场,2008-07-18,34964.94,17693.51,,299.11,,24.53,1.63
134,4297,322004,深圳市场,2008-07-21,36221.03,18361.7,,359.17,,25.46,1.98
135,4302,322004,深圳市场,2008-07-22,36307.46,18377.56,,334.38,,25.53,1.9
136,4307,322004,深圳市场,2008-07-23,35980.57,18192.55,,330.1,,25.29,1.86
137,4312,322004,深圳市场,2008-07-24,36847.62,18665.12,,362.39,,25.93,2.03
138,4317,322004,深圳市场,2008-07-25,36589.38,18541.38,,344.84,,25.75,1.93
139,4322,322004,深圳市场,2008-07-28,36961.23,18757.13,,337.65,,26.02,1.89
140,4327,322004,深圳市场,2008-07-29,36392.67,18444.84,,303.99,,25.61,1.76
141,4332,322004,深圳市场,2008-07-30,36254.18,18369.42,,267.44,,25.51,1.53
142,4337,322004,深圳市场,2008-07-31,35217.45,17830.77,,248.37,,24.76,1.47
143,4342,322004,深圳市场,2008-08-01,35591.34,18002.46,,260.35,,24.96,1.53
144,4347,322004,深圳市场,2008-08-04,34758.28,17594.61,,209.42,,24.33,1.16
145,4352,322004,深圳市场,2008-08-05,33691.02,17035.03,,243.86,,23.56,1.38
146,4357,322004,深圳市场,2008-08-06,33735.96,17026.52,,225.15,,23.58,1.25
147,4362,322004,深圳市场,2008-08-07,33789.08,17059.81,,181.59,,23.62,1.02
148,4367,322004,深圳市场,2008-08-08,31894.99,16099.57,,237.39,,22.27,1.39
149,4372,322004,深圳市场,2008-08-11,29827.95,15105.82,,202.31,,20.82,1.3
150,4377,322004,深圳市场,2008-08-12,29652.06,15041.8,,172.57,,20.72,1.12
151,4382,322004,深圳市场,2008-08-13,29850.16,15125.55,,188.62,,20.83,1.21
152,4387,322004,深圳市场,2008-08-14,29919.45,15176.32,,154.44,,20.88,0.95
153,4392,322004,深圳市场,2008-08-15,29857.29,15130.81,,146.14,,20.83,0.94
154,4397,322004,深圳市场,2008-08-18,28100.41,14256.23,,154.08,,19.57,1.06
155,4402,322004,深圳市场,2008-08-19,28491.78,14461.51,,129.97,,19.86,0.89
156,4407,322004,深圳市场,2008-08-20,30528.07,15529.7,,265.56,,21.33,1.81
157,4412,322004,深圳市场,2008-08-21,29497.97,14991.42,,248.6,,20.58,1.59
158,4417,322004,深圳市场,2008-08-22,28971.74,14708.61,,164.21,,20.2,1.07
159,4422,322004,深圳市场,2008-08-25,28829.19,14662.23,,128.1,,20.09,0.83
160,4427,322004,深圳市场,2008-08-26,27670.28,14118.09,,149.39,,19.26,1.04
161,4432,322004,深圳市场,2008-08-27,27516.79,14034.19,,137.67,,19.15,0.94
162,4437,322004,深圳市场,2008-08-28,27674.24,14047.54,,136.87,,19.22,0.85
163,4442,322004,深圳市场,2008-08-29,28405.56,14433.09,,178.14,,19.74,1.22
164,4447,322004,深圳市场,2008-09-01,27481.12,13937.51,,136.11,,19.08,0.92
165,4452,322004,深圳市场,2008-09-02,27389.71,13889.18,,122.54,,19.01,0.88
166,4457,322004,深圳市场,2008-09-03,27043.54,13720.34,,154.13,,18.75,1.11
167,4462,322004,深圳市场,2008-09-04,27229.77,13807.28,,123.64,,18.89,0.91
168,4467,322004,深圳市场,2008-09-05,26229.82,13303.03,,134.55,,18.16,1.02
169,4472,322004,深圳市场,2008-09-08,25150.64,12732.28,,123.82,,17.39,0.97
170,4477,322004,深圳市场,2008-09-09,25243.39,12777.42,,100.98,,17.46,0.78
171,4482,322004,深圳市场,2008-09-10,25374.01,12827.33,,122.49,,17.55,0.9
172,4487,322004,深圳市场,2008-09-11,24812.8,12507.77,,110.4,,17.15,0.85
173,4492,322004,深圳市场,2008-09-12,24958.69,12575.4,,96.0,,17.26,0.75
174,4497,322004,深圳市场,2008-09-16,24612.54,12390.91,,136.45,,17.02,1.1
175,4502,322004,深圳市场,2008-09-17,24146.72,12119.8,,127.03,,16.68,1.02
176,4507,322004,深圳市场,2008-09-18,23591.89,11831.36,,177.73,,16.29,1.5
177,4512,322004,深圳市场,2008-09-19,25756.96,12949.08,,240.88,,17.85,1.75
178,4517,322004,深圳市场,2008-09-22,26725.45,13479.95,,465.55,,18.55,3.33
179,4522,322004,深圳市场,2008-09-23,25249.21,12702.11,,270.11,,17.48,1.88
180,4527,322004,深圳市场,2008-09-24,25458.81,12802.44,,185.66,,17.64,1.33
181,4532,322004,深圳市场,2008-09-25,26289.17,13227.14,,325.96,,18.22,2.3
182,4537,322004,深圳市场,2008-09-26,26548.92,13403.41,,270.9,,18.41,1.99
183,4542,322004,深圳市场,2008-10-06,25544.53,12871.71,,219.3,,17.68,1.53
184,4547,322004,深圳市场,2008-10-07,25333.59,12808.7,,180.4,,17.53,1.33
185,4552,322004,深圳市场,2008-10-08,24661.75,12466.58,,154.05,,17.04,1.17
186,4557,322004,深圳市场,2008-10-09,24312.32,12271.74,,158.61,,16.79,1.18
187,4562,322004,深圳市场,2008-10-10,22963.56,11566.96,,156.28,,15.82,1.3
188,4567,322004,深圳市场,2008-10-13,23391.36,11810.97,,157.85,,16.13,1.29
189,4572,322004,深圳市场,2008-10-14,22884.84,11571.57,,209.75,,15.77,1.7
190,4577,322004,深圳市场,2008-10-15,22672.63,11464.76,,128.57,,15.62,1.12
191,4582,322004,深圳市场,2008-10-16,21618.25,10931.39,,161.69,,14.86,1.45
192,4587,322004,深圳市场,2008-10-17,21800.42,11020.36,,120.52,,14.99,1.09
193,4592,322004,深圳市场,2008-10-20,22486.24,11380.82,,143.94,,15.48,1.29
194,4597,322004,深圳市场,2008-10-21,22432.24,11355.76,,178.77,,15.44,1.55
195,4602,322004,深圳市场,2008-10-22,22066.2,11170.74,,134.94,,15.17,1.25
196,4607,322004,深圳市场,2008-10-23,22234.99,11253.18,,135.76,,15.3,1.23
197,4612,322004,深圳市场,2008-10-24,21857.0,11031.26,,125.74,,15.02,1.12
198,4617,322004,深圳市场,2008-10-27,20438.69,10255.4,,149.72,,14.0,1.38
199,4622,322004,深圳市场,2008-10-28,20883.16,10484.09,,168.41,,14.33,1.57
200,4627,322004,深圳市场,2008-10-29,20411.87,10225.66,,146.57,,13.99,1.4
201,4632,322004,深圳市场,2008-10-30,20645.57,10367.04,,139.5,,14.16,1.31
202,4637,322004,深圳市场,2008-10-31,20348.13,10203.31,,101.11,,13.95,0.98
203,4642,322004,深圳市场,2008-11-03,20138.35,10114.37,,89.78,,13.8,0.88
204,4647,322004,深圳市场,2008-11-04,19746.09,9914.57,,99.8,,13.52,1.0
205,4652,322004,深圳市场,2008-11-05,20345.9,10244.72,,138.0,,13.95,1.38
206,4657,322004,深圳市场,2008-11-06,20006.85,10059.66,,105.42,,13.7,1.1
207,4662,322004,深圳市场,2008-11-07,20194.56,10165.78,,121.33,,13.84,1.22
208,4667,322004,深圳市场,2008-11-10,21490.5,10861.72,,223.29,,14.78,2.22
209,4672,322004,深圳市场,2008-11-11,21370.61,10801.74,,265.16,,14.69,2.49
210,4677,322004,深圳市场,2008-11-12,21696.17,10957.35,,194.77,,14.92,1.81
211,4682,322004,深圳市场,2008-11-13,22596.29,11437.02,,348.97,,15.57,3.16
212,4687,322004,深圳市场,2008-11-14,23580.36,11978.35,,401.11,,16.28,3.6
213,4692,322004,深圳市场,2008-11-17,24370.82,12391.36,,417.47,,16.84,3.66
214,4697,322004,深圳市场,2008-11-18,22700.33,11503.59,,435.79,,15.63,3.89
215,4702,322004,深圳市场,2008-11-19,24098.07,12251.69,,366.18,,16.64,3.25
216,4707,322004,深圳市场,2008-11-20,24074.0,12267.68,,413.78,,16.62,3.62
217,4712,322004,深圳市场,2008-11-21,23889.44,12186.11,,376.65,,16.49,3.34
218,4717,322004,深圳市场,2008-11-24,23040.17,11755.33,,246.2,,15.88,2.15
219,4722,322004,深圳市场,2008-11-25,22988.83,11728.75,,199.98,,15.84,1.76
220,4727,322004,深圳市场,2008-11-26,23135.89,11809.17,,174.33,,15.95,1.55
221,4732,322004,深圳市场,2008-11-27,23534.77,12027.01,,386.49,,16.2,3.33
222,4737,322004,深圳市场,2008-11-28,23331.68,11942.35,,225.6,,16.05,1.99
223,4742,322004,深圳市场,2008-12-01,23990.86,12340.59,,262.91,,16.52,2.29
224,4747,322004,深圳市场,2008-12-02,24351.58,12547.77,,364.69,,16.77,3.11
225,4752,322004,深圳市场,2008-12-03,25307.65,13095.64,,438.0,,17.46,3.62
226,4757,322004,深圳市场,2008-12-04,25458.25,13152.84,,573.09,,17.56,4.56
227,4762,322004,深圳市场,2008-12-05,26025.88,13496.57,,407.53,,17.97,3.32
228,4767,322004,深圳市场,2008-12-08,27075.63,14066.88,,536.27,,18.74,4.2
229,4772,322004,深圳市场,2008-12-09,26531.13,13790.5,,472.04,,18.34,3.64
230,4777,322004,深圳市场,2008-12-10,27149.16,14122.35,,409.79,,18.78,3.21
231,4782,322004,深圳市场,2008-12-11,26476.8,13782.14,,400.46,,18.29,3.12
232,4787,322004,深圳市场,2008-12-12,25435.47,13248.02,,346.06,,17.54,2.8
233,4792,322004,深圳市场,2008-12-15,25695.88,13390.17,,268.47,,17.73,2.12
234,4797,322004,深圳市场,2008-12-16,26191.88,13646.43,,269.98,,18.09,2.14
235,4802,322004,深圳市场,2008-12-17,26439.46,13783.86,,345.46,,18.27,2.63
236,4807,322004,深圳市场,2008-12-18,26869.26,14019.28,,324.8,,18.57,2.57
237,4812,322004,深圳市场,2008-12-19,27125.65,14154.18,,373.62,,18.76,2.85
238,4817,322004,深圳市场,2008-12-22,27077.41,14089.87,,359.97,,18.72,2.7
239,4822,322004,深圳市场,2008-12-23,25570.73,13308.24,,393.77,,17.63,3.01
240,4827,322004,深圳市场,2008-12-24,25042.21,13031.19,,259.2,,17.25,2.1
241,4832,322004,深圳市场,2008-12-25,24951.9,12969.46,,227.31,,17.19,1.82
242,4837,322004,深圳市场,2008-12-26,24799.2,12985.91,,224.11,,17.11,1.57
243,4842,322004,深圳市场,2008-12-29,24614.29,13131.91,,190.45,,17.02,1.45
244,4847,322004,深圳市场,2008-12-30,24407.68,13059.52,,208.36,,16.9,1.5
245,4853,322004,深圳市场,2008-12-31,24114.53,12907.99,,206.32,,16.72,1.53
246,4859,322004,深圳市场,2009-01-05,24910.83,13342.49,,246.16,,17.32,1.74
247,4865,322004,深圳市场,2009-01-06,25573.73,13742.96,,362.52,,17.82,2.5
248,4871,322004,深圳市场,2009-01-07,25502.72,13719.14,,337.26,,17.78,2.34
249,4877,322004,深圳市场,2009-01-08,24996.29,13446.68,,325.52,,17.45,2.05
250,4883,322004,深圳市场,2009-01-09,25552.77,13760.09,,315.14,,17.87,2.02
251,4889,322004,深圳市场,2009-01-12,25677.99,13851.08,,354.19,,17.98,2.41
252,4895,322004,深圳市场,2009-01-13,24932.1,13473.85,,311.29,,17.45,2.12
253,4901,322004,深圳市场,2009-01-14,25908.81,14000.81,,330.53,,18.15,2.24
254,4907,322004,深圳市场,2009-01-15,25989.6,14056.01,,416.67,,18.21,2.92
255,4913,322004,深圳市场,2009-01-16,26205.81,14208.94,,463.1,,18.36,3.17
256,4919,322004,深圳市场,2009-01-19,26230.17,14242.81,,366.55,,18.38,2.43
257,4925,322004,深圳市场,2009-01-20,26472.77,14383.96,,281.4,,18.56,1.94
258,4931,322004,深圳市场,2009-01-21,26375.05,14361.56,,364.61,,18.48,2.37
259,4937,322004,深圳市场,2009-01-22,26749.48,14580.65,,355.0,,18.75,2.37
260,4943,322004,深圳市场,2009-01-23,26616.8,14547.78,,323.45,,18.65,2.21
261,4949,322004,深圳市场,2009-02-02,27172.03,14845.11,,331.4,,19.02,2.31
262,4955,322004,深圳市场,2009-02-03,27871.49,15233.62,,511.41,,19.5,3.55
263,4961,322004,深圳市场,2009-02-04,28479.43,15582.02,,562.38,,19.92,3.86
264,4967,322004,深圳市场,2009-02-05,28116.11,15377.48,,649.95,,19.66,4.31
265,4973,322004,深圳市场,2009-02-06,29344.22,16067.79,,660.91,,20.58,4.41
266,4979,322004,深圳市场,2009-02-09,30369.18,16646.5,,814.12,,21.28,5.1
267,4985,322004,深圳市场,2009-02-10,31169.03,17081.1,,757.67,,21.83,4.71
268,4991,322004,深圳市场,2009-02-11,31244.59,17107.15,,925.33,,21.86,5.53
269,4997,322004,深圳市场,2009-02-12,31538.5,17363.84,,757.0,,22.08,4.6
270,5003,322004,深圳市场,2009-02-13,32685.61,18010.04,,867.34,,22.88,5.22
271,5009,322004,深圳市场,2009-02-16,33296.18,18324.89,,916.09,,23.31,5.33
272,5015,322004,深圳市场,2009-02-17,32147.75,17639.58,,849.2,,22.44,4.9
273,5021,322004,深圳市场,2009-02-18,30856.89,16951.31,,699.49,,21.49,4.08
274,5027,322004,深圳市场,2009-02-19,31514.41,17331.52,,586.16,,21.91,3.36
275,5033,322004,深圳市场,2009-02-20,32473.25,17852.7,,614.58,,22.64,3.45
276,5039,322004,深圳市场,2009-02-23,33493.71,18471.03,,733.67,,23.37,4.18
277,5045,322004,深圳市场,2009-02-24,32205.7,17780.04,,876.76,,22.47,5.02
278,5051,322004,深圳市场,2009-02-25,32073.08,17691.59,,734.21,,22.4,4.11
279,5057,322004,深圳市场,2009-02-26,30111.19,16635.31,,671.55,,20.99,3.9
280,5063,322004,深圳市场,2009-02-27,28764.67,15891.42,,506.78,,20.06,3.21
281,5069,322004,深圳市场,2009-03-02,29366.41,16224.95,,395.23,,20.4,2.38
282,5075,322004,深圳市场,2009-03-03,29401.17,16258.42,,446.87,,20.32,2.67
283,5081,322004,深圳市场,2009-03-04,31217.58,17290.01,,638.74,,21.6,3.64
284,5087,322004,深圳市场,2009-03-05,31373.14,17380.35,,719.35,,21.73,4.06
285,5093,322004,深圳市场,2009-03-06,31198.58,17301.54,,511.45,,21.63,2.96
286,5099,322004,深圳市场,2009-03-09,29955.62,16698.97,,510.39,,20.7,3.01
287,5105,322004,深圳市场,2009-03-10,30537.48,17016.24,,347.89,,21.56,2.06
288,5111,322004,深圳市场,2009-03-11,30358.3,16908.15,,436.56,,21.03,2.54
289,5117,322004,深圳市场,2009-03-12,30414.24,16930.84,,374.8,,21.04,2.23
290,5123,322004,深圳市场,2009-03-13,30226.33,16926.27,,359.33,,20.95,2.1
291,5129,322004,深圳市场,2009-03-16,30649.0,17163.44,,320.14,,21.25,1.88
292,5135,322004,深圳市场,2009-03-17,31841.49,17862.08,,584.77,,22.1,3.24
293,5141,322004,深圳市场,2009-03-18,32179.57,18089.53,,696.11,,22.3,3.86
294,5147,322004,深圳市场,2009-03-19,32838.38,18501.61,,640.28,,22.73,3.52
295,5153,322004,深圳市场,2009-03-20,32830.58,18476.1,,713.69,,23.02,3.82
296,5159,322004,深圳市场,2009-03-23,33572.15,18893.05,,768.9,,23.32,4.09
297,5165,322004,深圳市场,2009-03-24,33781.54,19008.21,,749.36,,23.84,3.96
298,5171,322004,深圳市场,2009-03-25,33029.98,18610.94,,662.55,,23.34,3.51
299,5177,322004,深圳市场,2009-03-26,33770.06,19106.32,,624.11,,24.19,3.23
300,5183,322004,深圳市场,2009-03-27,33966.36,19234.54,,753.92,,24.4,3.97
301,5189,322004,深圳市场,2009-03-30,33915.74,19358.0,,619.91,,24.58,3.25
302,5195,322004,深圳市场,2009-03-31,34207.17,19533.68,,614.15,,24.97,3.33
303,5201,322004,深圳市场,2009-04-01,34846.9,19880.43,,841.44,,25.45,4.31
304,5207,322004,深圳市场,2009-04-02,35124.62,20035.68,,857.77,,25.65,4.27
305,5213,322004,深圳市场,2009-04-03,34945.14,20191.48,,803.29,,25.5,3.98
306,5219,322004,深圳市场,2009-04-07,35204.86,20388.41,,621.96,,25.68,2.99
307,5225,322004,深圳市场,2009-04-08,34062.02,19705.15,,693.31,,24.8,3.43
