,lnR,lnR_2,szzsRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2009-11-23,0.009119953206697673,8.317354649235516e-05,7.25006413272586e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2009-11-24,-0.03509249650303836,0.0012314833108157596,0.0005305147347329507,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2009-11-25,0.020459163434129124,0.0004185773684244062,0.0003846436028709175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009-11-26,-0.03689550743592385,0.0013612784689543119,0.0006334183135406562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2009-11-27,-0.02384575684811452,0.0005686201196594005,0.00047447239533653053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2009-11-30,0.03148604860551352,0.0009913712567887597,0.0002371597185750429,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2009-12-01,0.012459224470189767,0.00015523227439857547,0.00019739201749310845,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-12-02,0.010573324781841364,0.00011179519694230073,0.00014837118326734155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009-12-03,-0.0015670962043241587,2.4557905136071855e-06,0.00016809913474432052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009-12-04,0.015926385798943343,0.0002536497646167842,0.0005725679422569651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009-12-07,0.00446989286768229,1.9979942248557007e-05,0.00017970442640083677,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2009-12-08,-0.010632877129651774,0.00011305807605427175,0.0002788609897352747,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-12-09,-0.017469229772473227,0.000305173988843465,0.0003135090216170555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009-12-10,0.004524302317074458,2.046931145628531e-05,0.0001694272404214625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009-12-11,-0.0021348664896372327,4.557654928576001e-06,9.049898743042642e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009-12-14,0.016970829668487397,0.0002880090596368121,0.0003955571513747266,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2009-12-15,-0.008647900447300572,7.478618214642143e-05,0.00019023186141135258,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-12-16,-0.005896180287436437,3.476494198195402e-05,0.00010249567246961618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009-12-17,-0.023664942950187395,0.0005600295248356242,0.00023016357418426608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009-12-18,-0.02071909831209595,0.0004292810348662973,0.0003371549264438847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009-12-21,0.002911723660663057,8.478134676065074e-06,0.0001922878900124408,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2009-12-22,-0.023472404216345666,0.0005509537596955218,0.00020108980217792833,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-12-23,0.007596006675180789,5.76993174093911e-05,0.0001548366769866076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009-12-24,0.02557633243082691,0.0006541487806121683,9.979412683658666e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009-12-25,-0.0038317631667670327,1.4682408966192518e-05,7.245824610204893e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009-12-28,0.014985754675130636,0.0002245728431831997,0.00012270869482342584,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2009-12-29,0.007180674987210978,5.1562093271957376e-05,0.000112080949938205,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-12-30,0.015705350027960918,0.000246658019500772,0.00013401190635508532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009-12-31,0.004446667285883166,1.977284995134356e-05,9.10186492242098e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-01-04,-0.010237940027002068,0.00010481541599649111,7.678296507657196e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2010-01-05,0.011774684991989304,0.00013864320666057814,0.00018167145488193575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-01-06,-0.008555220162985933,7.319179203716105e-05,0.00012291496652362078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-07,-0.0190606049693951,0.0003633066617993292,0.00017598301815404836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-08,0.0010080172654731712,1.0160988074920096e-06,0.0002031604552716046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-01-11,0.005227240301085345,2.732404116529081e-05,0.0006115700490403909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-01-12,0.018876047598610057,0.0003563051729449925,0.0001634139313255656,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-01-13,-0.03143296305690413,0.0009880311665366997,0.0004974034668611911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-14,0.013428063406298207,0.00018031288684356502,9.22344507638517e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-15,0.002670933463551961,7.1338855667216746e-06,9.857331908532229e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-01-18,0.00400851765224175,1.606821376833371e-05,5.645802809848892e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-01-19,0.0030135880931059233,9.081713194909795e-06,0.00010026542063658398,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-01-20,-0.02970187333125729,0.000882201279386053,0.00021261795205565695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-21,0.0022216209850292046,4.935599801122133e-06,0.0002187918879624265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-22,-0.009628779193207038,9.271338875153677e-05,0.0004858908399940297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-01-25,-0.010985165906705063,0.00012067386999783528,0.00019904650285479034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-01-26,-0.024542433686137954,0.0006023310512384791,0.00028904410538908555,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-01-27,-0.010915859305288933,0.00011915598437286299,0.0002499176045590635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-28,0.002518080166803216,6.340727726447712e-06,0.00016003276583207728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-29,-0.0016211440802997856,2.628108129091038e-06,0.0001610446291514958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-02-01,-0.016163841585822958,0.00026126977481157965,0.00023419887914313253,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-02-02,-0.0022634185225944847,5.1230634084238e-06,0.00013372285216223945,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-02-03,0.02328282926395353,0.0005420901385344109,0.0003877433780240277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-04,-0.0028437381123662675,8.086846451724462e-06,0.00018431790876054707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-02-05,-0.018842253163676936,0.00035503050428409354,0.0005140234570472316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-02-08,-0.0014401056523452027,2.073904289916602e-06,0.00011250909425596931,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-02-09,0.004646499443254015,2.1589957076159874e-05,7.793629446898567e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-02-10,0.01135000230857841,0.00012882255240473524,6.73474676051425e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-11,0.001005362014975475,1.010752781155547e-06,3.938139491536506e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-02-12,0.010870197297080608,0.00011816118927745856,3.2822528429594846e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-02-22,-0.004892454037946692,2.393610651342089e-05,7.209292755011907e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2010-02-23,-0.006959635306445833,4.843652359872738e-05,0.00016103934128889038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-02-24,0.013193080322309925,0.00017405736839092134,0.0001434332812943509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-25,0.012639084539946666,0.0001597464580079188,6.058331963321391e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-02-26,-0.002840055830731103,8.065917121669735e-06,6.413342451337773e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-01,0.011694363359540105,0.00013675813438495413,4.192442231448678e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-03-02,-0.00478173920152436,2.2865029791394824e-05,4.7729562887684465e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-03,0.0077470517699378405,6.001681112609703e-05,4.7022213091639005e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-04,-0.024065026637526188,0.000579125507064845,0.00013128702918866026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-03-05,0.002543589217658848,6.4698461081903514e-06,8.204272261900775e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-08,0.007284354153279438,5.306181543039939e-05,4.2717048306932684e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-03-09,0.005197345411637855,2.7012399327873064e-05,7.990724855758886e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-10,-0.0066066826665540646,4.3648255856545924e-05,8.558251967893318e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-11,0.0007704653171778375,5.936168049739458e-07,0.0001110844482297162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-03-12,-0.012488846822552802,0.0001559712949571872,9.215178639897366e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-15,-0.012176400577634361,0.0001482647310270144,9.549073292414196e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-03-16,0.005326842060237702,2.8375246334717447e-05,8.252701097735401e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-17,0.01907618591323157,0.00036390086899617456,4.3503418857350354e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-18,-0.0014401543027489083,2.074044415726194e-06,4.918991673949574e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-03-19,0.0070855928912365584,5.020562662034205e-05,4.5313937657925694e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-22,0.002223912689476748,4.945787650415703e-06,4.1148384396912683e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-03-23,-0.00700101265000086,4.901417812547206e-05,5.3707616510331954e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-24,0.0012045946261292073,1.4510482132993648e-06,4.10123637322902e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-25,-0.012386617201247674,0.00015342828569024476,9.049808221168596e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-03-26,0.013338137170759268,0.00017790590318599004,7.23927413399035e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-29,0.020726800931848643,0.0004296002768684818,0.00010713731992911461,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-03-30,0.0014938577087892924,2.231610854109194e-06,4.313324661038607e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-31,-0.006207555548060739,3.853374588225966e-05,3.538234487899921e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-01,0.012246558013517372,0.00014997818317844658,4.2092233168596806e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-04-02,0.0033431798930436685,1.1176851797251475e-05,3.827769705571859e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-04-06,0.00022796930112001235,5.197000225314686e-08,5.07105289181162e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2010-04-07,-0.0033170050549493624,1.1002522534559622e-05,5.482380220442787e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-08,-0.009417758970805323,8.869418403218415e-05,4.4157208043402016e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-04-09,0.008505716934587682,7.234722057133167e-05,3.9458328544938224e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-04-12,-0.005128616843927958,2.6302710731821568e-05,4.4088344943827505e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-04-13,0.01017096412723717,0.00010344851127754537,0.00027476744358725756,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-04-14,0.0015582949151937697,2.428283042718758e-06,5.688894685188104e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-15,-0.00038223703900008843,1.4610515398355512e-07,0.00010495757473173732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-04-16,-0.011014730273798179,0.00012132428300452611,0.000109698290557383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-04-19,-0.049104880013179475,0.0024112892411087532,0.0004103132132822696,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-04-20,-0.0002583966335558685,6.676882023300578e-08,0.0003295202205759251,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-04-21,0.01787897232484248,0.0003196576513924833,8.763824334674699e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-22,-0.0112056019717226,0.00012556551554867345,0.00018658910841851432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-04-23,-0.005328425348460897,2.839211669412063e-05,0.00015339916660297466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-04-26,-0.004716926488578466,2.2249395498653175e-05,0.00010840722960166257,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-04-27,-0.020952100619051173,0.00043899052035084455,0.0002722157924267124,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-04-28,-0.0026169642327937837,6.848501795721956e-06,0.00028542318115164727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-29,-0.011059681857984671,0.00012231656279983527,0.00015963876456544032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-04-30,0.0007597089774069588,5.77157730352727e-07,0.00031963209403612413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-04,-0.012383853006524781,0.00015335981528721284,0.00029564841550369707,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2010-05-05,0.007683926760722493,5.904273046414726e-05,0.0002951937893505055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-06,-0.041976199141032566,0.001762001294327623,0.00029528544648478914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-05-07,-0.018909643637660345,0.0003575746225033084,0.0008663636310257916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-10,0.003853626542330346,1.485043752775294e-05,0.0003099569662754798,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-05-11,-0.019150170077526063,0.0003667290139981746,0.000421321889655143,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-05-12,0.0030698007242282443,9.423676486472254e-06,0.0005814913679172224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-13,0.020424770161764805,0.0004171712361609179,0.000238271088177439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-05-14,-0.005133963791181806,2.635758420916586e-05,0.0002082548825937519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-17,-0.05202293090885135,0.002706385340347121,0.0004003450811836599,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-05-18,0.013521820236295667,0.00018283962250269502,0.0003569623201708617,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-05-19,-0.0026897764254041334,7.234897218659838e-06,0.0003219488799588946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-20,-0.012391896117153856,0.0001535590893783328,0.00021182122715687423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-05-21,0.010732748089812283,0.00011519188155936921,0.0009834881198195501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-24,0.03420574148627509,0.0011700327506258806,0.0002986804658148516,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-05-25,-0.019180920557717585,0.00036790771344147305,0.000189537084029017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-05-26,0.001204172067724052,1.4500303686868187e-06,0.00017749082537128614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-27,0.011409307531173418,0.00013017229834089047,0.00023834092750252305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-05-28,-5.647919966733639e-05,3.189899995062851e-09,0.0001700576302602015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-31,-0.024246984292988216,0.0005879162473044172,0.00021442554939644386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-06-01,-0.009251233034150097,8.558531265215001e-05,0.0003744818826423726,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-06-02,0.0012218613501389086,1.4929451589632766e-06,0.0003382958405248324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-06-03,-0.007322322766329492,5.3616410694307186e-05,0.000167976203178951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-06-04,0.0003642594899515572,1.326849760197686e-07,0.0001551403681055907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-07,-0.016528453472892224,0.000273189774205563,0.000471276044196448,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-06-08,0.0008834625938751728,7.805061547766485e-07,0.00011675685354653614,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-06-09,0.02743305371069482,0.0007525724358938669,0.0003765704790647844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-06-10,-0.00827371156785972,6.845430310813575e-05,0.00018897023812767475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-06-11,0.002867988841694924,8.225359996086592e-06,0.00011845027737246348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-17,-0.003781548233883214,1.4300107045185255e-05,0.00010860027320604551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2010-06-18,-0.018536204600367867,0.00034359088098669886,0.00013942251465159225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-21,0.02862868405227026,0.0008196015505647135,0.00020471678570752963,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-06-22,0.0009623356511179182,9.260899054125475e-07,5.308311570537881e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-06-23,-0.007300505230089627,5.329737661456599e-05,0.00013425028418575342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-06-24,-0.0012187027582006849,1.485236412845957e-06,0.00011481296566425496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-06-25,-0.005437980726108904,2.9571634377531925e-05,0.00012675559983957665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-28,-0.0068945458933287185,4.75347630752159e-05,0.00010557437143634082,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-06-29,-0.043627556494532094,0.0019033636856835895,0.0003157425201065061,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-06-30,-0.011887188148900663,0.00014130524208736436,0.00020208921392798285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-01,-0.01030150597249424,0.00010612102530133451,0.00010342381971601532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-07-02,0.0038303993484793963,1.4671959168831384e-05,0.0002909101786332151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-05,-0.007984284597100988,6.374880052750408e-05,0.0005540291394555123,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-07-06,0.01905210590998685,0.00036298273960535583,0.00011034610667010387,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-07-07,0.0048441883845278255,2.3466161104794305e-05,8.455622962153482e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-08,-0.0024688460455521977,6.095200796638724e-06,6.896531910463338e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-07-09,0.022829153948998204,0.0005211702700270603,0.00017663665718678427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-12,0.007981274379483594,6.370074072060123e-05,0.00012636452518808628,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-07-13,-0.016365440406689302,0.0002678276397048989,0.0002441838067777228,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-07-14,0.008189887528367024,6.707425772730171e-05,0.00012667772146787913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-15,-0.0188534495017052,0.00035545255811334804,0.00018921538682563528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-07-16,-1.2374782667912143e-05,1.5313524607805877e-10,0.00014519354090554716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-19,0.020879630450742148,0.00043595896775955876,0.00021911420600621148,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-07-20,0.0213071218291212,0.0004539934406410132,0.0001016351146802164,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-07-21,0.002630270941316404,6.918325224733481e-06,0.00011709509876336422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-22,0.010600750532629988,0.00011237591185505497,8.41100440961474e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-07-23,0.003747248485481691,1.4041871211944829e-05,0.00010924128706013724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-26,0.006452622902811456,4.1636342325886936e-05,8.497163036694507e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2010-07-27,-0.0051548801710437075,2.6572789577819602e-05,0.0001018770342679423,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-07-28,0.022381300630367917,0.0005009226179069074,8.013088106504759e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-29,0.0054754405243775395,2.9980448935995784e-05,0.00014195920354100557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-07-30,-0.004018455466326287,1.614798433484762e-05,9.845319048607798e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-08-02,0.013190348716435984,0.00017398529926118442,7.564356795700972e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2010-08-03,-0.017179336815217994,0.0002951296134107043,0.00014742321892071333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2010-08-04,0.004375643195884571,1.9146253377690942e-05,0.00017405358040707984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2010-08-05,-0.006753801854410213,4.561383948863483e-05,0.0001364831180728181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2010-08-06,0.01425632434514501,0.0002032427838339743,0.00010131049972978833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2010-08-09,0.0053049129083762026,2.814210096545646e-05,8.325761691565789e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2010-08-10,-0.02933503185020747,0.0008605440936526868,0.0001691668444024035,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2010-08-11,0.004701350444599406,2.210269600293503e-05,0.0001361301753885271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2010-08-12,-0.012359866160775113,0.00015276629151227372,0.00020165097346458655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
