,lnR,lnR_2,szzsRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2013-02-05,0.0020488438197636683,4.197760997783779e-06,0.00011329191507385864,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-06,0.00055468701667305,3.076776864656484e-07,5.596484477281185e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-07,-0.006573263780755845,4.3207796731396625e-05,8.772119953111087e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-08,0.005718506676968715,3.270131861453578e-05,5.3165680883192327e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-18,-0.004466463679494659,1.9949297800244966e-05,0.00010192603840712916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2013-02-19,-0.016089530700861943,0.000258872998173979,7.85798716707454e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-20,0.0059706166167172725,3.564826278382041e-05,4.970920319424145e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-21,-0.03016448876544775,0.0009098963824808235,0.00036796822862021535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-22,-0.005081787014797889,2.5824559263768443e-05,5.4324824095724214e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-25,0.005025894311576629,2.5259613631138313e-05,0.00010782923082281454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-26,-0.014063394781847371,0.00019777907279009188,0.00014023861103879264,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-27,0.00863122304635855,7.449801127599095e-05,0.0001627903202341804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-28,0.022386968993819423,0.0005011763807302323,0.00011314533591230599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-01,-0.0025734919284596813,6.622860705847129e-06,7.789663659912849e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-04,-0.037177462090907554,0.0013821636875208682,0.0004691823450931714,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-05,0.0230068129558596,0.0005293134423859092,0.0001435732493880058,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-06,0.008931286353216272,7.976787592314722e-05,0.00010812665470140061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-07,-0.00979999152116573,9.603983381492019e-05,0.00014675609001977836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-08,-0.0024467478660508135,5.98657512002421e-06,7.946598568809791e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-11,-0.0034649650151203915,1.2005982556008255e-05,0.00010004920255695358,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-12,-0.010432531755697916,0.00010883771883364544,0.00018213963699031734,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-13,-0.009950462051762976,9.901169504357505e-05,9.5357957104571e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-14,0.0027832625344403894,7.746550335619539e-06,9.234673605806289e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-15,0.0035702703313287287,1.274683023876615e-05,0.0002084037482717127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-18,-0.01698864783700227,0.00028861415532968187,0.00010635201611769175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-19,0.007742203677797654,5.994171778850353e-05,0.00014321894422042437,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-20,0.026205923878297455,0.0006867504463151207,0.00011467320644588134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-21,0.002960181926801475,8.762677039762094e-06,5.6862653800470474e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-22,0.001736693669418976,3.016104901399948e-06,5.295802953610872e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-25,-0.0006702470712784958,4.4923113655740104e-07,8.265720419925244e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-26,-0.012563984498067171,0.00015785370646767219,0.00011316499677420551,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-27,0.001561233038643195,2.4374486009510637e-06,7.636940638667235e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-28,-0.02863408456959604,0.0008199107991387781,0.0005965134459801629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-29,0.00014308326576184527,2.0472820941074843e-08,5.4153054078508335e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-01,-0.0009975375518820329,9.950811674147994e-07,6.281519360000399e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-02,-0.0029806414978228446,8.88422373854361e-06,7.26406804714539e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-03,-0.001095880676658112,1.2009544574726413e-06,0.0001132242566273061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-08,-0.006180024131826833,3.8192698269962e-05,0.00038765396881340917,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2013-04-09,0.006395702125419511,4.090500567709565e-05,5.903063419089735e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-10,0.00015723588334903837,2.47231230125524e-08,5.573988227479062e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-11,-0.0029601792323594722,8.762661087692315e-06,5.828254275677641e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-12,-0.005770033155947374,3.3293282620732015e-05,4.084561296591271e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-15,-0.011320050154282058,0.00012814353549546123,6.912561082517069e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-16,0.005899317737919851,3.480194977293579e-05,0.00010826908556814774,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-17,-0.0004785070671093905,2.2896901327363075e-07,4.3961187521543955e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,0.001730655803830139,2.9951695113309444e-06,0.00019510095467829936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-19,0.0211792961893984,0.00044856258707826556,7.26572990404019e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-22,-0.001101005056828086,1.212212135161017e-06,3.8284747919700444e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-23,-0.02603886686350876,0.0006780225875355345,0.00011274940799325402,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-24,0.015344872574506674,0.00023546511432784707,0.00011837454095130751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-25,-0.008606477836032411,7.407146074211714e-05,0.0001462756446297904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-26,-0.009777973463534373,9.560876505358239e-05,8.669520147163391e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-02,-0.0017417163751645148,3.033575931516217e-06,8.105727957927184e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-05-03,0.01433025559509371,0.00020535622542071458,9.650208536841818e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-06,0.01157187099843604,0.00013390819840444513,7.197634172897066e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-07,0.001970117545756267,3.881363144096696e-06,4.522358056968867e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-08,0.004788189081937233,2.2926754684382922e-05,0.00010944806192038507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-09,-0.005951880262236031,3.5424878655994844e-05,3.8136165197275884e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-10,0.006187795983552569,3.82888191340693e-05,5.5159389642401716e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-13,-0.002187692323373014,4.785997701745216e-06,5.720101103078867e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-14,-0.011173200363018942,0.00012484040635216663,5.0225152304038604e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-15,0.0035075827137065474,1.2303136493492987e-05,2.7669470891855452e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-16,0.01206731333114508,0.00014562005103203177,0.00010292308257348416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-17,0.013699086038242214,0.00018766495828316277,4.520375587358389e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-20,0.007471351792559311,5.582109760817923e-05,4.197850224509431e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-21,0.0022236225531058196,4.944497258680843e-06,3.963593481868512e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-22,-0.0011763405017042317,1.3837769759497634e-06,4.6269469481813e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-23,-0.011677542611777447,0.00013636500144987803,7.574689016151209e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-24,0.0056351755098260625,3.175520302654342e-05,8.370596906001367e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-27,0.001986202010128224,3.944998425037398e-06,3.4482979112008206e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-28,0.012240097336806421,0.00014981998281449565,8.137638969750704e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-29,0.0011624554086644423,1.3513025771332156e-06,3.0137048981619643e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-30,-0.002701557299659818,7.298411843345248e-06,3.7862155425597215e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-31,-0.007431275726795583,5.5223858927661224e-05,3.5716424811373505e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-03,-0.0005826289774883975,3.3945652540917556e-07,3.147509304908235e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-04,-0.011737639871183703,0.00013777218974560137,6.441798216913526e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-05,-0.0006559037069200357,4.3020967275144413e-07,1.784572381951363e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-06,-0.012772052439857795,0.00016312532352647747,4.581771542494196e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-07,-0.01401771433367216,0.00019649631514043794,6.978023086711065e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-13,-0.028694912079991752,0.0008233979792784566,0.0005339195313753586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-06-14,0.006347460064427324,4.0290249269499724e-05,3.461004050027036e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-17,-0.0026955317762054065,7.265891556533074e-06,6.695088574213307e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-18,0.001422775300198964,2.0242895548562523e-06,5.312411395730522e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-19,-0.00736278350906705,5.4210581001389704e-05,0.00019174074538719015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-20,-0.02811795967434616,0.0007906196562481568,0.0001306935739612416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-21,-0.005258472922741397,2.7651537479204454e-05,0.0004341228317061021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-24,-0.05444917181996267,0.002964712311879817,0.000385210502955486,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-25,-0.001896634044132206,3.5972206973612867e-06,0.0011231169106223453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-26,-0.004101258625199833,1.682032231077602e-05,0.0003905349495737432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-27,-0.0007586825943821651,5.755992790184529e-07,0.00024141821683410736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-28,0.01486327442217128,0.00022091692654877099,0.00038242360604725584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-01,0.008066568668345653,6.506953008113576e-05,0.0001538543556150523,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-02,0.005657469235451629,3.200695815008163e-05,0.00012160275212641777,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-03,-0.006143744501894588,3.774559650455998e-05,0.00020988198389675078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,0.0059144701541971045,3.4980957204888324e-05,0.00018883970242847652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-05,0.0005481773241697852,3.004983787339457e-07,8.060225416713784e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-08,-0.024679285656456607,0.0006090671405129848,0.00046217319057206526,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-09,0.0036597963229487718,1.3394109125469351e-05,8.372232654495661e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-10,0.021482714033161265,0.000461507002230584,0.00011281083076555174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,0.03178806874560269,0.0010104813145751627,0.00021424313025535858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-12,-0.016292232914415727,0.0002654368533375712,0.0001250126537460768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-15,0.009710045844570914,9.428499030366887e-05,0.00021640337170371625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-16,0.0030690114777218724,9.41883145038859e-06,0.00010763415474376733,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-17,-0.010120164998043357,0.0001024177395876219,0.0001626225896365474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-18,-0.010579404135511616,0.0001119237918624803,0.00010826404955971728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-19,-0.015313853632333618,0.00023451411307253756,0.0001455375589454937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-22,0.006058941688376507,3.671077438314676e-05,0.00017265970408469945,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-23,0.019325609357482953,0.0003734791770380327,0.00013876888304246472,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-24,-0.005175119037629017,2.678185705363028e-05,0.00012560827272228828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-25,-0.0059982915078089505,3.597950101265297e-05,0.00014900018662928775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-26,-0.005119033405520668,2.6204503006836523e-05,8.751452264181233e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-29,-0.017326048640238234,0.0003001919614839012,0.00019134008855943598,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-30,0.006933319423662709,4.807091823053861e-05,0.00018426772735239354,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-31,0.0018775765708216596,3.5252937792984228e-06,0.00013482651350339549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-01,0.017535194395681408,0.00030748304249433666,9.296909267090561e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-02,0.00017247794173069764,2.974864038365793e-08,0.0001210767787751344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-05,0.010323874139925415,0.00010658237725702074,4.5691742204376334e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-06,0.004874759712930832,2.3763282258813486e-05,7.665761862444921e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-07,-0.006680845246076039,4.4633693202016816e-05,7.990442232544794e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-08,-0.0009238282336649917,8.534586053165785e-07,7.88662399865764e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-09,0.0035878812166787455,1.2872891624996156e-05,0.00012633108792794296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-12,0.023614803321040156,0.0005576589358914092,9.551540685018514e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-13,0.002319701380543826,5.381014494896933e-06,3.657777065290661e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-14,-0.002862375061336131,8.19319099175902e-06,5.787450786290525e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-15,-0.008732677529820876,7.625965683983844e-05,4.6245996709818875e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-16,-0.0064717971223107185,4.18841579923493e-05,0.0009533090166685536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-19,0.008257049115365511,6.817886009355837e-05,0.00012203417939127633,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-20,-0.006257550738481221,3.915694124466688e-05,0.00010391245843046879,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-21,0.00017850466209967664,3.186391439131973e-08,0.0001018326442421812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-22,-0.0028212033938821435,7.959188589652126e-06,6.235453765917652e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-23,-0.004684121856041834,2.1940997562248796e-05,0.00017474765009349957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-26,0.018782765651890188,0.0003527922855338258,5.618857821314392e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-27,0.0033809234022195156,1.1430643051675584e-05,3.8732595817437584e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-28,-0.0010797005474705301,1.1657532722081624e-06,0.00012159530365618547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-29,-0.0019387744162244758,3.7588462370065567e-06,6.186352716950874e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-30,0.0005481920525500783,3.005145264790678e-07,7.509520237330584e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-09-02,3.335851106900378e-05,1.112790260740848e-09,9.63686080602492e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-03,0.011683017885466995,0.0001364929069121417,5.138714105382105e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-04,0.0021219892547010843,4.502838397066864e-06,2.7873404843135516e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-05,-0.002442325421979419,5.964953466846947e-06,4.50866926893816e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-06,0.008239497442573906,6.788931810618194e-05,4.252224674577043e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-09,0.03333098128146794,0.0011109543131855664,0.00016694013688606737,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-10,0.011441535892197763,0.00013090874357244965,7.321146747512754e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-11,0.0014689961898248782,2.1579498057200096e-06,0.00012578920952405483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-12,0.006377776862105833,4.0676037702812526e-05,0.0001319340236259075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-13,-0.008633505916255224,7.453742440601396e-05,9.671020034662742e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-16,-0.0021577492580444613,4.655881860591423e-06,5.799217329821113e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-17,-0.02075710256062635,0.000430857306712361,6.952359243145165e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-18,0.002873847471034807,8.258999286773157e-06,7.459303479154724e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-23,0.013229618568211698,0.00017502280746037175,7.323117819473734e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2013-09-24,-0.006101311217952876,3.7225998578317606e-05,9.39965242335056e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-25,-0.004094385253393007,1.6763990603202116e-05,7.284472366313465e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-26,-0.019613335180358682,0.00038468291689709554,0.00010282254103144225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-27,0.0019555874846552967,3.82432241014043e-06,5.405976262142321e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-30,0.0067502199935214335,4.55654699609365e-05,4.776890555334385e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-10-08,0.010766513170628045,0.00011591780585330715,7.69107928874742e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
2013-10-09,0.006154256301126537,3.787487061995569e-05,5.365109686770689e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-10,-0.009466988732625303,8.962387566365444e-05,6.624374297045906e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-11,0.0168455335327673,0.00028377200000358747,9.824877586774234e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-14,0.004308189523917427,1.856049697399187e-05,3.409550200616885e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-15,-0.0019502687800336815,3.8035483143740644e-06,5.5250528226305844e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-16,-0.018227176826846048,0.0003322299750771136,0.00010054162369815203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-17,-0.002067733830262597,4.27552319281243e-06,9.835643885742945e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-18,0.00239142851150298,5.7189303256293575e-06,4.8037158465395565e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-21,0.0160346368569666,0.0002571095791347917,7.916159404533489e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-22,-0.008374130276571634,7.012605788899371e-05,4.38258328472154e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-23,-0.012536124261875337,0.00015715441150917944,0.00011464175283273498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-24,-0.00864424131198227,7.472290785978096e-05,9.692070887326955e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-25,-0.014600226306963116,0.00021316660821453783,9.206437878921253e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-28,0.0004312345091932457,1.859632019191395e-07,6.279072002657288e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-29,-0.002350607383923453,5.52535507335546e-06,0.0002453484438871214,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-30,0.014734536808591159,0.00021710657496372773,0.000116982811318931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-31,-0.008763279366488241,7.679506525511855e-05,9.458664558162098e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-11-01,0.003705287413717784,1.3729154818255423e-05,6.643381976648133e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-11-04,3.2564273737989424e-05,1.0604319240827078e-09,4.652533807895128e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2013-11-05,0.0035338925575763014,1.2488396608493173e-05,0.00012330497537751232,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-11-06,-0.008206057429354097,6.733937853385757e-05,7.986512077778241e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
