,equity_series,return,drawdown
2015-04-01,1.0275307786841277,,0.0
2015-04-02,1.0169682790948449,-0.010279497031523754,0.010279497031523754
2015-04-03,1.045797070229249,0.02834777812348599,0.0
2015-04-07,1.066500093133063,0.019796405529493244,0.0
2015-04-08,1.1058070411855405,0.036856019334236656,0.0
2015-04-09,1.099304416898313,-0.005880433063851664,0.005880433063851664
2015-04-10,1.119165172931786,0.01806665717719036,0.0
2015-04-13,1.1120909289665764,-0.006321000810521782,0.006321000810521782
2015-04-14,1.109043534127717,-0.002740238913459425,0.009043918671588158
2015-04-15,1.0785648771565903,-0.027481930179682812,0.03627730450978772
2015-04-16,1.108824307031141,0.02805527095813032,0.009239803159310167
2015-04-17,1.1126722616297244,0.0034703014482846406,0.005801566613310993
2015-04-20,1.0607358182080275,-0.04667721593564833,0.05220798157138484
2015-04-21,1.106161875271425,0.042825043034879995,0.011618747594063561
2015-04-22,1.1632869238749286,0.051642575901909904,0.0
2015-04-23,1.147675659567105,-0.013419960275855458,0.013419960275855458
2015-04-24,1.1153189822845293,-0.02819322429019744,0.041234832616030115
2015-04-27,1.1273327462942844,0.010771594674329865,0.03090740284510396
2015-04-28,1.121760601965371,-0.004942768093297967,0.03569740281377254
2015-04-29,1.1237966218854816,0.0018150217760755094,0.03394717260115343
2015-04-30,1.1071361937843838,-0.014825127408859218,0.048269028851030016
2015-05-04,1.129883344587573,0.020545937284766502,0.02871482400583325
2015-05-05,1.0671154589644616,-0.055552536395713226,0.08267217909586588
2015-05-06,1.0303840441528194,-0.034421218906608986,0.11424772082832968
2015-05-07,0.9569773741476784,-0.07124204845921878,0.17735052762394132
2015-05-08,1.0033297207628016,0.04843619908611374,0.13750451400184815
2015-05-11,1.042356897703683,0.038897658599418516,0.10395545904395243
2015-05-12,1.0621508580846597,0.01898961903027918,0.08693991457703565
2015-05-13,1.0584877443922043,-0.0034487696964826675,0.09008884853071031
2015-05-14,1.04535290431677,-0.012409062027427087,0.1013799924487403
2015-05-15,1.041637622918219,-0.003554092960577071,0.10457377149181202
2015-05-18,1.030132038678335,-0.011045668845610868,0.11446435308758773
2015-05-19,1.0672819760876486,0.036063277341589206,0.08252903545712165
2015-05-20,1.073525681385072,0.0058500990715790735,0.07716173941924864
2015-05-21,1.0896875196215787,0.015054915328764684,0.06326848754406089
2015-05-22,1.1315212189098096,0.038390546404311054,0.027306852946740623
2015-05-25,1.191097710963108,0.05265167904734369,0.0
2015-05-26,1.1990160002354613,0.006647892275731593,0.0
2015-05-27,1.1853703315874389,-0.011380722730424564,0.011380722730424564
2015-05-28,1.104469827072648,-0.06824913898971086,0.07885313719270326
2015-05-29,1.094716187043427,-0.008831060650224098,0.08698784100591817
2015-06-02,1.1434146845282518,0.044485043759467935,0.0463724551601401
2015-06-03,1.156223485161786,0.011202235555352269,0.035689694770771774
2015-06-04,1.1381967508951312,-0.015591046625499483,0.050724301701050245
2015-06-05,1.1266595307306486,-0.010136402300752634,0.06034654207333634
2015-06-08,1.0764768440555794,-0.04454112827015744,0.10219976727234481
2015-06-09,1.077122847044049,0.0006001085783098326,0.1016609896510764
2015-06-10,1.115184284631391,0.03533620857805975,0.06991709500757903
2015-06-11,1.1310483193304617,0.01422548265582324,0.05668621677413166
