,lnR,lnR_2,szzsRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2012-09-03,0.005661537879647405,3.205301116268243e-05,5.9101281308821095e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2012-09-04,-0.0075548838957306685,5.7076270677970604e-05,3.325499373252844e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2012-09-05,-0.0029245389388528054,8.552928004866293e-06,5.582140834416454e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-09-06,0.00696256895324332,4.847736642866778e-05,5.795884400623036e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-09-07,0.03629575762292525,0.0013173820214221364,0.00023688153795481596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-09-10,0.00334580520932537,1.1194412498748782e-05,5.49385624844453e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2012-09-11,-0.00673915302834871,4.541618353950159e-05,0.00011019832339436741,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2012-09-12,0.0028254539284588986,7.983189901843822e-06,0.00012068408997177054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-09-13,-0.007635277017613795,5.829745513570141e-05,7.297313007109664e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-09-14,0.006361514675659485,4.0468868968631005e-05,0.00016106704890335235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-09-17,-0.021582587176266266,0.00046580806922113307,7.966578239433593e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2012-09-18,-0.009162366180426318,8.394895402421995e-05,0.0001020215554671366,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2012-09-19,0.004016118306653382,1.612920625303643e-05,3.2712810416421445e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-09-20,-0.021011028345242266,0.000441463312124574,9.657707821031045e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-09-21,0.0009147169100449659,8.367070255222103e-07,7.053580625078243e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-09-24,0.003203051497043141,1.0259538892710308e-05,0.00018321980958815496,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2012-09-25,-0.0019195153691242695,3.6845392523042806e-06,5.813615758068699e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2012-09-26,-0.012456448646613438,0.00015516311288571775,5.372244165729711e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-09-27,0.025688428538247265,0.0006598953607646366,0.0003114305280153783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-09-28,0.014409933174936995,0.0002076461741061498,0.00010391842178372679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-10-08,-0.005648255120731527,3.190278590886991e-05,6.340897905648866e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
2012-10-09,0.01948243915528458,0.0003795654354393658,0.00017722663965567795,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-10,0.0022251761884772847,4.951409069766297e-06,5.088148548045025e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-11,-0.008086602543538213,6.539314069715869e-05,7.557707055556856e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-12,0.0009810352989871873,9.6243025785888e-07,0.0001237403817648226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-15,-0.002963627698006732,8.783089132392683e-06,6.112403568278521e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-16,5.002964853328962e-05,2.502965732364488e-09,5.8756918060299946e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-17,0.0032394462194602625,1.0494011808775386e-05,7.467186803043657e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-18,0.01230514338668609,0.00015141655376690443,5.010983910181862e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-19,-0.0015896754279021152,2.5270679660757734e-06,2.1286811931108846e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-22,0.0020914991219784795,4.374368577236751e-06,4.882001129103421e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-23,-0.008622665236223348,7.435035577597464e-05,3.649955969800405e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-24,0.000729475497885268,5.321345020149596e-07,3.9569152146827716e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-25,-0.006833345301867411,4.6694608014553416e-05,3.75886023051648e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-26,-0.016973915539093554,0.0002881138087282816,5.2665170339693425e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-29,-0.0035227829249704357,1.2409999536463257e-05,3.650048007681176e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-30,0.0016519103358767495,2.7288077577764354e-06,6.349075382892326e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-31,0.0031627433911376457,1.0002945758184855e-05,3.9509360341291925e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-11-01,0.01703629819318664,0.00029023545612717435,6.392798861275457e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-02,0.005978024537022009,3.57367773652372e-05,3.55811824089832e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-05,-0.0014270614155567074,2.0365042837707135e-06,4.334628945038553e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-06,-0.003804720484836821,1.4475897967736934e-05,6.288302511946589e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-07,-0.00012773851326475238,1.631712777108932e-08,5.687853189049614e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-08,-0.0163848731609475,0.0002684640685003377,0.00011245890362701624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-09,-0.0011795461709365185,1.3913291693710025e-06,3.2037855258854655e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-12,0.004921013290871912,2.4216371808938e-05,3.9050357871527965e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-13,-0.015209287833905627,0.00023132243641458972,6.510274821624744e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-14,0.003670213619215268,1.3470468010673235e-05,4.049512873107615e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-15,-0.012301080115452834,0.0001513165720067891,8.958941150051594e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-16,-0.007695930335350987,5.922734372657555e-05,7.536818092876246e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-19,0.0011196251293927872,1.2535604303678156e-06,6.746474905065516e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-20,-0.004003577215338616,1.6028630519178508e-05,3.2350611821107225e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-21,0.010594165993047078,0.00011223635308823518,0.00014080980542468196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-22,-0.007270548323749182,5.286087292797204e-05,8.002520380379404e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-23,0.00582391681234995,3.3918007037172395e-05,4.014333341954405e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-26,-0.004905014917201633,2.4059171337970546e-05,3.592623489986793e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-27,-0.013121382560127515,0.00017217068028921849,5.968076139715377e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-28,-0.008899624102533643,7.920330916639776e-05,4.1616929813910134e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-29,-0.0050977869922030905,2.5987432217875033e-05,2.1877333778167846e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-30,0.008433450388007913,7.112308544699081e-05,5.030467826804527e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-12-03,-0.010330345244827122,0.00010671603287732232,6.397209794411316e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-04,0.007815212170346975,6.107754126753947e-05,4.202047381978556e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-05,0.028333960157070237,0.0008028132981824437,0.0003011797484242638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-06,-0.0013149006214474568,1.728963644282908e-06,5.861714052245584e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-07,0.015912737142880218,0.0002532152033783997,7.169653394242615e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-10,0.010606155643430704,0.00011249053753267697,6.564948066178336e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-11,-0.004360260212502354,1.901186912073107e-05,6.209931447674352e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-12,0.0038591196752983947,1.4892804668275187e-05,6.33556577735488e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-13,-0.010255381491183435,0.00010517284952970777,8.51257234356256e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-14,0.04233626648080513,0.0017923594595337438,0.0002026255997781326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-17,0.00450804492639989,2.032246905843979e-05,7.610995068594178e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-18,0.0009817697904761502,9.63871921491584e-07,0.00017545700015479776,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-19,-0.00010405338826835475,1.0827107610124986e-08,5.949491491212105e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-20,0.002823634303207534,7.972910678250296e-06,0.00010468729162209535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-21,-0.006961700047043884,4.8465267545010815e-05,0.00014973841311747847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-24,0.0026635064790223595,7.094266763794086e-06,6.541641331668117e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-25,0.024955419125640255,0.0006227729437363714,0.00015219485221168824,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-26,0.002491009677248357,6.2051292121449635e-06,2.7762883426147963e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-27,-0.005981899538185509,3.578312208494401e-05,0.00010737342514752118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-28,0.012324590257110302,0.00015189552500565818,6.644050756779233e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-31,0.015936797567890792,0.0002539815167199299,9.206310231331811e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-01-04,0.0034596569575073843,1.1969226263629252e-05,0.00025483654456793023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2013-01-07,0.0036700377598739564,1.3469177158900649e-05,7.416568504332754e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-08,-0.0040750399375744095,1.660595049282645e-05,7.835913813173511e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-09,-0.0003207797171684845,1.0289962694669292e-07,9.696937439818301e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-10,0.0036490514932934204,1.3315576800706941e-05,6.963908005567067e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-11,-0.017965625236286975,0.0003227636901307114,7.2604121053469e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-14,0.030187569696241923,0.0009112893641654636,0.00011754005049372367,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-15,0.006012841619850384,3.6154264345404995e-05,5.51789022432154e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-16,-0.00698271146456797,4.8758259397408965e-05,0.00014370305762932646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-17,-0.010704419286436284,0.00011458459225982908,0.0001368112412862511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-18,0.013977257866406134,0.00019536373746401216,0.00014149999063654709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-21,0.0048010001607368125,2.3049602543394898e-05,8.077179378271941e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-22,-0.005634727702759967,3.175015628425062e-05,0.00012668575283734005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-23,0.002490052084154648,6.200359381802907e-06,8.704616300499509e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-24,-0.007921730342666855,6.275381162192872e-05,0.00025919255737065716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-25,-0.00491696285820975,2.4176523749014197e-05,6.052233877249213e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-28,0.02380589926772192,0.000566720839944923,9.177575129733722e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-29,0.005301063400763084,2.8101273178909873e-05,6.39762391865654e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-30,0.00991181282774889,9.824403353232743e-05,9.816867221632091e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-31,0.0012361845800308302,1.528152315906e-06,6.809118748157708e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-01,0.013986451581236459,0.00019562082783427184,0.00017731864704769156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-04,0.003768798401496909,1.4203841391125656e-05,0.0001327159774030929,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-05,0.0020471964764343653,4.191013413125281e-06,0.00011329191507385864,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-06,0.0005534547198999817,3.063121269795672e-07,5.596484477281185e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-07,-0.0065720314839827765,4.3191597826460855e-05,8.772119953111087e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-08,0.005719328909815857,3.2710723178655445e-05,5.3165680883192327e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-18,-0.004468111826556154,1.9964023294610968e-05,0.00010192603840712916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2013-02-19,-0.016087026168217555,0.0002587924109369164,7.85798716707454e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-20,0.005968103684287129,3.5618261586401605e-05,4.970920319424145e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-21,-0.030163224519683673,0.0009098201134248463,0.00036796822862021535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-22,-0.00508048845910114,2.5811362983059877e-05,5.4324824095724214e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-25,0.005023735868136647,2.5237922072802673e-05,0.00010782923082281454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-26,-0.014062528780719674,0.00019775471570856917,0.00014023861103879264,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-27,0.008630787001210116,7.44904842602575e-05,0.0001627903202341804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-28,0.02238823717558258,0.000501233163830138,0.00011314533591230599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-01,-0.002576455378897613,6.638122319450442e-06,7.789663659912849e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-04,-0.037174007344586535,0.0013819068220553737,0.0004691823450931714,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-05,0.02300333401544208,0.0005291533758259945,0.0001435732493880058,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-06,0.008932579772729987,7.97909813961849e-05,0.00010812665470140061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-07,-0.00979827476200601,9.600618831176392e-05,0.00014675609001977836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-08,-0.0024476072891594924,5.990781441946679e-06,7.946598568809791e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-11,-0.003464097939076538,1.1999974531514319e-05,0.00010004920255695358,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-12,-0.010436016770035472,0.00010891044602446161,0.00018213963699031734,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-13,-0.00994915881058489,9.898576103823895e-05,9.5357957104571e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-14,0.0027828245149814634,7.744112281181817e-06,9.234673605806289e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-15,0.003572030659507064,1.275940303245847e-05,0.0002084037482717127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-18,-0.016990872441335902,0.00028868974631774785,0.00010635201611769175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-19,0.007745761302646592,5.999681815757743e-05,0.00014321894422042437,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-20,0.026205878046562603,0.0006867480441913118,0.00011467320644588134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-21,0.002959316329588013,8.75755313856627e-06,5.6862653800470474e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-22,0.0017349741698726717,3.0101353701253663e-06,5.295802953610872e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-25,-0.0006715370178804747,4.50961966383801e-07,8.265720419925244e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-26,-0.012562270771486972,0.00015781064693615589,0.00011316499677420551,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-27,0.0015612337175987534,2.437450720967224e-06,7.636940638667235e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-28,-0.028632755690956024,0.0008198346984579746,0.0005965134459801629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-29,0.00014263603488817722,2.034503844862131e-08,5.4153054078508335e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-01,-0.0009957469102888084,9.915119093497082e-07,6.281519360000399e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-02,-0.0029828792425341533,8.897568575541124e-06,7.26406804714539e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-03,-0.0010981275672428126,1.205884153938618e-06,0.0001132242566273061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-08,-0.006176872914899434,3.815375900681823e-05,0.00038765396881340917,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2013-04-09,0.006392551393045842,4.086471331273234e-05,5.903063419089735e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-10,0.00015768544751004754,2.4864700356443956e-08,5.573988227479062e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-11,-0.002957030766073565,8.744030951505615e-06,5.828254275677641e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-12,-0.00577138478036332,3.330888228300937e-05,4.084561296591271e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-15,-0.011319133539213766,0.00012812278407855395,6.912561082517069e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-16,0.005896578673187491,3.476964004908955e-05,0.00010826908556814774,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-17,-0.0004785079393734293,2.2896984804340548e-07,4.3961187521543955e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,0.001733389209071845,3.0046381501267162e-06,0.00019510095467829936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-19,0.021179722622405528,0.0004485806503620365,7.26572990404019e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-22,-0.001102787569760899,1.21614042401915e-06,3.8284747919700444e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-23,-0.026039336391865398,0.0006780470397287256,0.00011274940799325402,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-24,0.015344886515888057,0.0002354655421854831,0.00011837454095130751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-25,-0.008606940317558376,7.407942163001188e-05,0.0001462756446297904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-26,-0.00977569108724996,9.556413623333831e-05,8.669520147163391e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-02,-0.0017412548186506172,3.0319683434739937e-06,8.105727957927184e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-05-03,0.01432751549070943,0.0002052777001365187,9.650208536841818e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-06,0.011571438452161686,0.00013389818785216606,7.197634172897066e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-07,0.0019741468922944705,3.897255952355916e-06,4.522358056968867e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-08,0.00478595251837266,2.290534150811761e-05,0.00010944806192038507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-09,-0.0059514324282856634,3.541954794845019e-05,3.8136165197275884e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-10,0.006187793221003268,3.8288784945894e-05,5.5159389642401716e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-13,-0.002188137394774081,4.7879452584087036e-06,5.720101103078867e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-14,-0.011173200363018942,0.00012484040635216663,5.0225152304038604e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-15,0.0035062342769824895,1.229367880508692e-05,2.7669470891855452e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-16,0.012066885417487683,0.0001456097236787769,0.00010292308257348416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-17,0.013700862388623669,0.00018771363019200266,4.520375587358389e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-20,0.00746961265305135,5.5795113186624824e-05,4.197850224509431e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-21,0.002227096966214148,4.959960896920263e-06,3.963593481868512e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-22,-0.0011767727879670176,1.3847941944996672e-06,4.6269469481813e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-23,-0.01168016389305837,0.00013642622856870448,7.574689016151209e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-24,0.005637804688063852,3.178484170075475e-05,8.370596906001367e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-27,0.001983582840923148,3.934600886804747e-06,3.4482979112008206e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-28,0.012240544042589008,0.00014983091845856126,8.137638969750704e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-29,0.0011620261202711646,1.3503047041924551e-06,3.0137048981619643e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-30,-0.0027006978851487062,7.293769066846695e-06,3.7862155425597215e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-31,-0.007428670920616831,5.518515164681812e-05,3.5716424811373505e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
