,lnR,lnR_2,szzsRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2010-09-30,0.017082500547884294,0.0002918118249684672,4.6992547686342215e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2010-10-08,0.03080696288165896,0.0009490689619919131,0.0001618478172971772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
2010-10-11,0.024596213392455546,0.0006049737132472095,0.00023672430384173409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-12,0.012203717489970067,0.00014893072057500133,0.00014084102189296008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-13,0.006998033738352838,4.897247620312459e-05,0.00019988052583170602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-14,0.006366511505764727,4.053246875303465e-05,0.0003704171623026853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-15,0.031288551680422216,0.000978973466258452,0.00020225729538000657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-10-18,-0.005376982093071803,2.8911936429214822e-05,0.0007824807768523607,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-19,0.015654297798667116,0.0002450570395693541,0.0002239147373173876,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-20,0.0006986575270637729,4.881223401228667e-07,0.00046522207961262004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-21,-0.0068202534308792195,4.651585686141977e-05,0.00025889870523992297,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-22,-0.002849676078768404,8.120653753904866e-06,0.00014245173656240995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-10-25,0.025348235652990603,0.0006425330507195439,0.00012983744009008926,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-26,-0.0032417758879823566,1.0509110907903797e-05,0.000183272168654112,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-27,-0.014737148217371043,0.0002171835375807625,0.000234531731091292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-28,-0.0014922467890894353,2.2268004795477298e-06,0.00017756867719904474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-29,-0.004603272950006954,2.119012185226572e-05,0.00012547851134393683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-11-01,0.024926798517505233,0.0006213452843323011,0.00011272195613081486,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-02,-0.0028156632594598108,7.927959590671847e-06,0.0002048854788107895,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-03,-0.0047547807628181005,2.2607940102465078e-05,0.0002664942437099398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-04,0.018291346061300118,0.00033457334073423934,0.0001812774576344731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-05,0.013692303722853794,0.00018747918123887585,0.00024065814210740474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-08,0.009545296530902192,9.111268586285343e-05,9.079486889546717e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-09,-0.007788411208590418,6.065934915409685e-05,0.00014656121535561558,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-10,-0.006285742661296112,3.951056080403793e-05,0.0001513900702837121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-11,0.010342574350845624,0.00010696884420276978,0.00018798367698014167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-12,-0.052940540904039324,0.0028027008712122607,0.0008241901938497414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-15,0.009659653152908731,9.330889903449959e-05,0.000427736573557487,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-16,-0.04057960522569193,0.0016467043602730036,0.0005548533229937492,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-17,-0.01942400642391906,0.00037729202555644893,0.0005690591493197255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-18,0.009324597492348374,8.69481183943096e-05,0.0002559963564095392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-19,0.008034081341806498,6.45464630067633e-05,0.000413914220974505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-22,-0.0014533332819608447,2.11217762845508e-06,0.00020728971036658268,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-23,-0.019637391748412725,0.00038562715468062816,0.00039271520457096474,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-24,0.011129786781527429,0.00012387215380226267,0.0001664292615327436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-25,0.013311654995942668,0.0001772001587310054,0.00013594811847379942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-26,-0.009207409501294173,8.47763897245222e-05,0.00020037369223062723,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-29,-0.0018619558279997506,3.466879505422237e-06,0.0001383444004590422,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-30,-0.016240469338194785,0.000263752844324845,0.0004973818201396155,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-12-01,0.001158119992013873,1.3412419159022132e-06,0.00019121683065174026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-02,0.007114129458999585,5.061083795940573e-05,0.00028049520840229403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-03,-0.0004136447968754453,1.711020179821284e-07,0.00013768817139214954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-06,0.005174752481440059,2.677806324417005e-05,0.00014379005539997796,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-07,0.006517683252487139,4.2480194979751325e-05,0.000265586438437608,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-08,-0.009543419017326471,9.107684654026854e-05,0.00012496608332939109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-09,-0.013286539907990225,0.0001765321427266169,0.00011874523728278647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-10,0.010648033572185689,0.00011338061895439352,0.00011205686048233877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-13,0.028424566426644482,0.0008079559765427247,8.716610992674816e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-14,0.001409565413467817,1.986874654844698e-06,5.7179342862198765e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-15,-0.005365440342531613,2.8787950069265756e-05,9.13681615557332e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-16,-0.004570412007611324,2.0888665919317773e-05,7.10354465574448e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-17,-0.0015186786894645365,2.3063849618337223e-06,4.047872789305576e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-20,-0.014208154016879249,0.00020187164056736194,0.0002981149585904741,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-21,0.017787067623418196,0.0003163797746400518,0.00010967136003354717,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-22,-0.00906783521955834,8.222563556906265e-05,9.984650794103249e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-23,-0.007911963577355685,6.259916764940297e-05,0.00015047178534642253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-24,-0.007051583097461567,4.9724824180405666e-05,0.00018825583791008216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-27,-0.01914219771059944,0.00036642373319167843,0.00020521602467580378,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-28,-0.01755886916802396,0.0003083138864597825,0.00018373212148117167,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-29,0.00675978234246255,4.569465731746848e-05,0.00010628194045761732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-30,0.002920652065930618,8.530208490224786e-06,0.00014197080862051348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-31,0.017423225075192228,0.0003035687720208072,9.048429451321579e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2011-01-04,0.015747778280136515,0.00024799252076033936,0.00010560277435826708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-01-05,-0.004939178844544756,2.439548765839847e-05,0.00010148521128623426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-06,-0.005084430470876811,2.5851433213180586e-05,7.909801031771209e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-07,0.0051577035254135595,2.660190565606346e-05,0.00015644591196927512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-10,-0.016692007112195206,0.00027862310143357533,0.00010762437415163578,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-11,0.004373957982815924,1.9131508435439143e-05,0.00013233243631448937,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-12,0.0061358130635573715,3.76482019509213e-05,9.010418829737516e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-13,0.002268713871519168,5.147062630823492e-06,8.742700928450616e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-14,-0.01294505746250163,0.00016757451270746915,0.0001637666050536729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-17,-0.030807797825087135,0.0009491204068314437,0.0001761460027102287,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-18,0.0008564086866709175,7.334358386054058e-07,0.00012150651732981157,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-19,0.01796913803106115,0.0003228899215793282,9.435728768582122e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-20,-0.029600658063125174,0.0008761989577700574,0.00018704680721634654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-21,0.013959943713207856,0.00019488002847593155,0.000310626498500813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-24,-0.0072349047263466915,5.23438463993137e-05,0.00019346987819519036,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-25,-0.006807203897858827,4.63380249070244e-05,0.00012628201779927247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-26,0.011652774531737187,0.0001357871542875028,7.103302511577236e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-27,0.01478087226734548,0.0002184741849835827,0.00023358332271524503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-28,0.0013086390206149545,1.7125360862760673e-06,5.094639417481901e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-31,0.013689898409387169,0.00018741331845934135,4.494277908822596e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-01,0.0029576091921024172,8.747452133208714e-06,4.264032308885399e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-09,-0.008934166127595233,7.981932439547e-05,0.00014049791854318786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
2011-02-10,0.015771500759669266,0.00024874023621224823,0.0001059239140530436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-11,0.0032468417898234847,1.054198160814417e-05,6.383118731295336e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-14,0.02507997567178588,0.0006290051796973716,7.249942147407209e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-15,3.552721963195893e-05,1.2621833347774478e-09,0.00010316183352190259,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-16,0.008469374613158998,7.173030633802212e-05,7.964961967349308e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-17,0.0010487348120431506,1.0998447059911824e-06,0.00010322599257255696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-18,-0.009326698069371808,8.698729687722381e-05,0.00010827198186783868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-21,0.011129671996182644,0.00012386959874261216,6.873176578375218e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-22,-0.026516119949445915,0.0007031046171734036,0.00020648092821166981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-23,0.0024896176828388406,6.198196206703838e-06,7.91311371414778e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-24,0.005562927007394691,3.094615688960126e-05,8.620305105539284e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-25,-1.3200934904311623e-05,1.7426468234787293e-10,0.0001079091533602027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-28,0.009159728459379401,8.390062544956495e-05,5.7186503325805945e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-01,0.0047620503066534425,2.2677123123098146e-05,6.980904222031785e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-02,-0.0017528680606764269,3.0725464381395376e-06,0.00015195597312955584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-03,-0.003723710143050063,1.3866017229453921e-05,0.0001395171172495569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-04,0.013456521000873245,0.00018107795744694267,7.519486669326827e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-07,0.018154862763963386,0.0003295990419783443,0.00011349763977353978,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-08,0.0012444647364784345,1.5486924803383394e-06,6.778848863080069e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-09,0.0007370758815401501,5.432808551481894e-07,6.33554644416374e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-10,-0.01510643150423796,0.00022820427279223316,9.249155577193803e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-11,-0.007926451874047835,6.282863931159643e-05,8.017004832175018e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-14,0.0013049649271259511,1.702933461028839e-06,6.564716466621967e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-15,-0.014183244171595888,0.00020116441523110873,0.0002897176192572402,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-16,0.011857919711137477,0.0001406102598757827,4.983354507421865e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-17,-0.011498209588046926,0.00013220882373065425,0.0002929389264580219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-18,0.0033038265917486598,1.0915270148345566e-05,0.00013659814349529676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-21,0.0007740685043353679,5.991820494039934e-07,7.664827568750814e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-22,0.0034332638597645015,1.1787300730765042e-05,8.14880437256328e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-23,0.009999028365823115,9.998056826053527e-05,3.602202709697319e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-24,-0.0006008295427903931,3.609961394897129e-07,3.632002601659601e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-25,0.010501537977071429,0.00011028229988387348,3.9806916363155466e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-28,0.002076883657614381,4.31344572726569e-06,5.4465034856822955e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-29,-0.00872696289142727,7.615988130834862e-05,9.35533038700708e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-30,-0.0007798645203171972,6.081886700495721e-07,8.346448767859331e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-31,-0.009402025315012885,8.839808002414314e-05,8.256357157125853e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-01,0.013332013265801912,0.00017774257771951816,4.134007372658387e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-06,0.01137600079455936,0.00012941339407781518,9.297998668771129e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2011-04-07,0.0021796336934656324,4.7508030376906345e-06,4.30322693666274e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-08,0.007324397219932166,5.364679463535004e-05,3.4617111249275285e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-11,-0.002403860417306447,5.778544905892726e-06,6.583691770834616e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-12,-0.0004556498424754807,2.0761677894793036e-07,9.889972165888515e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-13,0.009562033978737006,9.143249381052105e-05,8.686486494823679e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-14,-0.0025481576090271574,6.4931072004429995e-06,6.495830589912364e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-15,0.002590118466109459,6.708713668481216e-06,9.18593822946444e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-18,0.0022276242030034865,4.962309589806918e-06,8.304755492666963e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-19,-0.0192490880722076,0.00037052739161160485,0.0001472753877299301,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-20,0.0026626376560745513,7.08963928754618e-06,5.663157551170337e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-21,0.006507135920392315,4.234281788645994e-05,5.060698092280297e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-22,-0.00535051966470057,2.8628060682347504e-05,5.945884924757137e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-25,-0.015251318634078359,0.0002326027200781858,7.933956663841751e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-26,-0.008797583542907716,7.73974761944407e-05,7.421842710744818e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-27,-0.0046289644960682,2.142731230585992e-05,7.833429151665648e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-28,-0.013200816836889118,0.00017426156516109521,0.00010548982759720061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-29,0.008439049110157804,7.121754988365522e-05,6.864319801881207e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-03,0.007076711614228515,5.007984727095675e-05,6.966967466421363e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-05-04,-0.022825641022981458,0.000521009888110014,0.0001311105971955964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-05,0.0022260488163752257,4.955293332885543e-06,7.314038387214919e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-06,-0.0029698659798595983,8.820103938327412e-06,0.00022685346788929884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-09,0.0029893616546052826,8.936283102024432e-06,3.7931598397063474e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-10,0.006307049735807979,3.97788763699555e-05,4.665826609823063e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-11,-0.0024987655999000324,6.243829523243769e-06,5.2194145506899703e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-12,-0.013736393864737906,0.00018868851640720918,0.00010706154561267071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-13,0.00943050294943859,8.893438587936996e-05,6.832092860088253e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-16,-0.007679626449352384,5.8976662401592696e-05,3.9068408494115215e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-17,0.0012999314333166367,1.6898217313246456e-06,0.00012875816361133653,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-18,0.006985565501552493,4.879812537648033e-05,4.66048511855342e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-19,-0.004604406509136183,2.120055930137565e-05,4.6424692090628115e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-20,-0.00038999425646224495,1.520955200735393e-07,4.288332235016259e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-23,-0.029787248611628847,0.0008872801798509846,0.00013298336671143345,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-24,-0.0027114806949386505,7.3521275590249875e-06,6.781734550145262e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-25,-0.00919081904767527,8.447115476711054e-05,8.198924092604756e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-26,-0.001903521906692518,3.623395649258319e-06,9.93468690924121e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-27,-0.009760520666310057,9.526776367746573e-05,0.00010513134495423483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-30,-0.0013241494109887952,1.7533716626219735e-06,9.260132126120933e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-31,0.013619343429692066,0.00018548651545589645,8.069530882896514e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-06-01,3.6449498130863844e-05,1.328565913991847e-09,5.233535604988506e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-02,-0.014091897837920975,0.00019858158467440183,0.00021984469634516728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-06-03,0.008407248148934343,7.068182143775994e-05,4.0875039479450434e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-07,0.005949962001033704,3.5402047813745e-05,4.287385179030036e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-06-08,0.0021796001340144144,4.7506567441956535e-06,7.858095547664812e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-09,-0.017215738358109967,0.00029638164721489883,6.263063632410639e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-06-10,0.0006648808562523811,4.420665530108995e-07,8.110352166290706e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-13,-0.001762642436175632,3.1069083578071673e-06,0.00018650769947356922,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-06-14,0.010924127574525322,0.0001193365632645045,6.449875626360772e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-06-15,-0.00905502693252025,8.199351274866708e-05,4.19456904625052e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-16,-0.015326255904424713,0.00023489412004791337,0.00016174581995321706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-06-17,-0.008089206158762074,6.543525627895428e-05,5.5202129696534956e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-20,-0.008193324383004352,6.713056444513365e-05,9.69228276872688e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-06-21,0.009579140991493595,9.17599421349129e-05,5.5144970435233365e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-06-22,0.0010717920344767151,1.148738165167736e-06,3.917911222724833e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-23,0.014586671547777819,0.00021277098684275095,7.319755226989717e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-06-24,0.02133209113319534,0.00045505811211495127,0.0001051117609862254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-27,0.004367026225227555,1.9070918051825226e-05,7.064369199678101e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
