,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2012-10-15,-0.0032683846911343295,1.0682338489241246e-05,9.329861575488197e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-16,0.0027305641026771355,7.45598031882899e-06,0.00011976382679848392,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-17,-0.0005043177468291304,2.543363897668109e-07,0.00014710911791797517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-18,0.018007664498513876,0.000324275980691037,0.00010741659205637839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-19,-0.00020233462396390678,4.093930005461556e-08,6.874916051499417e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-22,0.003747339054388732,1.4042549988547035e-05,7.039476947994034e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-23,-0.016324713899965815,0.0002664962839157371,8.552376387627186e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-24,-0.0037563230492185795,1.4109962850090766e-05,5.13198307564241e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-25,-0.005922582398691034,3.5076982269284846e-05,5.5582252979241495e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-26,-0.02209031069868672,0.00048798182676451304,9.982551250203326e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-29,-0.00456127005387863,2.0805184504409958e-05,7.616413238938106e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-30,0.0021085477185636137,4.4459734814598204e-06,0.00012573937102582447,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-31,0.008961143531372784,8.030209338986429e-05,5.481004486255917e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-11-01,0.022571628113558617,0.0005094783956967897,0.00012498298591712514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-02,0.0019071862095980663,3.6373592380810393e-06,5.5754635210725384e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-05,-0.002878089953270546,8.283401779116855e-06,8.89521974020253e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-06,-0.007524127814008352,5.6612499361534104e-05,0.00010852882725814236,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-07,-0.003342886291756386,1.1174888759612763e-05,0.00011061509414280785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-08,-0.019082240030732223,0.0003641318845904793,0.00015054701289618158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-09,-0.005097751551376817,2.5987070879564744e-05,5.7856082712974975e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-12,0.004207170349907585,1.770028235314151e-05,8.328500849298164e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-13,-0.018922523113369394,0.0003580618809759989,0.00010807072218023002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-14,0.005928521282738686,3.514736459988555e-05,7.633196545320081e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-15,-0.011840114303412363,0.00014018830671787004,0.00018480535415158882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-16,-0.008331270104775967,6.941006155873377e-05,0.00011338419523952816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-19,-0.007120878123652474,5.0706905251912384e-05,0.00019143930137201202,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-20,-0.0009626811635232713,9.267550226025194e-07,6.099477069945291e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-21,0.012102622552408349,0.00014647347264606318,0.00024785547039133814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-22,-0.012757144256633879,0.00016274472958456676,0.0001565470252946857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-23,0.008318562315466238,6.919847899629502e-05,7.545653674745596e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-26,-0.012233881147079018,0.0001496678479208554,6.670553598372933e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-27,-0.009945788738612293,9.891871363310712e-05,6.570148784433692e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-28,-0.010471760085465576,0.00010965775928755,5.479421435990374e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-29,-0.005759057083372099,3.316673848953835e-05,7.489028040119926e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-30,0.012002273378953987,0.00014405456626314755,0.00011671130690118443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-12-03,-0.02464252369839315,0.0006072539742258679,0.00014784435472857277,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-04,0.011715884688371148,0.00013726195403120951,0.00010656285897461484,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-05,0.03648857132663785,0.0013314158374591381,0.0005753067173487773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-06,-0.0024979025457732007,6.239517128180237e-06,0.0001265465456926183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-07,0.01453660148212954,0.00021131278265025077,0.00024080034001423682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-10,0.009250848371276987,8.557819558835809e-05,0.0001160075155180698,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-11,-0.005489408153362518,3.0133601874202893e-05,8.815763298708072e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-12,0.0030997303129307596,9.608328012901825e-06,0.00014912756659826536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-13,-0.009101984072630742,8.284611405842372e-05,0.00012162776546922436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-14,0.043060619939964795,0.0018542169896140937,0.0002237801833146839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-17,0.008106408253865993,6.57138547783467e-05,0.00016779512333548946,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-18,-0.0008957150987320972,8.023055380966506e-07,0.0002690400500511196,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-19,0.0054467939638147556,2.9667564484248856e-05,0.00011483256699856797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-20,0.006191983108653432,3.8340654817849414e-05,0.00019771896966238779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-21,-0.004020159436132431,1.6161681891924626e-05,0.00023951234142106614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-24,-0.003120585348083793,9.738052914675248e-06,0.0001141664167574769,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-25,0.029700392419918842,0.0008821133098971726,0.00026449248754198775,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-26,0.005507899608568678,3.0336958098071e-05,5.856195786759779e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-27,-9.283841145446559e-05,8.618970641388647e-09,0.0001873995582590442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-28,0.009700168006483878,9.409325935401341e-05,7.91992994013094e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-31,0.009865224908418568,9.732266249368215e-05,0.00010207894639344956,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-01-04,-0.002242301015131787,5.0279138424610415e-06,0.0002628232905635987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2013-01-07,0.0013622984957830653,1.8558571916128024e-06,8.974076406214861e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-08,0.00021801516707853352,4.7530613076280885e-08,0.00010589621116295476,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-09,0.004864198976903822,2.3660431686912186e-05,0.00012926882913567042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-10,0.0016568690086522508,2.7452149118322924e-06,9.901914229318472e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-11,-0.016750311960540998,0.0002805729507754428,0.00013003136320021487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-14,0.032569683906407576,0.0010607843097633046,0.00016846578184018728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-15,0.006997581121590102,4.8966141553234187e-05,9.498131200694656e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-16,-0.0027982899345921908,7.830426558039968e-06,0.00016522407171222256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-17,-0.004955566100560915,2.4557635377028516e-05,0.00015031108667223626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-18,0.013133058149819021,0.0001724772163665278,0.00018786298374387736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-21,0.013745942253118315,0.00018895092842606342,0.00020496852037272723,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-22,-0.0027739396636725644,7.694741257695859e-06,0.00021862147940288803,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-23,0.001252838371632592,1.5696039854350045e-06,0.00014832131054943478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-24,-0.010975978265449271,0.00012047209888361479,0.000439734345426222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-25,-0.00924968240796531,8.555662464822292e-05,0.00010451695003510027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-28,0.02759326876210899,0.0007613884809779799,0.0001845273690941205,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-29,0.008873882044930781,7.87457825473449e-05,0.0001607347060422025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-30,0.008126376884558084,6.603800126987996e-05,0.00016255510766569628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-31,-0.011944611320005905,0.0001426737395860132,0.00012859489344937316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-01,0.015663524907678195,0.0002453460125334552,0.0003557997988672638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-04,-0.006073520575290203,3.6887652178473445e-05,0.00022456273252611413,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-05,0.01879050701614382,0.0003530831539237501,0.00012926315009099932,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-06,-0.002341171555940491,5.48108425434482e-06,9.99643634571886e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-07,-0.0018099116109251412,3.2757800393616396e-06,0.0001509937793882509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-08,0.00847683365553209,7.185670882356153e-05,0.00011404962770340598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-18,-0.019529050290520544,0.0003813838052496806,0.00026648483842564363,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2013-02-19,-0.025326110805323765,0.0006414118885235371,0.00014783199020670576,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-20,0.00989131148622846,9.783804291759506e-05,0.0001058288963146835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-21,-0.026234387154840277,0.0006882430693900486,0.0004954696649928904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-22,-0.0033653453541404588,1.132554935263477e-05,7.684235266369127e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-25,-0.002370248253656726,5.6180767839627595e-06,0.00015532753404569333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-26,-0.01448382072321941,0.00020978106274236,0.00020291459726967724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-27,0.013505753372792029,0.00018240537416668325,0.00042137118651916586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-28,0.03248816015896416,0.0010554805505145063,0.0002727040472172165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-01,0.0009027773351295565,8.150069168236235e-07,0.00016125957630039426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-04,-0.05433969531278926,0.002952802486686771,0.0013177567697454868,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-05,0.021817960356580457,0.0004760233941213164,0.00023232193557232863,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-06,0.009568528339146454,9.15567345770488e-05,0.0002330035700271902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-07,-0.003981230720231821,1.5850198047717585e-05,0.00023065391255215563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-08,-0.01154849480806952,0.00013336773233200866,0.000136985282689831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-11,-0.0009346554799858353,8.735808662675522e-07,0.0002508964149137264,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-12,-0.01231144284901653,0.00015157162502460025,0.00029430394189257174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-13,-0.009916479168913028,9.833655910748602e-05,0.0001650085935486629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-14,0.0015453344216052045,2.388058474597892e-06,0.00017133697900422829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-15,0.0013233965071250964,1.7513783150709052e-06,0.0005260690270689477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-18,-0.011080598532743124,0.00012277966384382908,0.0002294456027461956,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-19,0.003883983283143877,1.508532614374109e-05,0.00024808273884140315,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-20,0.030945350259203863,0.0009576147026648086,0.0002040270879237301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-21,0.0008929288442889316,7.973219209631671e-07,0.00010933306225550912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-22,0.001833773364928959,3.3627247539228766e-06,6.702055614509081e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-25,-0.0032464783500572025,1.0539621677390136e-05,0.00010147134315871931,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-26,-0.009330499297153239,8.705821713417707e-05,0.00018325058070007506,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-27,-0.00016367000651484886,2.678787103257067e-08,0.00013030264229472324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-28,-0.029242990846759298,0.000855152513663648,0.0007489602237332372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-29,-0.007786792586891522,6.0634138791268764e-05,8.472566014288312e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-01,0.0053833741453939155,2.898071718929567e-05,0.00015742389782074542,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-02,0.0025367910687990047,6.435308926738397e-06,0.00019859819302842451,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-03,0.00044742170922340563,2.0018618588439374e-07,0.00025971906062409065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-08,-0.0011866080451259364,1.4080386527575964e-06,0.0007038351985271278,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2013-04-09,0.004377129563680526,1.9159263217246075e-05,0.00012325656737955016,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-10,-0.003432394482207002,1.1781331881485072e-05,0.00011788568533295755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-11,-0.004650902763119191,2.1630896511989728e-05,0.00011742261441145772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-12,-0.00963813212953113,9.289359094630027e-05,6.96162095441637e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-15,-0.011578293736137724,0.00013405688584028604,0.00012109793824485745,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-16,0.013531530664119273,0.0001831023221140002,0.0002097232474711252,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-17,0.004727286509869089,2.2347237746390267e-05,0.00010033596571528386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,-0.0007144149254862953,5.103886857575888e-07,0.0003238483078009808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-19,0.02479903689072316,0.0006149922307074481,0.0001495203235904721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-22,-0.0058968282310747355,3.47725831868e-05,9.014927659332758e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-23,-0.02963487149965438,0.0008782256088010274,0.00024093087839652393,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-24,0.013388219847522365,0.00017924443068559177,0.00022860262190178086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-25,-0.015728917648660357,0.0002473988503983392,0.00034926127154473534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-26,-0.009298071644158412,8.645413629990272e-05,0.0001550543417666182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-02,0.0030800302563704918,9.486586380157677e-06,0.00018137484781559007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-05-03,0.014742262153829344,0.00021733429341222902,0.0001853831643749638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-06,0.01674492301887831,0.00028039244690816073,0.0001346859727481405,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-07,0.0028663761612186534,8.216112297602583e-06,0.00010727596527926336,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-08,0.00573951693118957,3.294205460341174e-05,0.0003239688442398063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-09,-0.0027319313001399337,7.463448628684268e-06,8.112974843436518e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-10,0.002326662893553433,5.413360220238433e-06,0.00014018319327854827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-13,-0.00629005189792764,3.95647528786231e-05,0.00011303431128717924,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-14,-0.023026633143905073,0.0005302258339439876,0.00011203307740846603,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-15,0.006874760905077437,4.7262337501981145e-05,9.243387743330172e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-16,0.021357351471205988,0.00045613646186462456,0.0002491967256835683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-17,0.020205188187002676,0.0004082496296721925,0.00012615119281421248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-20,0.006562153552447825,4.306185924590361e-05,0.00012484130503090688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-21,0.01030265299224098,0.00010614465867853201,0.00011180929913207808,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-22,0.0001622662322429136,2.633033012631117e-08,0.00011070147180119399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-23,-0.014931128804951399,0.0002229386073900494,0.00016362960885098603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-24,0.004220024467901595,1.780860650968814e-05,0.00019150551224027457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-27,-0.004764547437575928,2.270091228491134e-05,8.962136333402289e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-28,0.01936248086240866,0.0003749056651471416,0.00017595949877271245,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-29,-0.0039570065336089755,1.565790070702412e-05,6.949707152311613e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-30,-0.0026840459960340013,7.204102908826154e-06,6.836002960120666e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-31,-0.013011191357133356,0.00016929110053194173,8.134841297261432e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-03,-0.0007247210635572543,5.252206199635578e-07,9.197737823569232e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-04,-0.013820026110588302,0.00019099312169734242,0.00010182619120804722,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-05,0.002099114337875463,4.406281003474343e-06,4.569554335567053e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-06,-0.015691330992135377,0.0002462178683047482,8.391002091077962e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-07,-0.026737991826200513,0.0007149202068979654,0.00014456864875343907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-13,-0.03852318443549585,0.0014840357390512296,0.0009126646334932395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-06-14,0.00556213891220203,3.0937389278631986e-05,6.21635889929972e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-17,-0.008879255975504208,7.884118667852718e-05,0.0001409852855763892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-18,0.007865351905813611,6.186376060228581e-05,0.00010462372288719828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-19,-0.005875305282579291,3.451921216350412e-05,0.00042881157927461555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-20,-0.03304827811675359,0.0010921886864822944,0.00014684223883060563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-21,-0.0014047325835431224,1.9732736312677352e-06,0.0006493328288394436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-24,-0.06966747007681384,0.004853556386903752,0.0007528228279562506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-25,-0.012387902525876626,0.0001534601289906205,0.002112906422639976,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-26,0.00946792424278442,8.964158946710493e-05,0.0004053063837018647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-27,-0.002920709057567805,8.530541398958616e-06,0.0003620719928953496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-28,0.019705213974573255,0.00038829545778371706,0.00041751427506919156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-01,0.003115695610372171,9.707559136492417e-06,0.00020533261426380957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-02,0.006503281425846552,4.2292669303760764e-05,0.00021232742383367587,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-03,-0.008414940211673994,7.081121876604796e-05,0.00025956081885067264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,0.012945624551665702,0.0001675891950326898,0.00033649304807945436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-05,0.006701766799274367,4.491367823185619e-05,0.00040828438676181373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-08,-0.02826584450946612,0.000798957965833316,0.0006246491755335619,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-09,-0.004876602210375225,2.378124911823653e-05,0.00020342154591894245,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-10,0.032462276791200395,0.001053799414468508,0.00022699204713898564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,0.04160211629232968,0.0017307360800005228,0.0003810028986502773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
