date,close
2019-05-24,0.02613
2019-05-23,0.026000000000000002
2019-05-22,0.026150000000000003
2019-05-21,0.025929999999999998
2019-05-20,0.025929999999999998
2019-05-17,0.0262
2019-05-16,0.02628
2019-05-15,0.0262
2019-05-14,0.02617
2019-05-13,0.02612
2019-05-10,0.02628
2019-05-09,0.0262
2019-05-08,0.026069999999999996
2019-05-07,0.0263
2019-05-06,0.02635
2019-04-30,0.02685
2019-04-29,0.026639999999999997
2019-04-28,0.026600000000000002
2019-04-26,0.0269
2019-04-25,0.02693
2019-04-24,0.0269
2019-04-23,0.02705
2019-04-22,0.02694
2019-04-19,0.026830000000000003
2019-04-18,0.027000000000000003
2019-04-17,0.0254
2019-04-16,0.02505
2019-04-15,0.024900000000000002
2019-04-12,0.02437
2019-04-11,0.024169999999999997
2019-04-10,0.024169999999999997
2019-04-09,0.0239
2019-04-08,0.02443
2019-04-04,0.02415
2019-04-03,0.02437
2019-04-02,0.0239
2019-04-01,0.023930000000000003
2019-03-29,0.02399
2019-03-28,0.023969999999999998
2019-03-27,0.024290000000000003
2019-03-26,0.02419
2019-03-25,0.02419
2019-03-22,0.02415
2019-03-21,0.02422
2019-03-20,0.02427
2019-03-19,0.02427
2019-03-18,0.0242
2019-03-15,0.02407
2019-03-14,0.024330000000000004
2019-03-13,0.02426
2019-03-12,0.02415
2019-03-11,0.024300000000000002
2019-03-08,0.024399999999999998
2019-03-07,0.02415
2019-03-06,0.024569999999999998
2019-03-05,0.02461
2019-03-04,0.02427
2019-03-01,0.024330000000000004
2019-02-28,0.024090000000000004
2019-02-27,0.02418
2019-02-26,0.02367
2019-02-25,0.0236
2019-02-22,0.023330000000000004
2019-02-21,0.02327
2019-02-20,0.023080000000000003
2019-02-19,0.023119999999999998
2019-02-18,0.022930000000000002
2019-02-15,0.02335
2019-02-14,0.0232
2019-02-13,0.02344
2019-02-12,0.02351
2019-02-11,0.0235
2019-02-02,0.023849999999999996
2019-02-01,0.023799999999999998
2019-01-31,0.02415
2019-01-30,0.024130000000000002
2019-01-29,0.02428
2019-01-28,0.0242
2019-01-25,0.024319999999999998
2019-01-24,0.02448
2019-01-23,0.024399999999999998
2019-01-22,0.024550000000000002
2019-01-21,0.0246
2019-01-18,0.02427
2019-01-17,0.024399999999999998
2019-01-16,0.024530000000000003
2019-01-15,0.024540000000000003
2019-01-14,0.024470000000000002
2019-01-11,0.022680000000000002
2019-01-10,0.022789999999999998
2019-01-09,0.02273
2019-01-08,0.02314
2019-01-07,0.02377
2019-01-04,0.0241
2019-01-03,0.024090000000000004
2019-01-02,0.0248
2018-12-28,0.025750000000000002
2018-12-27,0.0263
2018-12-26,0.02667
2018-12-25,0.026510000000000002
2018-12-24,0.026510000000000002
2018-12-21,0.02842
2018-12-20,0.028210000000000002
2018-12-19,0.026269999999999998
2018-12-18,0.026189999999999998
2018-12-17,0.02634
2018-12-14,0.026180000000000002
2018-12-13,0.026180000000000002
2018-12-12,0.02636
2018-12-11,0.026460000000000004
2018-12-10,0.026160000000000003
2018-12-07,0.02614
2018-12-06,0.026160000000000003
2018-12-05,0.026389999999999997
2018-12-04,0.02663
2018-12-03,0.0265
2018-11-30,0.02645
2018-11-29,0.026460000000000004
2018-11-28,0.026600000000000002
2018-11-27,0.026860000000000005
2018-11-26,0.026860000000000005
2018-11-23,0.02667
2018-11-22,0.02694
2018-11-21,0.027000000000000003
2018-11-20,0.02725
2018-11-19,0.027060000000000004
2018-11-16,0.025249999999999998
2018-11-15,0.025380000000000003
2018-11-14,0.02597
2018-11-13,0.02617
2018-11-12,0.02663
2018-11-09,0.02688
2018-11-08,0.02718
2018-11-07,0.02756
2018-11-06,0.0278
2018-11-05,0.02798
2018-11-04,0.0279
2018-11-03,0.0279
2018-11-02,0.028130000000000002
2018-11-01,0.028169999999999997
2018-10-31,0.028369999999999996
2018-10-30,0.028489999999999998
2018-10-29,0.028569999999999998
2018-10-26,0.028569999999999998
2018-10-25,0.0288
2018-10-24,0.0288
2018-10-23,0.02911
2018-10-22,0.02903
2018-10-19,0.02883
2018-10-18,0.028900000000000002
2018-10-17,0.02872
2018-10-16,0.02864
2018-10-15,0.02875
2018-10-12,0.0288
2018-10-11,0.02912
2018-10-10,0.02915
2018-10-09,0.029419999999999998
2018-10-08,0.029449999999999997
2018-09-30,0.0298
2018-09-29,0.029830000000000002
2018-09-28,0.029910000000000003
2018-09-27,0.02992
2018-09-26,0.02997
2018-09-25,0.02997
2018-09-21,0.030019999999999998
2018-09-20,0.029789999999999997
2018-09-19,0.029330000000000002
2018-09-18,0.028989999999999995
2018-09-17,0.028900000000000002
2018-09-14,0.028450000000000003
2018-09-13,0.0286
2018-09-12,0.028539999999999996
2018-09-11,0.028539999999999996
2018-09-10,0.028489999999999998
2018-09-07,0.028289999999999996
2018-09-06,0.028239999999999998
2018-09-05,0.028169999999999997
2018-09-04,0.028369999999999996
2018-09-03,0.028339999999999997
2018-08-31,0.028360000000000003
2018-08-30,0.02812
2018-08-29,0.028169999999999997
2018-08-28,0.0285
2018-08-27,0.02827
2018-08-24,0.02835
2018-08-23,0.02889
2018-08-22,0.029139999999999996
2018-08-21,0.029189999999999997
2018-08-20,0.02897
2018-08-17,0.02863
2018-08-16,0.0285
2018-08-15,0.028380000000000002
2018-08-14,0.028399999999999998
2018-08-13,0.027960000000000002
2018-08-10,0.0278
2018-08-09,0.026839999999999996
2018-08-08,0.02638
2018-08-07,0.02675
2018-08-06,0.027069999999999997
2018-08-03,0.02798
2018-08-02,0.0281
2018-08-01,0.028530000000000003
2018-07-31,0.02893
2018-07-30,0.02915
2018-07-27,0.03013
2018-07-26,0.03023
2018-07-25,0.030600000000000002
2018-07-24,0.030830000000000003
2018-07-23,0.030780000000000002
2018-07-20,0.0308
2018-07-19,0.030750000000000003
