date,id,exchange_code,exchange_name,date,total_market_cap,circulating_market_cap,volume,money,deal_number,pe_average,turnover_ratio
2009-01-05,4858,322005,深市主板,2009-01-05,18382.06,10580.88,251200.0,155.93,146.16,15.38,
2009-01-06,4864,322005,深市主板,2009-01-06,18931.19,10933.73,376900.0,246.83,218.16,15.89,
2009-01-07,4870,322005,深市主板,2009-01-07,18838.86,10900.25,358900.0,234.52,220.07,15.83,
2009-01-08,4876,322005,深市主板,2009-01-08,18422.17,10673.77,304300.0,230.58,190.73,15.5,
2009-01-09,4882,322005,深市主板,2009-01-09,18749.12,10896.88,279700.0,198.55,169.72,15.81,
2009-01-12,4888,322005,深市主板,2009-01-12,18823.7,10956.6,327900.0,223.08,197.1,15.9,
2009-01-13,4894,322005,深市主板,2009-01-13,18356.35,10686.74,316100.0,213.15,187.14,15.5,
2009-01-14,4900,322005,深市主板,2009-01-14,19059.46,11103.05,344700.0,236.43,199.71,16.11,
2009-01-15,4906,322005,深市主板,2009-01-15,19124.91,11150.82,455500.0,305.21,258.72,16.17,
2009-01-16,4912,322005,深市主板,2009-01-16,19356.18,11302.13,505200.0,345.61,282.47,16.37,
2009-01-19,4918,322005,深市主板,2009-01-19,19410.1,11345.42,395800.0,280.25,222.86,16.42,
2009-01-20,4924,322005,深市主板,2009-01-20,19564.19,11446.5,316800.0,212.72,183.2,16.56,
2009-01-21,4930,322005,深市主板,2009-01-21,19553.84,11472.95,372900.0,261.1,211.53,16.55,
2009-01-22,4936,322005,深市主板,2009-01-22,19828.84,11652.89,386200.0,267.33,218.46,16.79,
2009-01-23,4942,322005,深市主板,2009-01-23,19746.43,11635.3,364500.0,248.76,209.9,16.71,
2009-02-02,4948,322005,深市主板,2009-02-02,20129.73,11859.06,381700.0,249.7,217.97,17.01,
2009-02-03,4954,322005,深市主板,2009-02-03,20687.74,12180.69,591800.0,396.84,331.92,17.47,
2009-02-04,4960,322005,深市主板,2009-02-04,21191.7,12478.91,637200.0,429.64,360.52,17.9,
2009-02-05,4966,322005,深市主板,2009-02-05,20961.98,12330.73,721000.0,504.82,415.5,17.7,
2009-02-06,4972,322005,深市主板,2009-02-06,21903.36,12897.81,716900.0,507.25,389.11,18.55,
2009-02-09,4978,322005,深市主板,2009-02-09,22677.78,13368.86,853200.0,621.64,470.07,19.19,
2009-02-10,4984,322005,深市主板,2009-02-10,23313.99,13733.84,788800.0,587.17,455.64,19.72,
2009-02-11,4990,322005,深市主板,2009-02-11,23415.19,13764.85,923900.0,725.3,547.2,19.78,
2009-02-12,4996,322005,深市主板,2009-02-12,23621.49,13987.96,778800.0,602.63,467.17,19.97,
2009-02-13,5002,322005,深市主板,2009-02-13,24516.26,14527.45,875000.0,685.63,491.05,20.73,
2009-02-16,5008,322005,深市主板,2009-02-16,25032.82,14812.52,904100.0,718.64,529.6,21.17,
2009-02-17,5014,322005,深市主板,2009-02-17,24128.27,14232.13,827800.0,658.25,527.19,20.35,
2009-02-18,5020,322005,深市主板,2009-02-18,23136.26,13674.01,683900.0,544.7,431.29,19.46,
2009-02-19,5026,322005,深市主板,2009-02-19,23614.7,13985.94,572000.0,453.97,342.09,19.82,
2009-02-20,5032,322005,深市主板,2009-02-20,24318.16,14395.66,576200.0,469.15,350.39,20.47,
2009-02-23,5038,322005,深市主板,2009-02-23,25118.98,14910.48,707800.0,571.41,423.87,21.17,
2009-02-24,5044,322005,深市主板,2009-02-24,24209.6,14375.33,856800.0,693.96,539.99,20.4,
2009-02-25,5050,322005,深市主板,2009-02-25,24036.41,14314.35,691600.0,572.85,429.37,20.27,
2009-02-26,5056,322005,深市主板,2009-02-26,22609.95,13471.3,642000.0,501.4,409.17,19.04,
2009-02-27,5062,322005,深市主板,2009-02-27,21598.07,12863.13,527100.0,379.95,317.98,18.19,
2009-03-02,5068,322005,深市主板,2009-03-02,22061.99,13139.28,398800.0,299.92,238.0,18.61,
2009-03-03,5074,322005,深市主板,2009-03-03,22053.38,13157.89,443100.0,336.63,266.51,18.54,
2009-03-04,5080,322005,深市主板,2009-03-04,23442.66,14007.7,607000.0,482.45,363.9,19.74,
2009-03-05,5086,322005,深市主板,2009-03-05,23561.23,14084.2,672900.0,548.49,420.7,19.86,
2009-03-06,5092,322005,深市主板,2009-03-06,23432.9,14018.4,487500.0,387.59,308.88,19.81,
2009-03-09,5098,322005,深市主板,2009-03-09,22473.93,13536.94,487000.0,380.22,325.38,18.99,
2009-03-10,5104,322005,深市主板,2009-03-10,22896.46,13790.74,334400.0,255.42,219.17,19.89,
2009-03-11,5110,322005,深市主板,2009-03-11,22767.39,13706.2,420300.0,328.2,271.36,19.31,
2009-03-12,5116,322005,深市主板,2009-03-12,22822.12,13727.9,363900.0,276.9,246.61,19.34,
2009-03-13,5122,322005,深市主板,2009-03-13,22635.22,13730.17,342800.0,260.95,226.85,19.21,
2009-03-16,5128,322005,深市主板,2009-03-16,22955.6,13932.18,310700.0,237.77,204.87,19.49,
2009-03-17,5134,322005,深市主板,2009-03-17,23882.25,14515.2,550300.0,447.11,348.18,20.28,
2009-03-18,5140,322005,深市主板,2009-03-18,24134.56,14705.18,650200.0,529.8,401.36,20.5,
2009-03-19,5146,322005,深市主板,2009-03-19,24641.34,15048.8,600900.0,490.38,373.27,20.91,
2009-03-20,5152,322005,深市主板,2009-03-20,24672.1,15039.21,658700.0,563.27,418.05,21.3,
2009-03-23,5158,322005,深市主板,2009-03-23,25271.87,15393.25,704000.0,605.18,434.24,21.88,
2009-03-24,5164,322005,深市主板,2009-03-24,25404.58,15476.06,670300.0,574.2,421.11,22.5,
2009-03-25,5170,322005,深市主板,2009-03-25,24824.96,15153.7,591400.0,502.99,398.3,22.13,
2009-03-26,5176,322005,深市主板,2009-03-26,25394.0,15577.82,546800.0,479.92,363.07,23.06,
2009-03-27,5182,322005,深市主板,2009-03-27,25530.36,15675.71,676100.0,574.66,420.07,23.32,
2009-03-30,5188,322005,深市主板,2009-03-30,25445.65,15788.96,548000.0,461.07,352.1,23.48,
2009-03-31,5194,322005,深市主板,2009-03-31,25648.64,15929.59,551900.0,459.94,354.53,23.83,
2009-04-01,5200,322005,深市主板,2009-04-01,26121.73,16208.3,730600.0,637.68,456.68,24.28,
2009-04-02,5206,322005,深市主板,2009-04-02,26271.39,16301.45,725000.0,636.9,451.72,24.41,
2009-04-03,5212,322005,深市主板,2009-04-03,26077.12,16459.44,667900.0,588.05,425.39,24.2,
2009-04-07,5218,322005,深市主板,2009-04-07,26218.09,16610.23,501300.0,445.19,326.46,24.31,
2009-04-08,5224,322005,深市主板,2009-04-08,25364.07,16046.25,579400.0,502.18,399.53,23.53,
2009-04-09,5230,322005,深市主板,2009-04-09,25760.06,16299.47,477200.0,406.46,310.47,23.92,
2009-04-10,5236,322005,深市主板,2009-04-10,26644.03,16841.8,662200.0,576.9,408.48,24.71,
2009-04-13,5242,322005,深市主板,2009-04-13,27091.26,17112.54,770000.0,691.27,459.87,25.16,
2009-04-14,5248,322005,深市主板,2009-04-14,27478.44,17404.81,734900.0,652.48,461.05,25.5,
2009-04-15,5254,322005,深市主板,2009-04-15,27807.08,17532.2,764200.0,678.43,477.48,26.93,
2009-04-16,5260,322005,深市主板,2009-04-16,27831.24,17573.83,825200.0,710.03,504.01,27.11,
2009-04-17,5266,322005,深市主板,2009-04-17,27447.63,17358.2,703500.0,618.65,448.29,27.17,
2009-04-20,5272,322005,深市主板,2009-04-20,28050.53,17770.93,709900.0,595.27,422.53,28.82,
2009-04-21,5278,322005,深市主板,2009-04-21,27742.92,17612.21,762700.0,651.15,487.33,28.95,
2009-04-22,5284,322005,深市主板,2009-04-22,26563.33,16837.22,763200.0,663.2,505.41,27.71,
2009-04-23,5290,322005,深市主板,2009-04-23,26748.72,16974.05,505200.0,431.94,338.41,27.67,
2009-04-24,5296,322005,深市主板,2009-04-24,26558.97,16871.79,478000.0,411.66,312.53,27.47,
2009-04-27,5302,322005,深市主板,2009-04-27,25769.52,16377.6,464700.0,372.06,303.03,26.99,
2009-04-28,5308,322005,深市主板,2009-04-28,25884.55,16482.99,397900.0,334.69,258.92,27.25,
2009-04-29,5314,322005,深市主板,2009-04-29,26633.71,16958.98,502000.0,423.68,317.31,28.02,
2009-04-30,5320,322005,深市主板,2009-04-30,27025.86,17224.87,571800.0,481.31,347.08,29.32,
2009-05-04,5326,322005,深市主板,2009-05-04,28067.65,17878.64,619100.0,546.62,379.83,30.49,
2009-05-05,5332,322005,深市主板,2009-05-05,28310.93,18047.68,641600.0,567.17,397.44,30.74,
2009-05-06,5338,322005,深市主板,2009-05-06,28675.03,18301.83,668000.0,608.38,414.71,31.26,
2009-05-07,5344,322005,深市主板,2009-05-07,28496.99,18208.34,760600.0,707.13,487.5,31.08,
2009-05-08,5350,322005,深市主板,2009-05-08,28666.11,18409.35,722400.0,653.2,452.9,31.26,
2009-05-11,5356,322005,深市主板,2009-05-11,27724.04,17854.44,775000.0,693.69,481.85,30.24,
2009-05-12,5362,322005,深市主板,2009-05-12,28483.14,18344.07,528500.0,470.51,329.48,31.08,
2009-05-13,5368,322005,深市主板,2009-05-13,28742.44,18511.16,622500.0,573.97,385.59,31.37,
2009-05-14,5374,322005,深市主板,2009-05-14,28749.53,18536.31,565000.0,509.24,367.58,31.38,
2009-05-15,5380,322005,深市主板,2009-05-15,28891.65,18640.74,524600.0,459.68,341.66,31.53,
2009-05-18,5386,322005,深市主板,2009-05-18,29119.58,18806.33,511800.0,459.22,338.51,31.77,
2009-05-19,5392,322005,深市主板,2009-05-19,29385.02,18988.57,659400.0,613.87,428.6,32.04,
2009-05-20,5398,322005,深市主板,2009-05-20,29271.77,18933.28,640800.0,592.97,432.71,31.93,
2009-05-21,5404,322005,深市主板,2009-05-21,28633.85,18489.35,600400.0,540.2,419.63,31.2,
2009-05-22,5410,322005,深市主板,2009-05-22,28577.71,18512.33,422000.0,385.43,284.4,31.14,
2009-05-25,5416,322005,深市主板,2009-05-25,28748.11,18729.31,521600.0,498.15,336.07,31.31,
2009-05-26,5422,322005,深市主板,2009-05-26,28531.8,18616.55,543600.0,512.51,360.92,31.05,
2009-05-27,5428,322005,深市主板,2009-05-27,28719.15,18815.47,452400.0,410.38,294.04,31.31,
2009-06-01,5434,322005,深市主板,2009-06-01,29409.0,19276.82,548000.0,525.83,340.99,32.09,
2009-06-02,5440,322005,深市主板,2009-06-02,29673.69,19388.39,597300.0,575.16,385.59,32.41,
2009-06-03,5446,322005,深市主板,2009-06-03,30187.59,19714.19,636700.0,608.41,401.09,33.0,
2009-06-04,5452,322005,深市主板,2009-06-04,30231.72,19725.66,677600.0,645.47,442.43,33.06,
2009-06-05,5458,322005,深市主板,2009-06-05,30303.39,19707.53,635300.0,629.0,420.23,32.98,
2009-06-08,5464,322005,深市主板,2009-06-08,30238.06,19675.89,557900.0,534.18,364.67,32.89,
2009-06-09,5470,322005,深市主板,2009-06-09,30455.23,19860.32,580300.0,545.45,376.83,33.11,
2009-06-10,5476,322005,深市主板,2009-06-10,31106.39,20076.73,633600.0,575.03,404.78,33.43,
2009-06-11,5482,322005,深市主板,2009-06-11,30731.42,19972.25,565600.0,521.39,370.78,33.04,
2009-06-12,5488,322005,深市主板,2009-06-12,30093.84,19581.39,547700.0,488.94,372.31,32.4,
2009-06-15,5494,322005,深市主板,2009-06-15,30505.43,19920.72,437100.0,435.27,285.43,32.85,
2009-06-16,5500,322005,深市主板,2009-06-16,30494.82,19925.01,427600.0,430.55,281.53,32.87,
2009-06-17,5506,322005,深市主板,2009-06-17,31117.47,20458.42,519500.0,504.48,334.27,33.55,
2009-06-18,5512,322005,深市主板,2009-06-18,31380.42,20632.76,558900.0,568.47,367.49,33.86,
2009-06-19,5518,322005,深市主板,2009-06-19,31541.22,20801.64,607900.0,597.4,404.21,34.08,
2009-06-22,5524,322005,深市主板,2009-06-22,31349.98,20680.74,561500.0,549.02,366.64,33.85,
2009-06-23,5530,322005,深市主板,2009-06-23,31285.47,20613.88,531400.0,510.71,343.69,33.79,
2009-06-24,5536,322005,深市主板,2009-06-24,31912.16,20986.23,538700.0,550.47,347.48,34.5,
2009-06-25,5542,322005,深市主板,2009-06-25,31902.79,21007.01,508900.0,502.37,334.9,34.51,
2009-06-26,5548,322005,深市主板,2009-06-26,32063.54,21130.81,472300.0,462.27,314.42,34.71,
2009-06-29,5554,322005,深市主板,2009-06-29,32487.2,21611.85,548600.0,544.47,362.62,35.23,
2009-06-30,5560,322005,深市主板,2009-06-30,32236.87,21506.89,513200.0,508.14,365.11,34.96,
2009-07-01,5566,322005,深市主板,2009-07-01,32836.52,21895.82,575600.0,574.28,374.25,35.66,
2009-07-02,5572,322005,深市主板,2009-07-02,33139.74,22114.2,653500.0,654.27,425.81,36.0,
2009-07-03,5578,322005,深市主板,2009-07-03,33710.38,22520.97,709600.0,710.44,467.99,36.65,
2009-07-06,5584,322005,深市主板,2009-07-06,34160.7,22811.59,734500.0,775.25,480.86,37.17,
2009-07-07,5590,322005,深市主板,2009-07-07,33995.85,22727.02,702500.0,721.61,467.02,36.91,
2009-07-08,5596,322005,深市主板,2009-07-08,34395.51,22974.23,612800.0,637.0,411.96,37.37,
2009-07-09,5602,322005,深市主板,2009-07-09,34898.24,23357.54,699300.0,718.84,466.7,37.92,
2009-07-10,5608,322005,深市主板,2009-07-10,35129.3,23524.25,723600.0,732.5,482.73,38.15,
2009-07-13,5614,322005,深市主板,2009-07-13,35223.11,23623.67,670600.0,688.64,451.85,38.25,
2009-07-14,5620,322005,深市主板,2009-07-14,36000.92,24144.51,704900.0,747.55,460.69,39.14,
2009-07-15,5626,322005,深市主板,2009-07-15,36482.75,24381.49,776600.0,856.59,528.28,39.65,
2009-07-16,5632,322005,深市主板,2009-07-16,36486.92,24360.38,762100.0,864.23,525.56,39.63,
2009-07-17,5638,322005,深市主板,2009-07-17,36757.78,24512.24,667700.0,732.27,460.04,39.95,
2009-07-20,5644,322005,深市主板,2009-07-20,37393.61,24986.15,776100.0,868.14,518.06,40.68,
2009-07-21,5650,322005,深市主板,2009-07-21,36790.06,24565.79,792900.0,874.58,556.74,39.98,
2009-07-22,5656,322005,深市主板,2009-07-22,37391.78,24969.63,700100.0,788.15,460.04,40.65,
2009-07-23,5662,322005,深市主板,2009-07-23,37792.18,25319.08,722800.0,799.57,491.47,41.06,
2009-07-24,5668,322005,深市主板,2009-07-24,37745.42,25293.22,744300.0,857.44,523.11,40.97,
2009-07-27,5674,322005,深市主板,2009-07-27,38452.88,25723.34,724300.0,860.25,492.24,41.72,
2009-07-28,5680,322005,深市主板,2009-07-28,38811.99,25915.36,826300.0,978.83,584.27,42.08,
2009-07-29,5686,322005,深市主板,2009-07-29,36523.98,24573.24,884300.0,1007.85,648.66,39.56,
2009-07-30,5692,322005,深市主板,2009-07-30,36888.11,24844.55,719700.0,830.74,485.75,39.97,
2009-07-31,5698,322005,深市主板,2009-07-31,38097.42,25655.44,708300.0,813.12,468.04,41.26,
2009-08-03,5704,322005,深市主板,2009-08-03,38913.27,26191.94,801200.0,950.82,530.09,42.11,
2009-08-04,5710,322005,深市主板,2009-08-04,39150.86,26396.95,844900.0,986.17,582.62,42.36,
2009-08-05,5716,322005,深市主板,2009-08-05,38832.44,26239.93,768600.0,898.23,567.15,41.99,
2009-08-06,5722,322005,深市主板,2009-08-06,38119.33,25786.3,708800.0,823.83,528.57,41.21,
2009-08-07,5728,322005,深市主板,2009-08-07,36772.47,24886.56,602000.0,697.11,438.79,39.76,
2009-08-10,5734,322005,深市主板,2009-08-10,36897.5,25100.87,484000.0,576.5,345.15,39.88,
2009-08-11,5740,322005,深市主板,2009-08-11,37191.75,25303.85,397900.0,469.19,284.3,40.19,
2009-08-12,5746,322005,深市主板,2009-08-12,35710.85,24275.06,524900.0,601.45,383.31,38.56,
2009-08-13,5752,322005,深市主板,2009-08-13,36057.75,24506.77,447300.0,522.01,313.32,38.96,
2009-08-14,5758,322005,深市主板,2009-08-14,34828.35,23694.7,498200.0,572.88,353.02,37.63,
2009-08-17,5764,322005,深市主板,2009-08-17,32575.18,22138.83,497600.0,525.56,334.37,35.15,
2009-08-18,5770,322005,深市主板,2009-08-18,32963.2,22464.18,410300.0,431.99,274.79,35.55,
2009-08-19,5776,322005,深市主板,2009-08-19,31335.06,21404.18,455500.0,475.14,316.09,33.77,
2009-08-20,5782,322005,深市主板,2009-08-20,32528.62,22234.5,461700.0,491.63,306.83,35.06,
2009-08-21,5788,322005,深市主板,2009-08-21,33275.25,22747.98,501600.0,537.15,336.53,35.88,
2009-08-24,5794,322005,深市主板,2009-08-24,34008.85,23198.28,514800.0,556.51,346.19,36.15,
2009-08-25,5800,322005,深市主板,2009-08-25,33147.22,22604.89,568500.0,605.24,401.67,35.17,
2009-08-26,5806,322005,深市主板,2009-08-26,34086.26,23261.41,548600.0,589.7,373.17,36.17,
2009-08-27,5812,322005,深市主板,2009-08-27,34075.39,23280.63,568900.0,588.99,393.39,36.15,
2009-08-28,5818,322005,深市主板,2009-08-28,32967.29,22544.89,458600.0,491.51,328.41,34.92,
2009-08-31,5824,322005,深市主板,2009-08-31,30586.04,20936.2,472800.0,491.0,323.78,32.34,
2009-09-01,5830,322005,深市主板,2009-09-01,30444.44,20847.88,407100.0,413.86,266.07,32.25,
2009-09-02,5836,322005,深市主板,2009-09-02,30667.91,21013.68,335300.0,335.88,222.81,32.51,
2009-09-03,5842,322005,深市主板,2009-09-03,32431.21,22174.09,498100.0,519.1,332.48,34.42,
2009-09-04,5848,322005,深市主板,2009-09-04,32840.18,22489.96,509000.0,548.7,345.72,34.87,
2009-09-07,5854,322005,深市主板,2009-09-07,33151.23,22763.12,529000.0,574.87,357.56,35.21,
2009-09-08,5860,322005,深市主板,2009-09-08,33886.67,23242.25,528300.0,589.18,367.46,36.03,
2009-09-09,5866,322005,深市主板,2009-09-09,34255.4,23434.53,562600.0,674.88,398.4,36.43,
2009-09-10,5872,322005,深市主板,2009-09-10,33910.73,23183.6,452000.0,512.15,328.22,36.04,
2009-09-11,5878,322005,深市主板,2009-09-11,34616.12,23596.3,502700.0,558.09,348.54,36.46,
2009-09-14,5884,322005,深市主板,2009-09-14,35495.27,24220.75,617200.0,678.17,409.97,37.39,
2009-09-15,5890,322005,深市主板,2009-09-15,35765.15,24389.11,621600.0,672.7,431.01,37.65,
2009-09-16,5896,322005,深市主板,2009-09-16,35516.6,24260.42,618300.0,670.44,443.08,37.34,
2009-09-17,5902,322005,深市主板,2009-09-17,36124.69,24693.61,622500.0,662.37,416.45,37.99,
2009-09-18,5908,322005,深市主板,2009-09-18,34893.24,23861.68,698800.0,739.05,491.49,36.69,
2009-09-21,5914,322005,深市主板,2009-09-21,35131.47,24068.37,521800.0,560.77,358.26,36.96,
2009-09-22,5920,322005,深市主板,2009-09-22,34342.49,23553.88,515000.0,571.3,360.31,36.14,
2009-09-23,5926,322005,深市主板,2009-09-23,33338.76,22835.07,463400.0,506.28,327.34,35.1,
2009-09-24,5932,322005,深市主板,2009-09-24,33271.02,22785.6,418700.0,448.77,293.56,35.04,
2009-09-25,5938,322005,深市主板,2009-09-25,33017.42,22629.87,315700.0,326.23,217.85,34.78,
2009-09-28,5944,322005,深市主板,2009-09-28,32093.25,22016.35,291500.0,294.13,209.98,33.8,
2009-09-29,5950,322005,深市主板,2009-09-29,31679.55,21755.59,308200.0,296.46,215.57,33.39,
2009-09-30,5956,322005,深市主板,2009-09-30,32102.18,22039.68,278600.0,288.68,186.06,33.84,
2009-10-09,5962,322005,深市主板,2009-10-09,33719.45,23156.48,345000.0,375.7,227.4,35.56,
2009-10-12,5968,322005,深市主板,2009-10-12,33760.21,23208.02,364800.0,399.2,244.35,35.61,
2009-10-13,5974,322005,深市主板,2009-10-13,34251.96,23541.62,337900.0,363.12,226.74,36.12,
2009-10-14,5980,322005,深市主板,2009-10-14,34587.72,23771.27,500500.0,563.92,334.58,36.47,
2009-10-15,5986,322005,深市主板,2009-10-15,34766.99,23897.04,440700.0,492.96,298.34,36.66,
2009-10-16,5992,322005,深市主板,2009-10-16,34896.38,23961.85,412800.0,463.74,293.59,36.8,
2009-10-19,5998,322005,深市主板,2009-10-19,35976.51,24737.29,568400.0,666.0,385.36,37.95,
2009-10-20,6004,322005,深市主板,2009-10-20,36669.83,25105.93,615700.0,719.44,414.83,38.5,
2009-10-21,6010,322005,深市主板,2009-10-21,36655.32,25114.7,614400.0,688.1,411.33,38.47,
2009-10-22,6016,322005,深市主板,2009-10-22,36594.8,25089.19,544300.0,581.02,361.86,38.38,
2009-10-23,6022,322005,深市主板,2009-10-23,37143.23,25491.96,654300.0,707.84,410.07,39.0,
2009-10-26,6028,322005,深市主板,2009-10-26,37129.34,25476.37,560000.0,624.74,370.71,38.99,
2009-10-27,6034,322005,深市主板,2009-10-27,36072.07,24774.62,560700.0,629.72,398.62,37.89,
2009-10-28,6040,322005,深市主板,2009-10-28,36435.38,25030.63,476800.0,531.79,327.93,38.28,
2009-10-29,6046,322005,深市主板,2009-10-29,35585.19,24509.61,481000.0,533.2,330.4,37.41,
2009-10-30,6052,322005,深市主板,2009-10-30,35957.21,24774.57,482600.0,543.69,314.95,37.8,
2009-11-02,6059,322005,深市主板,2009-11-02,37049.02,25570.81,598500.0,658.91,395.04,38.99,
2009-11-03,6066,322005,深市主板,2009-11-03,37650.44,26011.55,745800.0,825.47,488.45,39.59,
2009-11-04,6073,322005,深市主板,2009-11-04,37902.04,26179.69,740800.0,824.72,491.13,39.85,
2009-11-05,6080,322005,深市主板,2009-11-05,38011.4,26260.47,623300.0,664.94,417.26,39.95,
2009-11-06,6087,322005,深市主板,2009-11-06,38294.79,26443.94,741700.0,798.9,481.35,40.24,
2009-11-09,6094,322005,深市主板,2009-11-09,38514.73,26585.63,629000.0,671.89,418.31,40.43,
2009-11-10,6101,322005,深市主板,2009-11-10,38697.63,26700.25,652800.0,736.89,440.86,40.67,
2009-11-11,6108,322005,深市主板,2009-11-11,38824.78,26768.21,566100.0,629.08,389.36,40.81,
2009-11-12,6115,322005,深市主板,2009-11-12,38992.9,26887.45,623400.0,687.51,419.46,40.99,
2009-11-13,6122,322005,深市主板,2009-11-13,39347.05,27244.47,634000.0,717.46,423.62,41.38,
2009-11-16,6129,322005,深市主板,2009-11-16,40414.55,27973.54,839300.0,984.31,548.44,42.52,
2009-11-17,6136,322005,深市主板,2009-11-17,40467.28,28002.37,746300.0,877.29,525.97,42.62,
2009-11-18,6143,322005,深市主板,2009-11-18,40535.62,28049.7,737300.0,826.65,502.84,42.67,
2009-11-19,6150,322005,深市主板,2009-11-19,40906.61,28314.99,781400.0,867.56,526.34,43.05,
2009-11-20,6157,322005,深市主板,2009-11-20,41119.47,28457.65,803200.0,894.87,537.85,43.22,
2009-11-23,6164,322005,深市主板,2009-11-23,41673.89,28818.89,758000.0,878.27,507.98,43.81,
2009-11-24,6171,322005,深市主板,2009-11-24,40059.38,27661.23,1097300.0,1277.74,766.52,42.08,
2009-11-25,6178,322005,深市主板,2009-11-25,41407.88,28573.47,859200.0,975.2,553.42,43.44,
2009-11-26,6185,322005,深市主板,2009-11-26,40042.19,27628.05,1014200.0,1175.31,685.58,42.0,
2009-11-27,6192,322005,深市主板,2009-11-27,38659.29,26732.77,721700.0,796.74,480.31,40.58,
2009-11-30,6199,322005,深市主板,2009-11-30,40339.16,27944.85,611300.0,715.64,393.04,42.41,
2009-12-01,6206,322005,深市主板,2009-12-01,41217.59,28618.49,710400.0,827.04,462.7,43.36,
2009-12-02,6213,322005,深市主板,2009-12-02,41685.22,28967.51,769000.0,905.23,512.39,43.84,
2009-12-03,6220,322005,深市主板,2009-12-03,41765.56,29026.16,703400.0,823.61,486.04,43.95,
2009-12-04,6227,322005,深市主板,2009-12-04,41394.13,28764.11,875300.0,1015.99,598.36,43.62,
2009-12-07,6234,322005,深市主板,2009-12-07,41962.02,29162.24,581700.0,711.06,404.03,44.22,
2009-12-08,6241,322005,深市主板,2009-12-08,41799.66,29042.98,632000.0,747.76,447.7,44.04,
2009-12-09,6248,322005,深市主板,2009-12-09,41202.38,28652.2,511400.0,601.65,382.81,43.42,
2009-12-10,6255,322005,深市主板,2009-12-10,41521.88,28886.24,438400.0,519.87,313.36,43.74,
2009-12-11,6262,322005,深市主板,2009-12-11,41531.36,28892.04,445400.0,510.62,318.86,43.77,
2009-12-14,6269,322005,深市主板,2009-12-14,41597.68,28896.58,487800.0,582.9,361.6,43.87,
2009-12-15,6276,322005,深市主板,2009-12-15,41395.11,28832.98,485400.0,587.32,352.8,43.63,
2009-12-16,6283,322005,深市主板,2009-12-16,40968.62,28570.93,390600.0,476.9,297.24,43.17,
2009-12-17,6290,322005,深市主板,2009-12-17,39882.97,27824.73,424100.0,498.99,337.21,42.03,
2009-12-18,6297,322005,深市主板,2009-12-18,38377.13,26787.83,428900.0,496.56,329.26,40.45,
2009-12-21,6304,322005,深市主板,2009-12-21,38802.49,27096.58,307200.0,361.37,219.29,40.9,
2009-12-22,6311,322005,深市主板,2009-12-22,37683.26,26329.11,347800.0,415.75,257.01,39.72,
2009-12-23,6318,322005,深市主板,2009-12-23,38217.63,26738.31,314400.0,374.68,214.11,40.3,
2009-12-24,6325,322005,深市主板,2009-12-24,39514.75,27645.52,410300.0,506.34,288.51,41.69,
2009-12-25,6332,322005,深市主板,2009-12-25,39625.26,27767.3,356300.0,433.34,261.08,41.8,
2009-12-28,6339,322005,深市主板,2009-12-28,40257.16,28218.75,393700.0,467.96,268.85,42.46,
2009-12-29,6346,322005,深市主板,2009-12-29,40363.42,28324.19,408200.0,483.2,280.23,42.58,
2009-12-30,6353,322005,深市主板,2009-12-30,40578.91,28463.93,468600.0,587.75,325.81,42.82,
2009-12-31,6360,322005,深市主板,2009-12-31,40801.25,28651.11,407800.0,507.75,280.79,43.04,
2010-01-04,6367,322005,深市主板,2010-01-04,40764.88,28614.94,429000.0,528.79,305.5,42.8,
2010-01-05,6374,322005,深市主板,2010-01-05,40885.03,28728.68,549800.0,691.17,392.18,42.88,
2010-01-06,6381,322005,深市主板,2010-01-06,40871.0,28665.08,544400.0,706.25,394.8,42.86,
2010-01-07,6388,322005,深市主板,2010-01-07,40145.34,28111.98,571900.0,719.53,419.93,42.07,
2010-01-08,6395,322005,深市主板,2010-01-08,40407.37,28328.24,456900.0,557.69,325.43,42.32,
2010-01-11,6402,322005,深市主板,2010-01-11,40314.72,28278.88,537100.0,668.19,368.75,42.2,
2010-01-12,6409,322005,深市主板,2010-01-12,41033.97,28829.12,576800.0,738.72,399.8,43.01,
2010-01-13,6416,322005,深市主板,2010-01-13,40162.5,28268.46,643800.0,823.77,464.67,42.08,
2010-01-14,6423,322005,深市主板,2010-01-14,40916.21,28823.66,618500.0,754.44,421.38,42.86,
2010-01-15,6430,322005,深市主板,2010-01-15,41171.89,28984.51,553200.0,667.75,389.06,43.09,
2010-01-18,6437,322005,深市主板,2010-01-18,41917.25,29472.37,586800.0,720.17,406.34,43.12,
2010-01-19,6444,322005,深市主板,2010-01-19,41897.41,29465.06,585300.0,712.87,411.33,43.11,
2010-01-20,6451,322005,深市主板,2010-01-20,40531.28,28474.33,702300.0,837.12,515.77,41.62,
2010-01-21,6458,322005,深市主板,2010-01-21,40585.02,28516.59,470500.0,564.88,339.59,41.65,
2010-01-22,6465,322005,深市主板,2010-01-22,39543.84,27786.4,534800.0,635.85,388.95,40.54,
2010-01-25,6472,322005,深市主板,2010-01-25,39077.31,27464.31,356100.0,392.9,250.06,40.5,
2010-01-26,6479,322005,深市主板,2010-01-26,37762.17,26569.71,403400.0,457.71,293.2,39.14,
2010-01-27,6486,322005,深市主板,2010-01-27,37402.23,26357.67,330000.0,391.74,241.41,38.76,
