,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2013-05-31,-0.013010763484858856,0.00016927996645893655,8.134841297261432e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-03,-0.000725045266049662,5.256906378210251e-07,9.197737823569232e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-04,-0.013819700325560902,0.0001909841170883081,0.00010182619120804722,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-05,0.0020987860040282413,4.404902690704833e-06,4.569554335567053e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-06,-0.015691001158440798,0.0002462075173541905,8.391002091077962e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-07,-0.026737760599123916,0.0007149078418560634,0.00014456864875343907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-13,-0.03852411970965264,0.001484107799403647,0.0009126646334932395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-06-14,0.005562967725722956,3.094660991743524e-05,6.21635889929972e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-17,-0.008879491839607567,7.884537532965738e-05,0.0001409852855763892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-18,0.007864761647146779,6.185447576643091e-05,0.00010462372288719828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-19,-0.0058749525185994855,3.451506709579844e-05,0.00042881157927461555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-20,-0.03304840883400928,0.0010921973264598225,0.00014684223883060563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-21,-0.0014038727324177103,1.970858648825968e-06,0.0006493328288394436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-24,-0.0696682252719647,0.004853661612545221,0.0007528228279562506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-25,-0.012387105287761102,0.00015344037741007907,0.002112906422639976,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-26,0.009467919213768994,8.964149423845609e-05,0.0004053063837018647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-27,-0.0029211051608157845,8.53285536054461e-06,0.0003620719928953496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-28,0.019705601278692697,0.00038831072175481526,0.00041751427506919156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-01,0.003115564434008178,9.706741742456698e-06,0.00020533261426380957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-02,0.006503407625721991,4.2294310746298944e-05,0.00021232742383367587,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-03,-0.008414935860731276,7.081114554022123e-05,0.00025956081885067264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,0.012944592772901942,0.0001675624820562652,0.00033649304807945436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-05,0.006702152067905587,4.491884234133113e-05,0.00040828438676181373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-08,-0.028265324435709616,0.0007989285654559232,0.0006246491755335619,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-09,-0.004877258144043495,2.3787647003638594e-05,0.00020342154591894245,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-10,0.03246266730104885,0.0010538247682985865,0.00022699204713898564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,0.041602355458564944,0.0017307559797007884,0.0003810028986502773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-12,-0.021229855201166714,0.0004507067518625054,0.00031989116609476407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-15,0.015470931663903897,0.0002393497265491842,0.0005406205040104997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-16,0.005992256566244691,3.590713875570262e-05,0.00020014614579856764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-17,-0.01512353383985321,0.00022872127580518515,0.00036272932994180354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-18,-0.01998178965298969,0.0003992719177363258,0.00020811405517362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-19,-0.030870383915120314,0.000952980603066919,0.00032062530951673223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-22,0.002637440919222911,6.9560946023913935e-06,0.0002925458345267651,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-23,0.035723539194368215,0.001276171252571562,0.00036895837608300953,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-24,-0.0035032473853640056,1.2272742243059742e-05,0.00025702988473697057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-07-25,-0.005211487148006455,2.7159598293836456e-05,0.00035762391269408773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-26,-0.006511667465874282,4.24018131861256e-05,0.000219456550981301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-29,-0.022542372771363617,0.0005081585701631158,0.0004383182031065423,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-07-30,0.008005913386519126,6.409464915244614e-05,0.0003459869059138784,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-07-31,0.0045471138786084,2.0676244625033124e-05,0.000604517464751149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-01,0.021200766795109516,0.0004494725127006182,0.00021580047779704635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-02,0.003734920903841754,1.3949634157954105e-05,0.0004511980601944163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-05,0.012348286271594233,0.00015248017384524262,0.00010135784604362226,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-06,0.010212684545066963,0.00010429892561704961,0.00017091770830512322,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-07,-0.00579339790564859,3.3563459293173464e-05,0.00018853438162460127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-08,0.002316952037551445,5.368266744313793e-06,9.982968325213251e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-09,0.0038251453086779463,1.46317366325009e-05,0.00024297259561310738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-12,0.02554387582244999,0.0006524895920327452,0.00020245072928738676,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-13,0.0007081602604159798,5.014909544324283e-07,7.669104052137238e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-14,-0.0030947133168375274,9.57725051341153e-06,0.00011761922755706556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-15,-0.013031946485890344,0.0001698316292111097,9.106350576747114e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-16,-0.007413603299612603,5.496151388402688e-05,0.0007211520753172733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-19,0.014298451735173856,0.00020444572202309624,0.0001517856550708011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-20,-0.006193619423555674,3.836092156384612e-05,0.00016139751137663152,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-21,0.00018578501812704928,3.451607296046803e-08,0.00015860503234501876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-22,0.0010860906842893314,1.1795929745000682e-06,9.417800093407647e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-23,-0.009598326602006324,9.212787355878227e-05,0.0002647562028272901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-08-26,0.020398444367005553,0.0004160965325938206,9.203075720771623e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2013-08-27,0.0008634988789353315,7.456303139225743e-07,8.589357307113316e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013-08-28,-0.009925899885820044,9.852348854332237e-05,0.00025236549679034985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2013-08-29,-0.005449856179049917,2.9700932372328558e-05,0.00010985596294254421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013-08-30,-0.001463120434831211,2.140721406820672e-06,0.0001380409195779071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-09-02,0.004998168018630622,2.4981683542461958e-05,0.00014119668501084832,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-03,0.014984971838099881,0.00022454938098864652,8.115964227463375e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-04,-0.0027619236129492464,7.628222043766619e-06,4.083554560068518e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-05,-0.007083179054307109,5.0171425515374954e-05,5.077682064808484e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-06,-0.000691762083169678,4.785347797112525e-07,6.952787205733096e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-09,0.026740832452313512,0.0007150721202427035,0.00016788704083906724,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-10,0.015388805304073827,0.00023681532868669074,9.477793318688686e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-11,0.004505485242598084,2.0299397271269118e-05,0.00017765426073925223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-12,0.004513963839594126,2.0375869545163345e-05,0.0001202762241843195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-13,-0.0031420943171607263,9.872756697933732e-06,0.00010113508128287718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-16,-0.0032905727311938193,1.0827868899276351e-05,9.277145088237767e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-09-17,-0.01926511154575472,0.00037114452287037185,0.00014305463903472435,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-18,-0.0015364207724495316,2.3605887900144153e-06,0.0001213347954553367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-23,0.027740102440127146,0.000769513283388748,0.00011035769185300581,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2013-09-24,-0.006268971048196903,3.9299998003130974e-05,0.00014597769858955745,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013-09-25,-0.005913721599100086,3.4972103151662874e-05,9.20915724011679e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-09-26,-0.020435609512720276,0.00041761413615638344,0.00014484624043716794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-09-27,0.003881327691733105,1.5064704650614234e-05,7.367214358849855e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013-09-30,0.004977975601024198,2.4780241084392226e-05,8.010243628500755e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2013-10-08,0.01941896669978682,0.00037709626768742946,0.00013872426550783648,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
2013-10-09,-0.001586231477370248,2.5161302998001995e-06,9.453102228322996e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-10,0.002076808041334033,4.313131640549702e-06,0.00016974441839739422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-11,0.005989540259346171,3.58745925183286e-05,0.00013197800999287495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-14,0.002529423164833844,6.397981546798059e-06,7.792182420107927e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-15,-0.006845215051571429,4.685696910226005e-05,0.00011691167358454371,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-16,-0.018265088439823884,0.0003336134557145881,0.00015659478953228826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-17,-0.002539840922951342,6.450791913898324e-06,0.00013105120473097328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-18,0.007444175550137544,5.5415749621265605e-05,0.00010690645121620432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-21,0.017853916706775053,0.00031876234177246135,0.000104981751911792,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-22,-0.013811947788401113,0.00019076990170951842,9.221516428220515e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-23,-0.012453612267652403,0.00015509245851302243,0.00018227999425623833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-24,-0.0031106858939526916,9.676366730836256e-06,0.00023269997135870045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-10-25,-0.012677648269290742,0.00016072276563985056,0.00020525489331840404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-10-28,-0.005136318451132382,2.6381767231442956e-05,0.00012240257524352195,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2013-10-29,0.007438070574288247,5.532489386809269e-05,0.00034948419668048527,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013-10-30,0.018222231183257165,0.0003320497092960698,0.00017129084628021696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-10-31,-0.012820673343515665,0.00016436966498113313,0.0001432961598364178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-11-01,0.0008652869569658606,7.48721517895239e-07,0.00012928462476217005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-11-04,-0.004124817258849944,1.7014117418906368e-05,0.00011765776923274024,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2013-11-05,0.004126000449263145,1.7023879707319678e-05,0.0002493065712044143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-11-06,-0.01957936065923782,0.00038335136382450967,0.00012062223209905074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2013-11-07,-0.005761110215601661,3.319039091630982e-05,0.00014980715803454114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013-11-08,-0.010350398734098931,0.00010713075395483675,0.00014069893642580002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-11-11,0.0016258203895294088,2.6432919390095586e-06,0.00012585973979075958,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2013-11-12,0.013453526669026772,0.00018099737983421458,0.00012559883331555156,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-11-13,-0.02053969939757394,0.0004218792513426993,0.00020378588881204905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2013-11-14,0.00559890124179141,3.1347695115333386e-05,0.00011244615955138854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013-11-15,0.018148476173646344,0.000329367187425409,0.00019327989960986482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-11-18,0.025889075243441084,0.0006702442169605541,0.00012283358536447942,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2013-11-19,-0.007364195457109091,5.423137473050617e-05,9.210238089725585e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-11-20,0.005829655990302385,3.398488896526848e-05,0.00014553524536449654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2013-11-21,-0.00455287637194246,2.072868325819194e-05,0.00020488228138289293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013-11-22,-0.006950427616359889,4.8308444050258205e-05,9.532964849041302e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-11-25,-0.004024327629492674,1.6195212869498128e-05,0.000138336298999193,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2013-11-26,-0.0016960392004623515,2.8765489695049722e-06,6.913725582006191e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-11-27,0.009767629898698615,9.540659383795112e-05,0.00013169299482688083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2013-11-28,0.011874817032715868,0.00014101127956047887,8.001203117697182e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013-11-29,-0.0006740397821634048,4.5432962793889017e-07,3.942685778896229e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013-12-02,-0.01961970228066967,0.0003849327175821147,0.0003716759510216885,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-12-03,0.013738896632720099,0.00018875728068456767,8.153091172988191e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-12-04,0.0126717714822977,0.00016057379249957324,8.685471827487936e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-12-05,-0.004665071936416965,2.1762896171945127e-05,7.999484500970634e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-12-06,-0.003992404411821582,1.593929298753243e-05,5.6946479142969746e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-12-09,-0.0008224635062816787,6.76446219165153e-07,9.287299159845097e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-12-10,0.004041275653774434,1.633190890978998e-05,8.157638412715915e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-12-11,-0.017021190861278512,0.00028972093833607115,0.00010933248060481722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-12-12,-0.0010886086813393092,1.1850688610873097e-06,4.954768626476325e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-12-13,0.0034663356647364196,1.2015482940623675e-05,8.607010438577024e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-12-16,-0.01881810885504187,0.0003541212208802053,7.8486910841163e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-12-17,-0.007186691209122742,5.16485305352821e-05,4.7606013475303614e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-12-18,0.002859510361041373,8.176799504902963e-06,6.258378116376823e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-12-19,-0.010894450934033628,0.00011868906115406619,0.00010886989199324743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-12-20,-0.0224628140278611,0.0005045780140502734,0.00017419575224941302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-12-23,0.002856566431688634,8.159971778650336e-06,0.00013893054054576846,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-12-24,0.004734995679294585,2.2420184082938385e-05,0.00013324598352433008,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-12-25,0.008551386163253127,7.312620531307704e-05,0.00013137027780689794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-12-26,-0.024892351670283475,0.0006196291716770645,0.00015384605506913658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-12-27,0.019005762670992965,0.0003612190147061096,0.0001354994088934732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-12-30,-0.006175186231073937,3.813292498844513e-05,6.27341517241538e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-12-31,0.015196535377787868,0.00023093468748835826,0.00014327521385180825,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2014-01-02,-0.0009115445273941702,8.309134254222612e-07,7.378353681385214e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2014-01-03,-0.010662492484073027,0.0001136887459729138,0.00010956501681678921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-06,-0.02648893200032454,0.0007016635185178174,0.00029971189916067547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-01-07,-0.0015552232063527072,2.4187192215779954e-06,9.088967131115444e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-01-08,-0.000534325970766858,2.8550424303594516e-07,0.00012246255735274173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-09,-0.007125945332392192,5.0779096880242065e-05,8.155190746243775e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-10,-0.012822703847024997,0.00016442173394850965,0.00016689429197341997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-13,-0.009918218566015824,9.837105952326099e-05,0.000108168530224197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-01-14,0.01223377660442182,0.00014966529000689867,9.766133375722795e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-01-15,0.0003951855238764068,1.561715982814701e-07,6.600310019629837e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-16,-0.0002060508535564054,4.2456954251323225e-08,6.758591542148917e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-17,-0.016127324816419986,0.00026009060573431594,8.973205208892465e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-20,-0.0026850036271515165,7.2092444778168e-06,0.00010162245887419927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-01-21,0.009141629609114688,8.356939191024235e-05,9.480699648335707e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-01-22,0.029458697923400834,0.0008678148833421806,0.0001423446401336476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-23,-0.004097662714341865,1.6790839720507545e-05,5.695796242294098e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-24,0.008523659647128312,7.265277378008354e-05,8.142897386936337e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-27,-0.013147562986320693,0.00017285841247926991,0.0001387445216592869,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-01-28,-0.0015219494730676075,2.3163301985707683e-06,0.0001115539705946845,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-01-29,-0.004293024483974506,1.8430059220004573e-05,4.70157569905584e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-30,-0.01766512649416896,0.0003120566940549901,5.567969358741692e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-07,0.005785705971611321,3.3474393589938905e-05,0.00011745345157407841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2014-02-10,0.02535535699001379,0.0006428941280910411,0.0001069567346764957,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-02-11,0.0033175155728137895,1.1005909575862006e-05,8.718679105916739e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-12,0.008127006268876968,6.604823089436555e-05,7.588638762796e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-02-13,-0.005707161606954614,3.257169360789677e-05,7.568544786125067e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-14,0.003384824645491946,1.145703788072968e-05,5.5508283427984144e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-02-17,0.00760821248774235,5.7884897258638634e-05,6.321961136330756e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-02-18,-0.014133977841293444,0.00019976932961817407,8.685573177904489e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-19,0.015389489740471163,0.0002368363944720672,8.258717444241098e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-02-20,-0.01415819741076163,0.00020045455392209735,0.00018070532473516833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-21,-0.01174410715259988,0.00013792405281174767,7.025530828979057e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-02-24,-0.027207429315060594,0.0007402442099340186,0.0004413635686951297,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2014-02-25,-0.032143740922185415,0.0010332200804725772,0.0001704190971642469,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-02-26,0.002143119283298134,4.592960262444307e-06,0.0002107430123290703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
