,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2010-09-07,0.0022811827819406716,5.203794884622582e-06,0.00017391714874356263,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2010-09-08,0.003424842316984922,1.1729544896210647e-05,0.00012552751918341878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2010-09-09,-0.022204513849372276,0.0004930404352869653,0.0001764484445806401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2010-09-10,0.005708750024243869,3.258982683930438e-05,0.00018410409675076561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2010-09-13,0.013725521594411205,0.00018838994303864833,0.0001255820482683024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2010-09-14,-0.0021356624215513875,4.561053978826736e-06,0.00012365736410139465,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2010-09-15,-0.021953856715205333,0.0004819718246717663,0.00013969226009931556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2010-09-16,-0.021978088873723323,0.0004830363905412809,0.00024309330181597412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2010-09-17,0.003954007136954374,1.5634172439086125e-05,0.00013551492699681128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2010-09-20,-0.005181020401296976,2.684297239865548e-05,0.00027459867069617127,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2010-09-21,0.005403153513471537,2.9194067890139815e-05,0.00011498118256456667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2010-09-27,0.0176012642815504,0.0003098045043089819,0.00011901397340463066,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
2010-09-28,-0.011930860125996645,0.00014234542334609667,8.743307883682631e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2010-09-29,-0.004500782098936895,2.0257039502110803e-05,0.00013084460432889815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2010-09-30,0.021565765009691873,0.0004650822204532503,9.413050547382327e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2010-10-08,0.037885771678407565,0.0014353316956684287,0.000245076120309417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
2010-10-11,0.02702385904811777,0.0007302889578525367,0.0005633640673689547,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-12,0.011022043708749152,0.00012148544751757675,0.0001462312913872118,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-13,0.018395571959581858,0.0003383970677201543,0.00036920254994795144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-14,-0.007589626690036155,5.7602433294109165e-05,0.00039099394494864593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-15,0.02040096536540581,0.0004161993878404874,0.0003543877871783022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-10-18,-0.009146713532219408,8.366236844048564e-05,0.0007133043640723919,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-19,0.025054912411420105,0.0006277486359439332,0.00037083338939844924,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-20,0.012246031519111966,0.00014996528796708372,0.0009449842305306815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-21,-0.001409216845200234,1.9858921167961005e-06,0.00036760638864343664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-22,0.008616232372048671,7.423946028913946e-05,0.00023075218460373627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-10-25,0.03778160703645206,0.0014274498302568838,0.0002238663540637047,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2010-10-26,-0.0003087660451797092,9.533647065591821e-08,0.00026818865822710736,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010-10-27,-0.020439875122969298,0.0004177884950425792,0.00034432312737725735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010-10-28,-0.0005316540626303379,2.826560423113432e-07,0.00041200538483687386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010-10-29,-0.005801839768933448,3.366134470437772e-05,0.0002552474086127732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010-11-01,0.027778693034163027,0.0007716557866862575,0.00018471576996823965,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-02,-0.007105483189764783,5.0487891360029915e-05,0.0003208908996024591,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-03,-0.018770364943986095,0.0003523266001304221,0.0003747379704113927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-04,0.015045990461649339,0.0002263818289720429,0.00022805375853002217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-05,0.010072136578372692,0.00010144793525339317,0.00030155306053085125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-08,0.005369528373833532,2.8831834957403373e-05,0.0001415932005053569,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-09,-0.006759082894419066,4.568520157362842e-05,0.00016836849912233812,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-10,-0.0006280094604758091,3.943958824471168e-07,0.00017375779627737593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-11,-0.0015143873314080736,2.2933689895292664e-06,0.00022486487467849895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-12,-0.07260638139552533,0.005271686619352487,0.0009480251111035483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-15,0.006387425802873992,4.079920838722046e-05,0.0005536873107788909,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-16,-0.0472264779982563,0.0022303402241197865,0.000617642910450707,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-17,-0.0248434555353505,0.0006171972829369374,0.0006688946479946371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-18,0.01900517814956615,0.0003611967964967466,0.000449218698777394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-19,0.01224955992885235,0.00015005171845054518,0.0006590531948766896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-22,0.0006260315496700031,3.9191550118222555e-07,0.00027440034276752346,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-23,-0.019793833125046234,0.00039179582978217755,0.0006433298223701621,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-11-24,0.028220018325093577,0.0007963694342686173,0.0004176002016224919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010-11-25,0.015706547243784286,0.00024669562632122775,0.00024198116140494036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2010-11-26,-0.005175986346404926,2.6790834658170215e-05,0.0002970863998964736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010-11-29,-0.00019620698464173358,3.8497180822201477e-08,0.00021281713455547407,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2010-11-30,-0.01610305275993973,0.0002593083081894025,0.0006643894313803899,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010-12-01,-0.002102516043324343,4.42057371243625e-06,0.00026130151714513045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-02,0.007980818592661976,6.369346540897908e-05,0.000588380662566034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-03,0.0027345882688916134,7.477973000359631e-06,0.00020720556070354985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-06,-0.0016263318067437638,2.644955145626435e-06,0.00021483895068944982,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-07,0.018678537823561214,0.0003488877752262069,0.00033045291766043393,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-08,-0.0032913392545523834,1.083291408855744e-05,0.0002559716198669274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-09,-0.020998277201169202,0.0004409276454171423,0.0001956823597159459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-10,0.008639625461301037,7.464312811156115e-05,0.0002116811913767639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-13,0.03505595214038948,0.0012289197804692777,0.00018235705969130825,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-14,0.001671594477567595,2.794228097434481e-06,0.00011342987831703247,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-15,-0.007551683137021925,5.70279182019813e-05,0.0001464555660369757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-16,-0.002628680337197764,6.90996031517015e-06,0.00010895579536463336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-17,-0.0028236844967253205,7.973194137046926e-06,5.599633203878585e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-20,-0.01596185114451565,0.0002547806919596755,0.00045625411599662687,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-21,0.02476729036285974,0.0006134186719182049,0.0001842509603595189,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-22,-0.008229568197535286,6.772579271788418e-05,0.0001724581975127152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-23,-0.009631135622775844,9.275877338430184e-05,0.0002039168812092621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-24,-0.006963127832237959,4.848514920808689e-05,0.00029862890748228257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-12-27,-0.02040695868212339,0.00041644396265389113,0.0002609885241817163,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2010-12-28,-0.019649345467732005,0.00038609677731028027,0.0002875258320666885,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010-12-29,0.0041988021168197776,1.7629939216210244e-05,0.00015092905570802766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010-12-30,0.0020071369752052703,4.028598837236162e-06,0.00021932571469979897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010-12-31,0.025991962224994225,0.0006755821003055268,0.00015856300368785234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2011-01-04,0.020336726774811353,0.00041358245591332897,0.00020510971925463993,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-01-05,-0.005274015128337695,2.7815235573934868e-05,0.00017451700611607738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-06,-0.003800016375965498,1.4440124457605958e-05,0.0001479706449111813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-07,-0.002043411268118689,4.1755296106744285e-06,0.0002502654883287172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-10,-0.019497025966254355,0.00038013402152879656,0.00017850052151559788,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-11,0.00437039689691332,1.9100369036549576e-05,0.00020377207326491466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-12,0.002001198482760813,4.00479536740418e-06,0.0001761749483455574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-13,0.0010759738358725457,1.15771969548228e-06,0.0001549435888098574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-14,-0.010451795174811096,0.0001092400223762045,0.00019312084093416821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-17,-0.046581719258000476,0.0021698565690311724,0.00030896350319376643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-18,0.003145554343582546,9.894512128431023e-06,0.00016113203285565133,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-19,0.024748160250272377,0.0006124714357731618,0.00014324008761937748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-20,-0.042303423286345065,0.0017895796217436818,0.00027134465176631634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-21,0.006310267549027415,3.981947654030846e-05,0.0005166835971877339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-24,-0.01306091320645919,0.0001705874537866601,0.00031004322778801184,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-01-25,-0.0037104434970611777,1.3767390944883581e-05,0.00021755190212061269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-26,0.0133040002640481,0.0001769964230257919,0.00014695932283520318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-27,0.016727040993226083,0.00027979390038906585,0.00041779531067739033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-28,0.008349718153494834,6.971779324280118e-05,0.00010493393117801445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-31,0.008409809574871474,7.072489708559992e-05,8.025461463047025e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-01,-0.00026431876162469337,6.986440774681147e-08,6.150625223386937e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-09,-0.015427559735503138,0.00023800959939251765,0.00018050784525454135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
2011-02-10,0.03024447279216247,0.0009147281344758559,0.00019100312819276196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-11,0.009972694351032985,9.94546326191252e-05,0.0001524119435883895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-14,0.035585443974483155,0.0012663238228610796,0.00023742260465666753,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-15,-0.0020605617329234605,4.245914655188534e-06,0.00014680147294324534,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-16,0.013540365761347317,0.00018334150495106672,0.00015512400272641304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-17,-0.00752071849512248,5.6561206682877345e-05,0.0002205933141774841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-18,-0.013796287079507863,0.0001903375371801956,0.00022594088108362912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-21,0.020354173158088074,0.000414292364949433,0.0001511580038593169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-02-22,-0.03149815744479589,0.000992133922417151,0.0003152655368985952,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-23,0.001551708772806748,2.4078001156054237e-06,0.00014792204013943278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-24,0.006838968498273701,4.677149012038004e-05,0.0001887708658423837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-25,0.004398652039778739,1.9348139767049658e-05,0.00022049035444791196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-28,0.021033571468969114,0.00044241112874023156,0.00016292163177052298,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-01,0.003581275840687681,1.2825536647093256e-05,0.00013550031755471065,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-02,-0.005300258372130884,2.8092738811343526e-05,0.00030699620665603145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-03,-0.014239582111024163,0.00020276569869659934,0.0002127976431885176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-04,0.015292576860707285,0.00023386290704063988,0.00017644075265588546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-07,0.01897830395557598,0.0003601760210302309,0.00015086892141397097,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-08,0.00025109320787919387,6.304779904306406e-08,9.305216861612593e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-09,0.0010675832877211633,1.1397340762215281e-06,0.00010292905046508086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-10,-0.011724293581547585,0.0001374590599863179,0.0001737722412527875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-11,-0.012132650943014411,0.00014720121890502848,0.0001538734131097484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-14,0.008546023908541756,7.30345246453673e-05,0.00015367620713977134,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-15,-0.019714934385032024,0.00038867863780611803,0.00045077139244183287,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-16,0.012547938352200916,0.00015745075689063465,7.955688798800783e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-17,-0.016858563543578953,0.0002842111647528893,0.00037610181773501425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-18,0.005621814018532234,3.1604792858965545e-05,0.00017328127643675737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-21,-0.006170552092900294,3.80757131311962e-05,0.0001153430977688439,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-22,0.0018592719430099436,3.456892158063971e-06,0.00015471828378688966,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-23,0.013975178835270441,0.00019530562347779088,6.285955622801044e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-24,-0.005783679926656404,3.345095349400823e-05,7.279005305912143e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-03-25,0.013271034392065673,0.0001761203538353899,8.105187780833118e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-28,-0.0051554112834359955,2.6578265501379178e-05,0.00013997826158761297,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-03-29,-0.015490388644744613,0.00023995214036523285,0.00018932494869430017,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-30,-0.0012936668572169907,1.6735739374616859e-06,0.00018976784347658602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-31,-0.007795752473358064,6.077375662586837e-05,0.00013072449254595775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-01,0.010808297021926094,0.00011681928451417648,6.874617767508781e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-06,0.003258613536109678,1.0618562177717219e-05,0.00010983368183767358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2011-04-07,0.011688081456394883,0.00013661124813132194,7.49913087514726e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-08,0.011229386145744868,0.0001260991132102468,6.364877999021732e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-11,-0.008565115409618684,7.336120198008745e-05,0.00012303857115527586,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-12,-0.0017678992743874744,3.1254678443797585e-06,0.00012283414954290806,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-13,0.015371606644492886,0.00023628629083301782,0.00011899165608016148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-14,-0.008443370464172872,7.129050479526683e-05,9.458073185852928e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-15,-0.00201636039495412,4.065709242339534e-06,0.000143639310862502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-18,0.0027403945508268635,7.509762294201567e-06,0.0001275210675812481,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-19,-0.01566586575796336,0.0002454193499465289,0.0002935537596597433,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-20,-0.003552607355038262,1.2621019019071955e-05,6.354121728979868e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-21,0.0035143230991216967,1.2350466845020328e-05,5.248504661557942e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-22,-0.007082743998545027,5.01652625489256e-05,7.101745902156695e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-25,-0.015895526824740713,0.0002526677730360516,0.00015606107194788874,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-04-26,-0.004770711979690034,2.2759692793158006e-05,0.00011482475823261296,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-27,-0.007223694066876618,5.218175597182845e-05,0.00013034324519432095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-28,-0.01710739355081614,0.0002926629141025057,0.00012818601411874415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-29,0.013387363174423683,0.00017922149276391536,0.00010668133102706537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-03,0.008931817978426793,7.977737239974807e-05,8.183122328957849e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-05-04,-0.028829617589563483,0.0008311468503604682,0.00018664886448491535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-05,0.0012899274859101695,1.6639129189065306e-06,9.932502669851103e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-06,-0.0015219266318684532,2.3162606727904543e-06,0.00030047492315465944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-09,0.004745257661925351,2.2517470278061246e-05,7.339360919375751e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-10,0.007553251655062709,5.705161056470756e-05,6.430387448817615e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-11,-0.0011728304393265887,1.3755312394109992e-06,6.458092759968925e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-12,-0.010744565840722586,0.00011544569510562266,0.00015791557290656662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-13,0.00696611523753532,4.8526761502621766e-05,0.00011520416007054437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-16,-0.00870467297135491,7.577133153823671e-05,6.180685755969524e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-17,0.006390495756470216,4.0838436013463836e-05,0.0001746917435832097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-18,0.008390311787152882,7.039733188563659e-05,5.878220205152457e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-19,-0.005951929923975641,3.5425469819916675e-05,9.16864815309523e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-20,0.00024014007189698816,5.7667254130690643e-08,8.745556884184157e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-23,-0.035048238157360245,0.0012283789979350428,0.00016386420361554367,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-24,0.000658093315498931,4.3308681190437554e-07,8.315447752374178e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-25,-0.011512906349988583,0.00013254701262360743,0.00012828027992076098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-26,-0.007320482080039881,5.358945788418502e-05,0.00016078543993113537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-05-27,-0.0033001223084223597,1.0890807250546923e-05,0.0001377705390260782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-05-30,-0.001262465928736134,1.5938202212195891e-06,0.0001775315243838198,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-05-31,0.016154451726739794,0.0002609663105915663,0.00017653006545820512,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-06-01,0.0029694046677164465,8.81736408065622e-06,6.905207461994644e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-02,-0.01666048055180447,0.00027757161221705494,0.00028684889909870166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-06-03,0.011739775385162687,0.00013782232609407173,7.108781659865877e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-07,0.008455527407319252,7.149594373592703e-05,7.404720917735545e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2011-06-08,0.0016883414867976398,2.850496976042065e-06,0.00014352774965865192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
