date,id,exchange_code,exchange_name,date,total_market_cap,circulating_market_cap,volume,money,deal_number,pe_average,turnover_ratio
2009-10-30,6054,322007,创业板,2009-10-30,1399.67,250.69,43400.0,219.08,145.71,111.03,
2009-11-02,6061,322007,创业板,2009-11-02,1280.68,229.84,16700.0,77.38,35.34,101.59,
2009-11-03,6068,322007,创业板,2009-11-03,1220.13,218.74,12800.0,55.59,27.94,96.78,
2009-11-04,6075,322007,创业板,2009-11-04,1251.11,224.46,9200.0,39.89,19.53,99.24,
2009-11-05,6082,322007,创业板,2009-11-05,1278.7,229.67,10800.0,47.8,23.7,101.43,
2009-11-06,6089,322007,创业板,2009-11-06,1239.6,222.8,7200.0,33.05,16.94,98.33,
2009-11-09,6096,322007,创业板,2009-11-09,1217.06,219.26,5700.0,25.05,13.75,96.54,
2009-11-10,6103,322007,创业板,2009-11-10,1176.68,212.32,6300.0,27.17,15.22,93.34,
2009-11-11,6110,322007,创业板,2009-11-11,1184.69,214.07,5100.0,21.18,12.76,93.97,
2009-11-12,6117,322007,创业板,2009-11-12,1206.51,218.2,5300.0,22.63,12.43,95.7,
2009-11-13,6124,322007,创业板,2009-11-13,1270.62,229.79,11000.0,47.9,23.83,100.79,
2009-11-16,6131,322007,创业板,2009-11-16,1270.55,230.2,7100.0,30.89,14.92,100.78,
2009-11-17,6138,322007,创业板,2009-11-17,1269.03,229.97,5100.0,22.62,11.89,100.66,
2009-11-18,6145,322007,创业板,2009-11-18,1314.18,238.53,8100.0,35.94,17.9,104.24,
2009-11-19,6152,322007,创业板,2009-11-19,1396.94,253.37,13400.0,65.72,28.85,110.81,
2009-11-20,6159,322007,创业板,2009-11-20,1393.42,252.77,8900.0,41.16,19.53,110.53,
2009-11-23,6166,322007,创业板,2009-11-23,1420.36,257.96,6400.0,32.37,15.48,112.67,
2009-11-24,6173,322007,创业板,2009-11-24,1318.61,239.7,8900.0,43.7,21.14,104.6,
2009-11-25,6180,322007,创业板,2009-11-25,1397.28,254.6,8200.0,39.22,18.06,110.84,
2009-11-26,6187,322007,创业板,2009-11-26,1407.56,257.42,9000.0,45.18,19.81,111.65,
2009-11-27,6194,322007,创业板,2009-11-27,1438.68,262.02,8100.0,41.15,18.23,114.12,
2009-11-30,6201,322007,创业板,2009-11-30,1445.0,263.36,6600.0,31.63,15.04,114.62,
2009-12-01,6208,322007,创业板,2009-12-01,1454.15,264.99,6100.0,29.93,14.23,115.35,
2009-12-02,6215,322007,创业板,2009-12-02,1528.47,278.48,9800.0,53.16,22.28,121.24,
2009-12-03,6222,322007,创业板,2009-12-03,1609.3,293.25,11900.0,66.68,26.65,127.65,
2009-12-04,6229,322007,创业板,2009-12-04,1480.66,270.21,12900.0,67.69,30.14,117.45,
2009-12-07,6236,322007,创业板,2009-12-07,1497.09,273.07,6000.0,32.03,14.93,118.75,
2009-12-08,6243,322007,创业板,2009-12-08,1535.22,280.21,8400.0,44.32,20.35,121.78,
2009-12-09,6250,322007,创业板,2009-12-09,1541.39,281.28,10300.0,54.84,24.9,122.27,
2009-12-10,6257,322007,创业板,2009-12-10,1516.43,276.9,6400.0,34.61,16.68,120.29,
2009-12-11,6264,322007,创业板,2009-12-11,1456.78,265.75,6500.0,34.22,17.25,115.56,
2009-12-14,6271,322007,创业板,2009-12-14,1433.32,261.44,4800.0,24.99,12.49,113.69,
2009-12-15,6278,322007,创业板,2009-12-15,1444.86,263.72,3700.0,19.21,9.88,114.61,
2009-12-16,6285,322007,创业板,2009-12-16,1395.44,253.51,4700.0,23.18,11.53,110.69,
2009-12-17,6292,322007,创业板,2009-12-17,1314.61,239.16,4800.0,22.7,12.26,104.28,
2009-12-18,6299,322007,创业板,2009-12-18,1331.4,242.5,6200.0,28.19,14.95,105.61,
2009-12-21,6306,322007,创业板,2009-12-21,1340.77,244.35,3400.0,15.71,8.5,106.35,
2009-12-22,6313,322007,创业板,2009-12-22,1275.2,232.26,3400.0,15.91,8.86,101.15,
2009-12-23,6320,322007,创业板,2009-12-23,1313.74,239.4,4200.0,19.59,10.12,104.21,
2009-12-24,6327,322007,创业板,2009-12-24,1335.5,243.38,4500.0,20.73,10.59,105.93,
2009-12-25,6334,322007,创业板,2009-12-25,1574.49,292.06,15100.0,60.77,49.48,103.05,
2009-12-28,6341,322007,创业板,2009-12-28,1592.26,295.56,7200.0,28.74,17.47,104.22,
2009-12-29,6348,322007,创业板,2009-12-29,1594.56,296.25,8200.0,33.83,19.25,104.37,
2009-12-30,6355,322007,创业板,2009-12-30,1608.89,298.78,7300.0,32.29,17.51,105.3,
2009-12-31,6362,322007,创业板,2009-12-31,1610.08,298.97,4200.0,18.21,10.43,105.38,
2010-01-04,6369,322007,创业板,2010-01-04,1616.32,300.07,4000.0,18.73,10.05,105.79,
2010-01-05,6376,322007,创业板,2010-01-05,1620.08,300.75,5500.0,23.87,13.32,106.04,
2010-01-06,6383,322007,创业板,2010-01-06,1592.53,295.64,5300.0,22.97,13.07,104.23,
2010-01-07,6390,322007,创业板,2010-01-07,1564.03,290.44,4900.0,20.99,11.96,102.37,
2010-01-08,6397,322007,创业板,2010-01-08,1738.91,326.83,12600.0,53.19,37.24,98.37,
2010-01-11,6404,322007,创业板,2010-01-11,1746.28,328.44,7800.0,34.13,18.77,98.78,
2010-01-12,6411,322007,创业板,2010-01-12,1780.29,334.75,6700.0,29.25,14.9,100.71,
2010-01-13,6418,322007,创业板,2010-01-13,1783.23,335.65,6700.0,30.6,15.51,100.87,
2010-01-14,6425,322007,创业板,2010-01-14,1864.18,350.78,9800.0,43.87,22.12,105.45,
2010-01-15,6432,322007,创业板,2010-01-15,1852.28,348.69,6600.0,30.18,15.4,104.78,
2010-01-18,6439,322007,创业板,2010-01-18,1850.58,348.26,4900.0,22.8,11.45,104.68,
2010-01-19,6446,322007,创业板,2010-01-19,1815.71,341.67,5100.0,23.37,11.88,102.71,
2010-01-20,6453,322007,创业板,2010-01-20,1995.38,379.54,14200.0,66.67,40.67,98.57,
2010-01-21,6460,322007,创业板,2010-01-21,2002.96,381.03,6300.0,28.63,14.96,98.94,
2010-01-22,6467,322007,创业板,2010-01-22,1896.95,361.28,8600.0,35.54,19.99,93.71,
2010-01-25,6474,322007,创业板,2010-01-25,1858.56,354.29,5400.0,21.4,12.66,91.81,
2010-01-26,6481,322007,创业板,2010-01-26,1857.45,354.36,5800.0,25.9,13.33,89.07,
2010-01-27,6488,322007,创业板,2010-01-27,1846.61,352.41,5000.0,22.63,11.39,88.55,
2010-01-28,6495,322007,创业板,2010-01-28,1826.99,348.15,5700.0,23.46,12.7,87.61,
2010-01-29,6502,322007,创业板,2010-01-29,1843.25,350.6,5500.0,23.66,11.67,88.39,
2010-02-01,6509,322007,创业板,2010-02-01,1779.65,386.03,13700.0,54.38,18.99,85.34,
2010-02-02,6516,322007,创业板,2010-02-02,1774.88,385.1,7400.0,28.51,13.59,85.11,
2010-02-03,6523,322007,创业板,2010-02-03,1748.4,380.26,7100.0,26.12,13.64,83.84,
2010-02-04,6530,322007,创业板,2010-02-04,1749.02,379.89,5600.0,21.23,10.85,83.87,
2010-02-05,6537,322007,创业板,2010-02-05,1769.58,385.16,5700.0,23.75,11.12,84.85,
2010-02-08,6544,322007,创业板,2010-02-08,1801.71,393.1,5200.0,23.2,10.68,86.39,
2010-02-09,6551,322007,创业板,2010-02-09,1791.63,390.64,3300.0,13.58,7.12,85.91,
2010-02-10,6558,322007,创业板,2010-02-10,1871.97,408.81,6800.0,28.02,14.15,88.03,
2010-02-11,6565,322007,创业板,2010-02-11,1988.32,433.11,11400.0,43.51,28.59,88.51,
2010-02-12,6572,322007,创业板,2010-02-12,2037.66,444.61,7900.0,32.58,16.12,90.7,
2010-02-22,6579,322007,创业板,2010-02-22,2010.01,437.79,6700.0,27.98,13.57,89.47,
2010-02-23,6586,322007,创业板,2010-02-23,2056.08,448.62,6500.0,27.93,13.38,91.52,
2010-02-24,6593,322007,创业板,2010-02-24,2138.52,467.06,10100.0,40.18,20.14,95.19,
2010-02-25,6600,322007,创业板,2010-02-25,2162.94,472.49,11000.0,44.3,21.26,95.89,
2010-02-26,6607,322007,创业板,2010-02-26,2324.5,504.99,14400.0,62.31,34.32,93.32,
2010-03-01,6614,322007,创业板,2010-03-01,2363.41,513.79,11100.0,49.72,21.78,92.59,
2010-03-02,6621,322007,创业板,2010-03-02,2382.51,518.18,10100.0,46.26,20.29,93.34,
2010-03-03,6628,322007,创业板,2010-03-03,2353.59,511.81,10600.0,46.87,20.72,92.21,
2010-03-04,6635,322007,创业板,2010-03-04,2272.95,494.27,9500.0,40.09,19.04,89.05,
2010-03-05,6642,322007,创业板,2010-03-05,2320.92,505.5,7400.0,34.1,14.79,88.56,
2010-03-08,6649,322007,创业板,2010-03-08,2375.1,517.15,7000.0,33.76,14.72,90.62,
2010-03-09,6656,322007,创业板,2010-03-09,2385.6,518.92,7200.0,31.97,14.51,91.02,
2010-03-10,6663,322007,创业板,2010-03-10,2355.48,512.79,6800.0,32.65,14.05,89.88,
2010-03-11,6670,322007,创业板,2010-03-11,2417.88,526.41,10700.0,49.53,21.88,90.72,
2010-03-12,6677,322007,创业板,2010-03-12,2416.92,525.62,17000.0,71.46,33.14,90.69,
2010-03-15,6684,322007,创业板,2010-03-15,2445.53,532.21,9600.0,41.87,18.92,89.82,
2010-03-16,6691,322007,创业板,2010-03-16,2410.58,524.74,8400.0,37.67,17.24,87.7,
2010-03-17,6698,322007,创业板,2010-03-17,2477.77,539.76,8500.0,38.04,16.78,90.14,
2010-03-18,6705,322007,创业板,2010-03-18,2482.4,540.51,8800.0,39.66,17.41,81.22,
2010-03-19,6712,322007,创业板,2010-03-19,2616.48,567.58,11000.0,49.89,28.04,81.48,
2010-03-22,6719,322007,创业板,2010-03-22,2661.23,578.18,9700.0,45.35,19.67,82.65,
2010-03-23,6726,322007,创业板,2010-03-23,2717.51,590.22,11800.0,56.33,24.52,83.69,
2010-03-24,6733,322007,创业板,2010-03-24,2771.55,601.85,15200.0,70.2,30.66,85.01,
2010-03-25,6740,322007,创业板,2010-03-25,2871.35,638.36,19100.0,85.83,35.39,87.02,
2010-03-26,6747,322007,创业板,2010-03-26,2943.83,652.93,17500.0,82.34,41.71,83.17,
2010-03-29,6754,322007,创业板,2010-03-29,2949.63,654.17,15300.0,74.7,31.36,81.14,
2010-03-30,6761,322007,创业板,2010-03-30,3014.47,668.62,13200.0,65.59,27.76,79.71,
2010-03-31,6768,322007,创业板,2010-03-31,3108.29,687.25,16900.0,79.98,34.59,79.49,
2010-04-01,6775,322007,创业板,2010-04-01,3100.87,685.81,21500.0,105.09,43.54,79.3,
2010-04-02,6782,322007,创业板,2010-04-02,3089.0,683.07,13000.0,64.86,27.48,79.0,
2010-04-06,6789,322007,创业板,2010-04-06,3202.62,708.45,12200.0,63.51,25.81,81.9,
2010-04-07,6796,322007,创业板,2010-04-07,3270.88,723.29,15000.0,75.64,31.43,82.82,
2010-04-08,6803,322007,创业板,2010-04-08,3180.97,716.27,16700.0,81.99,34.4,79.88,
2010-04-09,6810,322007,创业板,2010-04-09,3307.33,744.97,13200.0,70.43,27.89,82.42,
2010-04-12,6817,322007,创业板,2010-04-12,3383.38,763.91,14300.0,79.86,30.46,83.62,
2010-04-13,6824,322007,创业板,2010-04-13,3133.9,704.6,21300.0,110.48,43.57,74.4,
2010-04-14,6831,322007,创业板,2010-04-14,3123.09,703.15,10500.0,54.92,22.91,74.14,
2010-04-15,6838,322007,创业板,2010-04-15,2928.49,659.31,15400.0,77.26,32.08,68.14,
2010-04-16,6845,322007,创业板,2010-04-16,3005.86,677.3,9400.0,48.75,20.53,69.74,
2010-04-19,6852,322007,创业板,2010-04-19,2977.48,671.28,11300.0,53.35,23.01,69.1,
2010-04-20,6859,322007,创业板,2010-04-20,2914.72,671.77,12100.0,56.18,22.57,67.53,
2010-04-21,6866,322007,创业板,2010-04-21,3427.63,777.77,20500.0,117.31,50.22,72.7,
2010-04-22,6873,322007,创业板,2010-04-22,3505.68,795.24,18300.0,93.25,36.23,74.38,
2010-04-23,6880,322007,创业板,2010-04-23,3464.16,784.26,15400.0,79.03,31.95,73.5,
2010-04-26,6887,322007,创业板,2010-04-26,3362.38,759.36,13000.0,67.68,26.18,71.36,
2010-04-27,6894,322007,创业板,2010-04-27,3454.23,775.18,16600.0,88.17,39.73,70.44,
2010-04-28,6901,322007,创业板,2010-04-28,3353.15,752.89,12400.0,61.9,24.37,68.39,
2010-04-29,6908,322007,创业板,2010-04-29,3258.75,732.25,11100.0,55.57,21.22,66.47,
2010-04-30,6915,322007,创业板,2010-04-30,3525.72,784.2,15200.0,91.99,35.9,67.39,
2010-05-04,6922,322007,创业板,2010-05-04,3552.42,789.65,10700.0,58.1,21.57,67.91,
2010-05-05,6929,322007,创业板,2010-05-05,3682.65,820.03,12200.0,59.28,24.45,70.4,
2010-05-06,6936,322007,创业板,2010-05-06,3572.54,793.83,13300.0,64.81,26.54,68.3,
2010-05-07,6943,322007,创业板,2010-05-07,3493.68,775.32,13000.0,65.98,24.67,66.8,
2010-05-10,6950,322007,创业板,2010-05-10,3319.09,736.49,13100.0,55.65,24.23,63.47,
2010-05-11,6957,322007,创业板,2010-05-11,3210.49,716.41,11400.0,47.73,20.71,61.4,
2010-05-12,6964,322007,创业板,2010-05-12,3178.54,709.87,10400.0,41.19,18.05,60.8,
2010-05-13,6971,322007,创业板,2010-05-13,3226.24,721.13,9300.0,36.55,17.07,61.72,
2010-05-14,6978,322007,创业板,2010-05-14,3228.7,722.02,8500.0,35.72,16.18,61.78,
2010-05-17,6985,322007,创业板,2010-05-17,3068.93,685.66,9300.0,36.92,17.44,58.72,
2010-05-18,6992,322007,创业板,2010-05-18,3080.28,689.86,9800.0,35.91,17.4,58.96,
2010-05-19,6999,322007,创业板,2010-05-19,3192.41,715.03,12300.0,48.07,21.68,61.13,
2010-05-20,7006,322007,创业板,2010-05-20,3295.36,735.04,13100.0,51.78,28.05,59.59,
2010-05-21,7013,322007,创业板,2010-05-21,3437.29,766.37,14500.0,54.11,26.17,62.16,
2010-05-24,7020,322007,创业板,2010-05-24,3587.37,800.54,18100.0,72.37,30.64,64.88,
2010-05-25,7027,322007,创业板,2010-05-25,3555.69,792.46,16200.0,61.0,28.3,64.3,
2010-05-26,7034,322007,创业板,2010-05-26,3664.67,823.76,16900.0,64.46,34.98,63.72,
2010-05-27,7041,322007,创业板,2010-05-27,3817.56,857.95,19500.0,73.45,33.55,66.38,
2010-05-28,7048,322007,创业板,2010-05-28,3834.59,862.47,18900.0,70.38,32.19,66.68,
2010-05-31,7055,322007,创业板,2010-05-31,3708.24,834.68,16300.0,61.67,28.94,64.48,
2010-06-01,7062,322007,创业板,2010-06-01,3596.59,810.22,15800.0,57.8,27.4,62.54,
2010-06-02,7069,322007,创业板,2010-06-02,3679.12,829.44,12000.0,44.55,21.49,63.98,
2010-06-03,7076,322007,创业板,2010-06-03,3678.48,830.06,17200.0,66.35,30.4,63.97,
2010-06-04,7083,322007,创业板,2010-06-04,3791.35,854.05,15700.0,55.12,26.71,65.94,
2010-06-07,7090,322007,创业板,2010-06-07,3940.51,888.4,27600.0,95.0,45.13,68.53,
2010-06-08,7097,322007,创业板,2010-06-08,3931.81,886.65,20600.0,69.29,34.3,68.38,
2010-06-09,7104,322007,创业板,2010-06-09,3969.18,895.51,25400.0,89.94,43.01,69.03,
2010-06-10,7111,322007,创业板,2010-06-10,4121.59,928.46,21900.0,82.42,37.59,71.69,
2010-06-11,7118,322007,创业板,2010-06-11,4139.61,932.38,22200.0,84.49,39.08,72.01,
2010-06-17,7125,322007,创业板,2010-06-17,3921.15,884.72,17600.0,67.57,32.84,68.21,
2010-06-18,7132,322007,创业板,2010-06-18,3681.98,831.08,16300.0,58.27,29.36,64.05,
2010-06-21,7139,322007,创业板,2010-06-21,3831.76,870.98,15700.0,56.04,27.15,66.67,
2010-06-22,7146,322007,创业板,2010-06-22,3808.51,866.12,14200.0,50.67,26.0,66.27,
2010-06-23,7153,322007,创业板,2010-06-23,3855.01,876.45,12500.0,46.08,23.69,67.07,
2010-06-24,7160,322007,创业板,2010-06-24,3865.62,879.07,10600.0,39.04,20.3,67.27,
2010-06-25,7167,322007,创业板,2010-06-25,3873.82,878.02,17800.0,61.18,40.28,64.65,
2010-06-28,7174,322007,创业板,2010-06-28,3768.3,858.61,11800.0,41.66,21.77,62.89,
2010-06-29,7181,322007,创业板,2010-06-29,3488.05,793.86,17400.0,59.5,30.86,58.21,
2010-06-30,7188,322007,创业板,2010-06-30,3510.3,798.84,14000.0,43.22,23.58,58.58,
2010-07-01,7195,322007,创业板,2010-07-01,3372.87,766.77,11900.0,40.38,21.11,56.29,
2010-07-02,7202,322007,创业板,2010-07-02,3334.45,758.94,14300.0,45.69,24.42,55.65,
2010-07-05,7209,322007,创业板,2010-07-05,3290.09,749.17,10100.0,30.89,17.34,54.91,
2010-07-06,7216,322007,创业板,2010-07-06,3408.89,775.93,12600.0,39.95,21.13,56.89,
2010-07-07,7223,322007,创业板,2010-07-07,3466.69,789.19,11500.0,36.46,19.97,57.85,
2010-07-08,7230,322007,创业板,2010-07-08,3541.14,804.26,18200.0,51.65,38.44,57.42,
2010-07-09,7237,322007,创业板,2010-07-09,3639.43,827.02,18400.0,54.35,29.06,59.02,
2010-07-12,7244,322007,创业板,2010-07-12,3630.07,824.86,14700.0,45.66,23.59,58.87,
2010-07-13,7251,322007,创业板,2010-07-13,3630.37,825.86,16800.0,51.14,27.62,58.87,
2010-07-14,7258,322007,创业板,2010-07-14,3597.0,818.07,16200.0,49.86,26.06,58.33,
2010-07-15,7265,322007,创业板,2010-07-15,3479.94,791.09,13800.0,42.98,23.88,56.43,
2010-07-16,7272,322007,创业板,2010-07-16,3476.8,790.69,11200.0,34.38,20.04,56.39,
2010-07-19,7279,322007,创业板,2010-07-19,3536.03,804.5,10100.0,31.19,17.03,57.35,
2010-07-20,7286,322007,创业板,2010-07-20,3649.5,829.97,14700.0,47.38,24.36,59.19,
2010-07-21,7293,322007,创业板,2010-07-21,3664.24,844.56,17800.0,61.54,28.17,59.43,
2010-07-22,7300,322007,创业板,2010-07-22,3700.28,852.6,13200.0,43.56,21.55,60.01,
2010-07-23,7307,322007,创业板,2010-07-23,3739.0,862.96,17200.0,53.39,27.45,60.64,
2010-07-26,7314,322007,创业板,2010-07-26,3760.01,867.96,14700.0,46.26,23.44,60.98,
2010-07-27,7321,322007,创业板,2010-07-27,3733.97,867.56,13600.0,45.74,21.79,60.56,
2010-07-28,7328,322007,创业板,2010-07-28,3889.44,900.75,20500.0,68.08,39.68,61.42,
2010-07-29,7335,322007,创业板,2010-07-29,3899.68,903.33,21100.0,69.58,32.95,61.58,
2010-07-30,7342,322007,创业板,2010-07-30,3866.36,903.13,16900.0,57.88,28.26,61.06,
2010-08-02,7349,322007,创业板,2010-08-02,3967.1,933.63,19600.0,65.85,30.82,62.65,
2010-08-03,7356,322007,创业板,2010-08-03,3891.6,916.22,18800.0,63.52,30.08,61.46,
2010-08-04,7363,322007,创业板,2010-08-04,3904.37,919.28,16200.0,53.27,26.77,61.66,
2010-08-05,7370,322007,创业板,2010-08-05,3940.36,927.55,19100.0,65.03,30.73,62.23,
2010-08-06,7377,322007,创业板,2010-08-06,4150.16,973.17,23600.0,85.26,43.11,63.97,
2010-08-09,7384,322007,创业板,2010-08-09,4239.34,993.63,24200.0,85.47,37.49,65.34,
2010-08-10,7391,322007,创业板,2010-08-10,4087.49,958.04,24100.0,82.38,38.95,63.0,
2010-08-11,7398,322007,创业板,2010-08-11,4132.37,968.3,17500.0,59.17,27.0,63.69,
2010-08-12,7405,322007,创业板,2010-08-12,4237.93,987.85,22800.0,89.61,44.85,63.61,
2010-08-13,7412,322007,创业板,2010-08-13,4292.78,1001.24,17800.0,65.39,29.66,64.43,
2010-08-16,7419,322007,创业板,2010-08-16,4384.41,1023.03,20900.0,73.43,32.03,65.81,
2010-08-17,7426,322007,创业板,2010-08-17,4401.36,1026.95,19600.0,70.26,31.68,66.06,
2010-08-18,7433,322007,创业板,2010-08-18,4370.97,1019.7,18100.0,66.54,29.97,65.6,
2010-08-19,7440,322007,创业板,2010-08-19,4368.88,1018.62,17500.0,62.69,28.23,65.57,
2010-08-20,7447,322007,创业板,2010-08-20,4392.38,1026.99,24000.0,94.68,48.13,64.38,
2010-08-23,7454,322007,创业板,2010-08-23,4385.36,1026.0,17700.0,66.91,29.24,64.28,
2010-08-24,7461,322007,创业板,2010-08-24,4428.37,1036.02,16000.0,62.72,27.24,64.91,
2010-08-25,7468,322007,创业板,2010-08-25,4390.07,1023.67,21600.0,77.32,44.66,63.39,
2010-08-26,7475,322007,创业板,2010-08-26,4403.45,1033.73,17000.0,62.45,28.05,63.59,
2010-08-27,7482,322007,创业板,2010-08-27,4695.95,1080.51,21700.0,78.87,46.89,65.91,
2010-08-30,7489,322007,创业板,2010-08-30,4823.08,1108.39,23500.0,85.01,37.17,67.69,
2010-08-31,7496,322007,创业板,2010-08-31,4839.26,1111.3,21700.0,80.54,34.93,67.92,
2010-09-01,7503,322007,创业板,2010-09-01,4697.22,1079.29,24000.0,87.63,39.42,65.93,
2010-09-02,7510,322007,创业板,2010-09-02,5025.76,1148.33,27500.0,110.48,55.82,68.06,
2010-09-03,7517,322007,创业板,2010-09-03,5137.8,1173.57,31800.0,124.68,51.37,69.58,
2010-09-06,7524,322007,创业板,2010-09-06,4996.8,1142.18,25400.0,98.52,41.48,67.67,
2010-09-07,7531,322007,创业板,2010-09-07,5059.84,1156.63,16800.0,65.71,28.47,68.52,
2010-09-08,7538,322007,创业板,2010-09-08,5062.28,1158.06,18000.0,65.77,29.49,68.56,
2010-09-09,7545,322007,创业板,2010-09-09,5042.64,1153.79,23600.0,82.09,38.21,68.29,
2010-09-10,7552,322007,创业板,2010-09-10,5080.85,1164.08,22100.0,73.88,34.79,68.81,
2010-09-13,7559,322007,创业板,2010-09-13,5118.82,1172.52,20100.0,68.99,31.18,69.33,
2010-09-14,7566,322007,创业板,2010-09-14,5079.72,1162.29,19400.0,69.68,31.07,68.8,
2010-09-15,7573,322007,创业板,2010-09-15,4869.84,1112.74,22100.0,79.37,37.23,65.95,
2010-09-16,7580,322007,创业板,2010-09-16,4787.16,1092.47,17100.0,59.02,27.57,64.83,
2010-09-17,7587,322007,创业板,2010-09-17,4872.75,1110.58,14500.0,53.95,29.15,64.69,
2010-09-20,7594,322007,创业板,2010-09-20,4746.55,1083.27,12900.0,46.38,22.17,63.02,
2010-09-21,7601,322007,创业板,2010-09-21,4659.41,1064.72,11000.0,36.85,19.12,61.86,
2010-09-27,7608,322007,创业板,2010-09-27,4737.97,1089.62,10700.0,36.08,16.93,62.9,
2010-09-28,7615,322007,创业板,2010-09-28,4969.29,1117.09,16600.0,67.56,34.1,62.95,
2010-09-29,7622,322007,创业板,2010-09-29,4890.22,1098.1,12300.0,45.12,21.52,61.95,
2010-09-30,7629,322007,创业板,2010-09-30,4986.95,1119.25,10900.0,39.67,18.65,63.17,
2010-10-08,7636,322007,创业板,2010-10-08,5094.59,1147.52,15100.0,52.72,22.92,64.54,
2010-10-11,7643,322007,创业板,2010-10-11,5031.95,1133.29,18500.0,64.79,27.74,63.74,
2010-10-12,7650,322007,创业板,2010-10-12,5047.38,1137.68,15100.0,50.54,23.73,63.94,
2010-10-13,7657,322007,创业板,2010-10-13,5254.43,1180.51,22000.0,76.69,44.49,65.07,
2010-10-14,7664,322007,创业板,2010-10-14,5216.35,1172.99,19900.0,69.96,32.25,64.6,
2010-10-15,7671,322007,创业板,2010-10-15,5122.99,1153.16,18800.0,64.03,29.64,63.44,
2010-10-18,7678,322007,创业板,2010-10-18,5051.8,1138.33,17800.0,59.75,27.62,62.56,
2010-10-19,7685,322007,创业板,2010-10-19,5479.83,1232.98,33300.0,117.8,57.13,66.59,
2010-10-20,7692,322007,创业板,2010-10-20,5514.62,1241.07,34300.0,117.3,50.42,67.02,
2010-10-21,7699,322007,创业板,2010-10-21,5480.66,1232.23,21600.0,71.55,33.59,66.6,
2010-10-22,7706,322007,创业板,2010-10-22,5599.73,1259.56,23700.0,80.08,36.14,68.05,
2010-10-25,7713,322007,创业板,2010-10-25,5753.04,1293.61,27200.0,93.49,39.96,69.91,
2010-10-26,7720,322007,创业板,2010-10-26,5920.81,1327.73,29600.0,112.56,54.11,69.58,
2010-10-27,7727,322007,创业板,2010-10-27,5891.19,1321.35,24400.0,89.63,39.66,69.23,
2010-10-28,7734,322007,创业板,2010-10-28,5950.64,1338.54,22600.0,84.71,36.48,69.93,
2010-10-29,7741,322007,创业板,2010-10-29,6112.21,1374.37,30900.0,115.44,45.82,71.83,
2010-11-01,7748,322007,创业板,2010-11-01,6355.31,1430.06,38700.0,145.31,52.58,74.68,
2010-11-02,7755,322007,创业板,2010-11-02,6159.77,1623.3,33500.0,126.86,50.28,72.39,
2010-11-03,7762,322007,创业板,2010-11-03,5949.65,1566.9,23000.0,83.98,34.8,69.92,
2010-11-04,7769,322007,创业板,2010-11-04,6048.94,1591.77,18500.0,66.04,26.94,71.08,
2010-11-05,7776,322007,创业板,2010-11-05,6231.84,1633.27,22700.0,83.64,41.22,72.19,
2010-11-08,7783,322007,创业板,2010-11-08,6444.33,1695.09,26400.0,99.78,39.04,74.65,
2010-11-09,7790,322007,创业板,2010-11-09,6490.05,1708.59,26200.0,99.62,39.06,75.18,
2010-11-10,7797,322007,创业板,2010-11-10,6656.81,1752.37,29900.0,111.87,44.3,77.12,
2010-11-11,7804,322007,创业板,2010-11-11,6618.03,1739.45,32200.0,119.76,47.21,76.67,
2010-11-12,7811,322007,创业板,2010-11-12,6583.85,1721.25,36100.0,162.17,63.25,74.41,
2010-11-15,7818,322007,创业板,2010-11-15,6977.3,1824.34,30300.0,129.34,46.65,78.86,
2010-11-16,7825,322007,创业板,2010-11-16,6835.22,1790.31,39600.0,159.42,59.77,77.25,
2010-11-17,7832,322007,创业板,2010-11-17,6591.92,1726.28,28500.0,109.62,42.67,74.5,
2010-11-18,7839,322007,创业板,2010-11-18,6707.27,1756.42,22500.0,84.9,34.74,75.81,
2010-11-19,7846,322007,创业板,2010-11-19,6999.48,1833.97,32900.0,122.39,48.38,79.11,
2010-11-22,7853,322007,创业板,2010-11-22,7091.36,1869.91,41000.0,158.49,57.89,80.15,
2010-11-23,7860,322007,创业板,2010-11-23,7159.02,1883.45,29100.0,113.58,44.86,80.91,
2010-11-24,7867,322007,创业板,2010-11-24,7318.72,1926.84,28600.0,112.1,43.66,82.72,
2010-11-25,7874,322007,创业板,2010-11-25,7183.31,1897.01,28600.0,111.6,44.63,81.19,
2010-11-26,7881,322007,创业板,2010-11-26,7242.71,1911.63,24100.0,95.19,36.79,81.86,
2010-11-29,7888,322007,创业板,2010-11-29,7352.88,1947.22,27300.0,109.27,40.33,83.1,
2010-11-30,7895,322007,创业板,2010-11-30,7103.96,1881.23,31700.0,125.58,50.61,80.29,
2010-12-01,7902,322007,创业板,2010-12-01,7061.24,1870.47,16100.0,64.55,26.28,79.81,
2010-12-02,7909,322007,创业板,2010-12-02,7058.47,1883.09,17800.0,72.53,27.99,79.78,
2010-12-03,7916,322007,创业板,2010-12-03,6943.31,1850.96,17000.0,67.48,27.62,78.47,
2010-12-06,7923,322007,创业板,2010-12-06,6794.65,1813.05,15800.0,62.25,25.79,76.79,
2010-12-07,7930,322007,创业板,2010-12-07,6942.41,1851.51,12800.0,51.19,21.76,78.46,
2010-12-08,7937,322007,创业板,2010-12-08,6921.15,1847.59,13500.0,55.08,22.68,78.22,
2010-12-09,7944,322007,创业板,2010-12-09,7001.76,1858.6,18000.0,78.59,37.61,77.77,
