,equity_series,return,drawdown
2015-04-01,1.0223490291192554,,0.0
2015-04-02,1.0298129783083296,0.007300783760223695,0.0
2015-04-03,1.0470435979492299,0.016731794999520044,0.0
2015-04-07,1.0649812074245228,0.017131673896317423,0.0
2015-04-08,1.0708115055524163,0.005474554937915821,0.0
2015-04-09,1.0610731770442927,-0.00909434429647793,0.00909434429647793
2015-04-10,1.084099840303531,0.02170129615695382,0.0
2015-04-13,1.1014841719007968,0.016035729322124714,0.0
2015-04-14,1.1086542242320718,0.006509446539664676,0.0
2015-04-15,1.0787115722814298,-0.027008107032995166,0.027008107032995166
2015-04-16,1.0926044673500674,0.012879156417368254,0.014476792250642023
2015-04-17,1.1117649456708725,0.017536518377300414,0.0
2015-04-20,1.1035635070096543,-0.007376953818479248,0.007376953818479248
2015-04-21,1.1338503936721298,0.027444625044320548,0.0
2015-04-22,1.167284192425094,0.029486957838136263,0.0
2015-04-23,1.1731805391137053,0.005051337734953254,0.0
2015-04-24,1.1677696876377928,-0.004612121745558695,0.004612121745558695
2015-04-27,1.1910127047317522,0.019903768131690702,0.0
2015-04-28,1.1676913707989125,-0.01958109585245138,0.01958109585245138
2015-04-29,1.1789445294093177,0.009637100086391737,0.010132700746590784
2015-04-30,1.1859935553472734,0.0059790988991546,0.004214186267315512
2015-05-04,1.1999312323048996,0.011751899405174404,0.0
2015-05-05,1.1487088256727431,-0.0426877851439581,0.0426877851439581
2015-05-06,1.134102339606003,-0.012715568767555863,0.0548605544439813
2015-05-07,1.0932905705602793,-0.03598596671610965,0.08887231107384252
2015-05-08,1.1421937918354212,0.04473030554912816,0.04811729115390462
2015-05-11,1.192280545192541,0.04385136192750094,0.006375937975764523
2015-05-12,1.2188452024597058,0.02228054242290356,0.0
2015-05-13,1.214895434474359,-0.0032405821324774653,0.0032405821324774653
2015-05-14,1.2061092740934418,-0.007232030125060573,0.010449176269933358
2015-05-15,1.201137442395545,-0.00412220667288532,0.014528309278672547
2015-05-18,1.2130338581023252,0.009904291787835806,0.0047679101051166795
2015-05-19,1.2514201493210229,0.031644863795268874,0.0
2015-05-20,1.2647999286970284,0.010691676479130496,0.0
2015-05-21,1.294287948533648,0.023314374999212406,0.0
2015-05-22,1.3228527416185696,0.022069890334128317,0.0
2015-05-25,1.360842633553357,0.02871815640515285,0.0
2015-05-26,1.3962943898676274,0.026051326905963235,0.0
2015-05-27,1.3968199506043506,0.00037639679750700594,0.0
2015-05-28,1.3045448205310977,-0.06606086205550621,0.06606086205550621
2015-05-29,1.3121684799034903,0.005843922916568545,0.06060299372459199
2015-06-02,1.3585241200928446,0.03532750626105874,0.02741644010377775
2015-06-03,1.3668688807489437,0.006142519321282958,0.021442326795553135
2015-06-04,1.3546795933674725,-0.008917671294698337,0.03016878246809518
2015-06-05,1.369502367955449,0.010941904388719781,0.019556982012665536
2015-06-08,1.3470690374599754,-0.016380643816603757,0.03561726987279201
2015-06-09,1.3345299208282941,-0.009308443949780698,0.04459417246231767
2015-06-10,1.3475836391099778,0.009781510386505099,0.03524886043693043
2015-06-11,1.3645142167839315,0.012563656297530867,0.023128058706808785
2015-06-12,1.373378912767905,0.006496594813696355,0.016781717519357864
2015-06-15,1.3357513852534244,-0.0273977757810816,0.04371971156662258
2015-06-16,1.2781838632878544,-0.04309748251142409,0.0849329845733997
2015-06-17,1.3071578245493098,0.02266806998089166,0.06419018143050392
2015-06-18,1.2533262349732577,-0.04118216527878915,0.10272885604834658
2015-06-19,1.1747572004767115,-0.06268841447990803,0.15897736142124907
2015-06-23,1.1862480029926143,0.009781427610096705,0.15075095936353844
2015-06-24,1.2016414753920261,0.01297660553322566,0.13973058956372886
2015-06-25,1.1531278351129268,-0.040372807757215745,0.17446208109068573
2015-06-26,1.0583815196223478,-0.08216462442891281,0.24229209414969577
2015-06-29,0.9871227839742014,-0.06732802333280818,0.29330706971423837
2015-06-30,1.0430191757390292,0.05662557148137792,0.2532901786749575
2015-07-01,0.9871735069530977,-0.053542322217002614,0.29327075653094337
2015-07-02,0.9228481086227843,-0.06516118785324088,0.3393220735260094
2015-07-03,0.8600818867282253,-0.06801359975503274,0.3842571575841963
2015-07-06,0.8369683624914289,-0.02687363214300542,0.4008044042259672
2015-07-07,0.7929791283272833,-0.05255782193869496,0.432296819655109
2015-07-08,0.7559453415178555,-0.046702095284080425,0.4588097476766516
2015-07-09,0.7966781143349132,0.05388322485759445,0.42964867161997433
2015-07-10,0.8411016069915463,0.05576090500957087,0.39784536537609316
2015-07-13,0.889366879974497,0.05738340360041172,0.36329168294761116
2015-07-14,0.8894796712394886,0.00012682197586988408,0.36321093434078977
2015-07-16,0.8535612547256295,-0.04038137989573931,0.38892535551462726
2015-07-17,0.8982569453445315,0.05236377632120748,0.3569271795152339
2015-07-20,0.9159816488197303,0.01973233111868722,0.3442378536880003
2015-07-21,0.9326357343077861,0.018181680287498114,0.33231499599911196
2015-07-22,0.9379393310576476,0.005686675466920477,0.3285180880672294
2015-07-23,0.9743360407987501,0.03880497227902846,0.30246125108880917
2015-07-24,0.9660658462607103,-0.008488031019831643,0.30838198162710195
2015-07-27,0.8928736848312434,-0.07576311874885877,0.36078111968193816
2015-07-28,0.8696528622966041,-0.026006839409796423,0.3774051824500799
2015-07-29,0.9093683592472585,0.045668218518562176,0.34897238627368576
2015-07-30,0.8905842669725162,-0.0206561973305196,0.36242014113043386
2015-07-31,0.8762307285195358,-0.01611699081747131,0.3726960098612393
2015-08-03,0.8571741462372527,-0.02174836109032685,0.38633884355217984
2015-08-04,0.8937134991609467,0.04262768899889391,0.3601798866244207
2015-08-05,0.8851227778906504,-0.009612388397804872,0.36633008605891426
2015-08-06,0.8758257436977718,-0.01050366618632792,0.37298594330727064
2015-08-07,0.9017706443882743,0.029623359300860574,0.3544116806191717
2015-08-10,0.9486001890264936,0.05193065989632717,0.3208858531723645
2015-08-11,0.9496122258290284,0.0010668739203745226,0.3201613240001566
2015-08-12,0.9381745607947958,-0.012044563794708196,0.32834968430334666
2015-08-13,0.958496909354411,0.021661585603428346,0.31380067349431395
2015-08-14,0.9577001964925503,-0.0008312106738009861,0.31437104969886054
2015-08-17,0.9707550719342569,0.013631484560114204,0.3050249092488633
2015-08-18,0.9053483490638864,-0.06737716316026632,0.3518503593307235
2015-08-19,0.9311064739871318,0.028451065216917648,0.3334098116337202
2015-08-20,0.9076465157711749,-0.02519578466198169,0.35020507447758675
2015-08-21,0.8627516435353615,-0.04946294780591853,0.3823458469632526
2015-08-24,0.7959365824255703,-0.07744414236755104,0.43017954312493967
2015-08-25,0.7386560988373072,-0.07196614008330182,0.4711873219467413
2015-08-26,0.7055320126603357,-0.044843718516791475,0.4949012488294723
2015-08-27,0.728131822985801,0.03203229608285052,0.47872177608089983
2015-08-28,0.7686423160892456,0.05563620737976538,0.44971983271238114
2015-08-31,0.7553401886322285,-0.017306004598727553,0.4592429838180492
2015-09-01,0.7307891829607567,-0.032503242963847656,0.47681934049941643
2015-09-07,0.72395609359359,-0.009350288053639133,0.48171123036983976
2015-09-08,0.746000589362873,0.030450045195224318,0.46592931391042414
2015-09-09,0.7628248548222801,0.022552616846825968,0.4538846223579245
2015-09-10,0.7514840859000427,-0.014866805729448318,0.46200361358319353
2015-09-11,0.7576844278755587,0.008250796113785874,0.45756471508891494
2015-09-14,0.7321028774587854,-0.03376280345169602,0.4758788509986326
2015-09-15,0.705265434984046,-0.03665802075235014,0.49509209495547035
2015-09-16,0.7425146896521132,0.052815936837893984,0.4684249109336851
2015-09-17,0.7269428014291535,-0.02097182512342688,0.479573010741554
2015-09-18,0.7308651368447304,0.005395658926487412,0.4767649642113767
2015-09-21,0.7476675155584851,0.02298971159890506,0.4647359416401534
2015-09-22,0.7553275070122593,0.010245184248846684,0.45925206274047137
2015-09-23,0.7410830126351607,-0.018858699365316922,0.4694498655216641
2015-09-24,0.7477811188971439,0.009038267168162362,0.46465461166014443
2015-09-25,0.7327243081526552,-0.02013531816194436,0.4754339613808971
2015-09-28,0.7380000198210361,0.00720013190456581,0.4716570167101839
2015-09-29,0.7263591244832139,-0.015773570494815314,0.47999087200254686
2015-09-30,0.7272756121417756,0.0012617555526870383,0.4793347475978481
2015-10-08,0.7451599780618167,0.02459090559543564,0.46653111752920307
