,equity_series,return,drawdown
2015-04-01,1.0221906018782418,,0.0
2015-04-02,1.0297558460679916,0.007401011294614568,0.0
2015-04-03,1.0467073791825197,0.016461701265650053,0.0
2015-04-07,1.0640669679626145,0.016584949266004623,0.0
2015-04-08,1.0690288098019292,0.0046630916931997834,0.0
2015-04-09,1.0582687076946076,-0.010065306012955078,0.010065306012955078
2015-04-10,1.081532745807172,0.021983110663116978,0.0
2015-04-13,1.0989470206727732,0.016101477216581728,0.0
2015-04-14,1.106655329730238,0.007014268124359457,0.0
2015-04-15,1.0767537697285752,-0.027019758725557064,0.027019758725557064
2015-04-16,1.0907704811195802,0.013017564261268655,0.014353925909822207
2015-04-17,1.1092766948232555,0.016966184934414708,0.0
2015-04-20,1.099899135870158,-0.008453760001323807,0.008453760001323807
2015-04-21,1.1298859900175424,0.02726327639457704,0.0
2015-04-22,1.1628523961003348,0.029176754446066377,0.0
2015-04-23,1.1682691272697883,0.004658141641723956,0.0
2015-04-24,1.1635797667176149,-0.004013938606023282,0.004013938606023282
2015-04-27,1.185945659358619,0.019221623889264627,0.0
2015-04-28,1.1621363326661085,-0.020076237477345327,0.020076237477345327
2015-04-29,1.1738477870824804,0.010077521962938762,0.010201034238517703
2015-04-30,1.1809015773151095,0.006009118311804951,0.00425321514835475
2015-05-04,1.194136720416692,0.011207659770997802,0.0
2015-05-05,1.1433990089573471,-0.042489030436682285,0.042489030436682285
2015-05-06,1.1283505908904166,-0.013161125686695363,0.05509095265349473
2015-05-07,1.0886155302322613,-0.035215172464082345,0.0883660877186736
2015-05-08,1.1367415502751521,0.04420846360020492,0.048064153090872086
2015-05-11,1.186546333320399,0.043813638230423946,0.0063563802758233034
2015-05-12,1.212995471218903,0.02229085974627698,0.0
2015-05-13,1.210143304660583,-0.00235134147323246,0.00235134147323246
2015-05-14,1.2024521085663515,-0.006355607690932574,0.008692004960213717
2015-05-15,1.1976514990910212,-0.003992349833420006,0.012649653269078742
2015-05-18,1.210063542059962,0.010363651678606978,0.0024170981908077094
2015-05-19,1.247908349763913,0.03127505820027077,0.0
2015-05-20,1.2609053603141318,0.010415036130399846,0.0
2015-05-21,1.2911678781160214,0.024000625863268787,0.0
2015-05-22,1.320486763588359,0.02270726058885364,0.0
2015-05-25,1.3585035674747643,0.028789992398785103,0.0
2015-05-26,1.3943826802511206,0.026410760807238587,0.0
2015-05-27,1.395282673967539,0.0006454424091502098,0.0
2015-05-28,1.303576045387651,-0.06572620035416676,0.06572620035416676
2015-05-29,1.3105650170899037,0.005361383961435262,0.06071719978915635
2015-06-02,1.3569128847009144,0.0353647983935399,0.027499652925180085
2015-06-03,1.3649541767587214,0.005926166777891151,0.021736453676857725
2015-06-04,1.3533497637880685,-0.00850168684652064,0.030053344001063742
2015-06-05,1.36848831496067,0.011185985750075567,0.01920353452872625
2015-06-08,1.3470030813734102,-0.015699975916767084,0.0346020154158756
2015-06-09,1.334602511009304,-0.009206044541087754,0.043489512261833396
2015-06-10,1.347286510236959,0.00950395276722693,0.03439888176501271
2015-06-11,1.364884488868906,0.013061793833927693,0.021786399032817205
2015-06-12,1.3748307495042227,0.0072872545013382695,0.014657907565898798
2015-06-15,1.3382834358058684,-0.026583136659936946,0.040851391065862774
2015-06-16,1.2816171798957796,-0.04234249217615571,0.08146413353542714
2015-06-17,1.3096807168285773,0.02189697311570038,0.061350978361645714
2015-06-18,1.2567093520819828,-0.040446014105534056,0.09931558993097633
2015-06-19,1.1780497189502392,-0.06259174645388654,0.15569100016098503
2015-06-23,1.188746761658469,0.009080298170914158,0.14802442269406046
2015-06-24,1.2048254082714687,0.013525712230389342,0.13650084620810055
2015-06-25,1.1563893874065645,-0.040201692736870576,0.17121497386739026
2015-06-26,1.06155118088913,-0.08201234597122009,0.23918557816634456
2015-06-29,0.9902975155208986,-0.06712221384234252,0.2902531264830013
2015-06-30,1.0457647530043843,0.05601068023917022,0.25049972129969
2015-07-01,0.9906119604825533,-0.052739196232596486,0.29002776357445137
2015-07-02,0.9281979387398602,-0.06300552005478466,0.33475993355490163
2015-07-03,0.8679174860499079,-0.06494353216490678,0.3779629732074635
2015-07-06,0.8456827467018152,-0.025618494506071232,0.393898625360921
2015-07-07,0.8026966827635543,-0.050830011734196545,0.4247067653459381
2015-07-08,0.7669524860034865,-0.04453014136922351,0.4503246544138414
2015-07-09,0.8060759802529164,0.051011627139118554,0.42228482063723416
2015-07-10,0.8486140351594775,0.052771768355154736,0.39179776901664565
2015-07-13,0.8941458444317387,0.05365432032208206,0.3591650916948598
2015-07-14,0.8941983954865397,5.877235255091762e-05,0.3591274283197019
2015-07-16,0.858813625664934,-0.039571497779698594,0.3844877158670186
2015-07-17,0.9022613829183707,0.05059043773298,0.3533486799827047
2015-07-20,0.9183337182571056,0.017813391599171613,0.3418296267911154
2015-07-21,0.935295701067577,0.018470390962735506,0.32967296267785773
2015-07-22,0.9404669749071637,0.005529025562379886,0.3259667073533492
2015-07-23,0.9755584838858248,0.037312856182031284,0.30081660004292365
2015-07-24,0.9673335397017824,-0.008431010872132383,0.3067114228895763
2015-07-27,0.895576036995706,-0.07418072439439904,0.35814007175398965
2015-07-28,0.8729182326420065,-0.025299699207793847,0.3743789348721499
2015-07-29,0.9106215195217772,0.043192232066978864,0.3473569646411573
2015-07-30,0.8910029951766503,-0.02154410358699821,0.3614175738002612
2015-07-31,0.877217112670111,-0.015472318927284956,0.37129792475978285
2015-08-03,0.8617655030929053,-0.01761435037464487,0.3823721033943305
2015-08-04,0.8938594807936654,0.03724212397174598,0.3593703287005333
2015-08-05,0.8862447538001582,-0.008518930723592,0.3648278084898111
2015-08-06,0.8795735395228554,-0.0075275077778425015,0.36960907210167326
2015-08-07,0.9021785973483085,0.025700020304971538,0.3534080124546164
2015-08-10,0.9427801136581552,0.045003856696648636,0.3243088793059228
2015-08-11,0.9457685902240268,0.0031698553274270846,0.3221670362072955
