,open,close,high,low,volume,money
2010-06-01,986.015,973.233,994.793,948.118,135628500.0,4924176839.0
2010-06-02,967.609,997.119,997.119,952.611,107462800.0,4001206161.0
2010-06-03,1002.355,998.394,1026.702,997.775,161680500.0,6240835496.0
2010-06-04,989.681,1027.681,1027.681,986.504,150029500.0,5269440644.0
2010-06-07,1005.028,1069.468,1075.225,1001.702,265527500.0,9106094723.0
2010-06-08,1067.324,1067.154,1075.503,1050.965,197672100.0,6621994295.0
2010-06-09,1070.852,1077.823,1102.098,1069.431,254156800.0,8994866396.0
2010-06-10,1077.675,1117.478,1119.106,1076.281,219740500.0,8242731100.0
2010-06-11,1122.443,1122.199,1128.228,1118.706,222487400.0,8449039156.0
2010-06-17,1126.13,1064.839,1129.685,1064.839,176428400.0,6757409316.0
2010-06-18,1052.067,1000.277,1053.138,993.174,163065100.0,5827721367.0
2010-06-21,991.957,1040.802,1043.156,976.414,157479800.0,5604269447.0
2010-06-22,1037.039,1034.995,1057.365,1033.647,142716200.0,5067480292.0
2010-06-23,1026.865,1047.337,1056.348,1023.737,125735900.0,4608672512.0
2010-06-24,1046.759,1050.601,1059.754,1041.539,106913300.0,3904947869.0
2010-06-25,1046.212,1016.283,1046.212,999.163,123729800.0,4515664637.0
2010-06-28,1009.223,987.827,1014.413,984.216,92067300.0,3463552184.0
2010-06-29,985.572,913.309,992.227,912.54,149780000.0,5293896897.0
2010-06-30,898.291,919.314,921.81,881.36,122366100.0,3852158586.0
2010-07-01,914.395,882.19,921.214,882.19,104957300.0,3663773722.0
2010-07-02,878.951,873.12,885.338,832.623,128883400.0,4212661774.0
2010-07-05,857.369,862.268,870.863,842.733,91586400.0,2851736007.0
2010-07-06,859.258,893.718,898.445,857.797,116523200.0,3751055713.0
2010-07-07,896.532,908.549,908.549,890.336,104616300.0,3342473673.0
2010-07-08,911.997,905.509,914.296,887.027,109808800.0,3780698945.0
2010-07-09,903.496,932.147,936.53,896.886,145146000.0,4743256781.0
2010-07-12,931.535,930.173,941.071,924.058,126361800.0,4188147302.0
2010-07-13,924.948,931.08,936.644,906.304,146865700.0,4744135623.0
2010-07-14,929.749,922.362,937.932,916.074,142358600.0,4648080329.0
2010-07-15,920.046,892.557,930.555,892.557,117588100.0,3960490864.0
2010-07-16,885.067,892.298,895.056,869.022,100931200.0,3264221675.0
2010-07-19,881.656,908.049,910.176,878.065,93880300.0,2992584134.0
2010-07-20,909.543,937.017,937.545,909.543,136580900.0,4559580869.0
2010-07-21,940.097,941.25,959.038,938.16,166574600.0,5960654023.0
2010-07-22,938.218,950.209,950.209,932.019,132660300.0,4356669335.0
2010-07-23,951.84,960.588,964.743,948.126,172125100.0,5339086418.0
2010-07-26,962.76,966.154,966.732,954.759,147603600.0,4626044945.0
2010-07-27,963.544,957.967,968.04,955.731,136182100.0,4574086800.0
2010-07-28,955.188,972.534,972.534,954.521,156618300.0,5187227527.0
2010-07-29,974.295,975.362,982.015,965.606,179419300.0,5897853304.0
2010-07-30,971.663,968.431,971.663,955.918,145848700.0,5049473242.0
2010-08-02,968.45,994.228,994.228,968.45,181036400.0,6104407789.0
2010-08-03,995.195,975.645,996.263,975.645,175705900.0,5951414562.0
2010-08-04,971.407,978.014,978.014,955.93,144616500.0,4758297321.0
2010-08-05,980.27,987.351,998.101,978.333,177040000.0,6033987121.0
2010-08-06,987.967,1011.39,1011.39,985.63,189906100.0,6225316746.0
2010-08-09,1013.245,1032.339,1032.339,1013.245,209199500.0,6918898501.0
2010-08-10,1031.978,993.992,1034.332,993.992,217707200.0,7106822601.0
2010-08-11,991.278,1004.637,1006.448,990.94,161507800.0,5180189727.0
2010-08-12,994.052,991.777,1007.576,987.978,168918900.0,5316055442.0
2010-08-13,992.626,1007.206,1007.52,986.623,147179800.0,4831450139.0
2010-08-16,1007.498,1030.217,1031.052,1005.052,188040000.0,6199923329.0
2010-08-17,1031.075,1033.581,1036.821,1023.079,180077700.0,6092952254.0
2010-08-18,1033.707,1026.722,1035.611,1018.496,164350100.0,5721278603.0
2010-08-19,1026.983,1025.526,1033.248,1021.704,162453400.0,5547407031.0
2010-08-20,1021.458,995.944,1022.448,993.56,187022500.0,6597771542.0
2010-08-23,994.938,995.613,1001.183,991.518,145601400.0,5064149925.0
2010-08-24,993.576,1004.985,1007.76,987.224,136505200.0,4942148654.0
2010-08-25,1000.269,976.878,1002.329,976.555,150134300.0,5247658106.0
