,lnR,lnR_2
2008-01-03,0.0030838118851566065,9.509895743033144e-06
2008-01-04,0.011717495391922128,0.0001372996982597163
2008-01-07,0.013948412098752527,0.00019455820007662587
2008-01-08,-0.005939694510765037,3.527997088121231e-05
2008-01-09,0.017875066273040474,0.0003195179942655891
2008-01-10,0.018204994412467812,0.0003314218215579843
2008-01-11,0.0040736838287518395,1.6594899936634247e-05
2008-01-14,0.006527666864004189,4.261043468741828e-05
2008-01-15,-0.0056115185436951265,3.148914036623427e-05
2008-01-16,-0.03648988891375815,0.00133151199293841
2008-01-17,-0.02435702410720353,0.0005932646233588938
2008-01-18,0.01226314742334722,0.00015038478472674757
2008-01-21,-0.05209949169004702,0.0027143570343612783
2008-01-22,-0.07321533351695741,0.0053604850619993075
2008-01-23,0.05346303343746328,0.002858295944335317
2008-01-24,0.012502183548750878,0.0001563045934866571
2008-01-25,0.01206566819081445,0.00014558034889083162
2008-01-28,-0.06671841233016274,0.004451346543857611
2008-01-29,0.0017354381981906641,3.011745739739259e-06
2008-01-30,-0.004838314064823379,2.340928298986773e-05
2008-01-31,-0.01688309319329484,0.00028503883577347857
2008-02-01,-0.005110873984646602,2.612103288693744e-05
2008-02-04,0.0765296087113505,0.005856781009512415
2008-02-05,-0.010151952077331217,0.00010306213098042961
2008-02-13,-0.021414351271156207,0.00045857444036446945
2008-02-14,0.01219623530184677,0.00014874815553801336
2008-02-15,-0.012572614111858726,0.0001580706256057092
2008-02-18,0.02184470367978797,0.000477191078857742
2008-02-19,0.02466577805087411,0.000608400606854983
2008-02-20,-0.01883189224216686,0.00035464016542058433
2008-02-21,-0.009178033745921965,8.423630344128238e-05
2008-02-22,-0.03788618075832595,0.0014353626924525475
2008-02-25,-0.043766591022611934,0.0019155144897405755
2008-02-26,-0.01027103222486403,0.00010549410296419533
2008-02-27,0.02728474775074119,0.0007444574598215764
2008-02-28,-0.006237509027435806,3.890651886734317e-05
2008-02-29,0.01076433102252139,0.00011587082236241638
2008-03-03,0.022719765786174406,0.0005161877573786212
2008-03-04,-0.027638985680299655,0.0007639135294358094
2008-03-05,-0.009252496189768422,8.560868574167916e-05
2008-03-06,0.006065709803527497,3.6792835420609586e-05
2008-03-07,-0.008656040646053853,7.49270396661364e-05
2008-03-10,-0.04587987728808862,0.0021049631399700703
2008-03-11,-0.0031894879823770594,1.0172833589727686e-05
2008-03-12,-0.03204615986355286,0.0010269563620003861
2008-03-13,-0.02865355393426583,0.0008210261530638808
2008-03-14,-0.009042304974141047,8.176327924537591e-05
2008-03-17,-0.045140710557832975,0.0020376837496660534
2008-03-18,-0.055956191618424356,0.003131095380437824
2008-03-19,0.043493732240646565,0.0018917047442210586
2008-03-20,0.037940368508328604,0.0014394715625477728
2008-03-21,0.012494858637488448,0.00015612149237081969
2008-03-24,-0.04630094763922621,0.002143777752290367
2008-03-25,0.024810588341129147,0.0006155652938329736
2008-03-26,0.004592752191207694,2.1093372689843074e-05
2008-03-27,-0.02839836708870358,0.0008064672533047626
2008-03-28,0.043390224999598104,0.0018827116255157482
2008-03-31,-0.0289481439394077,0.0008379950375366667
2008-04-01,-0.0653516531890741,0.004270838574545019
2008-04-02,-0.009383713834839824,8.805408533416432e-05
2008-04-03,0.024697670728132337,0.0006099749393952449
2008-04-07,0.057114461631931235,0.003262061727505345
2008-04-08,0.014526779906461229,0.00021102733445076572
2008-04-09,-0.03853510648560032,0.001484954431856556
2008-04-10,0.015768666331350545,0.00024865083786946825
2008-04-11,0.0031133090634209992,9.69269332437934e-06
2008-04-14,-0.07673762856292221,0.005888663637461015
2008-04-15,0.003815744577231328,1.4559906678670286e-05
2008-04-16,-0.02728565719136178,0.0007445070883645127
2008-04-17,-0.03375407677134845,0.0011393376986860851
2008-04-18,-0.03181566802752478,0.0010122367320376624
2008-04-21,-0.017663885716633132,0.000312012858610276
2008-04-22,0.0072243916331569125,5.21918344692276e-05
2008-04-23,0.05309684957120275,0.002819275434386934
2008-04-24,0.09161543512861314,0.008393387953805124
2008-04-25,0.01461917809827007,0.00021372036826893928
2008-04-28,-0.024912973458416587,0.0006206562465397693
2008-04-29,0.007666993351648443,5.878278705422143e-05
2008-04-30,0.04730780075630925,0.0022380280123986537
2008-05-05,0.02601142715456639,0.0006765943426173138
2008-05-06,-0.011480592542993051,0.00013180400513822764
2008-05-07,-0.054235371060793014,0.0029414754741019043
2008-05-08,0.025733906850776478,0.0006622339618044406
2008-05-09,-0.017968579390787554,0.0003228698453230352
2008-05-12,0.006532711247379197,4.267631624163467e-05
2008-05-13,-0.007002227134664807,4.903118484543611e-05
2008-05-14,0.034439259027502445,0.0011860625623634085
2008-05-15,-0.009070493317606676,8.227384902474736e-05
2008-05-16,-0.007167228757131383,5.136916805705107e-05
2008-05-19,-0.008810416990455039,7.762344754569882e-05
2008-05-20,-0.058328875415678993,0.0034022577072578015
2008-05-21,0.016727836855386258,0.0002798205258604188
2008-05-22,-0.0234670628774456,0.0005507030400939854
2008-05-23,-0.012187642977488977,0.00014853864134673639
2008-05-26,-0.027066484420876336,0.0007325945789055414
2008-05-27,0.009058798898820442,8.206183748927045e-05
2008-05-28,0.025938408029908544,0.000672801011126024
2008-05-29,-0.030217296068931532,0.000913084981717465
2008-05-30,0.00842667198839564,7.100880080001172e-05
2008-06-02,0.0007475475851830282,5.588273921129768e-07
2008-06-03,-0.005461401924973686,2.982691098610628e-05
2008-06-04,-0.0017611178215517498,3.1015359813871807e-06
2008-06-05,-0.009249460107415786,8.555251227867603e-05
2008-06-06,-0.010706105081615291,0.00011462068601858876
2008-06-10,-0.08610339337441175,0.007413794350588694
2008-06-11,-0.02900977507018787,0.0008415670496228937
2008-06-12,-0.01134147674242314,0.000128629094698925
2008-06-13,-0.039795415938801426,0.0015836751297422106
2008-06-16,-0.011280354407896098,0.00012724639556774094
2008-06-17,-0.04111456532348079,0.001690407481738769
2008-06-18,0.04900880559911869,0.002401863026252207
2008-06-19,-0.07783540870687133,0.006058350848565702
2008-06-20,0.02289035889699953,0.0005239685304334455
2008-06-23,-0.014488327340833607,0.0002099116291351466
2008-06-24,0.030570708532117408,0.0009345682201556761
2008-06-25,0.0468122933924473,0.0021913908126605652
2008-06-26,0.0017495890727730057,3.061061923566706e-06
2008-06-27,-0.057996675925370056,0.0033636144183923984
2008-06-30,-0.006958079307942455,4.841486765561696e-05
2008-07-01,-0.029654946138714777,0.0008794158304900744
2008-07-02,0.0071383848102382075,5.095653769903957e-05
2008-07-03,0.025435213617873487,0.0006469500917868568
2008-07-04,0.00027129261521707804,7.359968307132156e-08
2008-07-07,0.0520494398597684,0.0027091441897156474
2008-07-08,0.0047639645336250425,2.269535807763727e-05
2008-07-09,0.03990553925912543,0.0015924520635616011
2008-07-10,-0.017216766179902976,0.0002964170376934509
2008-07-11,-0.014570279812076592,0.00021229305380220668
2008-07-14,0.0022792401450129063,5.194935638638454e-06
2008-07-15,-0.041141064103134894,0.0016925871555382545
2008-07-16,-0.034331131893631905,0.0011786266170979499
2008-07-17,-0.0037621439460000516,1.415372707042484e-05
2008-07-18,0.031790954566998764,0.0010106647922809796
2008-07-21,0.029046117849533815,0.0008436769621290069
2008-07-22,-0.001997741290747257,3.990970264756516e-06
2008-07-23,-0.011903534863636267,0.00014169414224980407
2008-07-24,0.027485037452885663,0.0007554272837865276
2008-07-25,-0.008312494707041651,6.909756825459547e-05
2008-07-28,0.00512432456219436,2.625870221870842e-05
2008-07-29,-0.018443293982256748,0.00034015509291594796
2008-07-30,-0.007800052464560281,6.0840818449892915e-05
2008-07-31,-0.025588643597743044,0.0006547786811723161
2008-08-01,0.009100699582829108,8.28227328969059e-05
2008-08-04,-0.019144283910449644,0.00036650360644390113
2008-08-05,-0.0320217477535536,0.001025392329192215
2008-08-06,-0.0036497357276932263,1.3320570882000404e-05
2008-08-07,-0.0013117715107444639,1.720744496400813e-06
2008-08-08,-0.04256307910412538,0.0018116157028240344
2008-08-11,-0.05808656649551658,0.003374049207238069
2008-08-12,0.002768451222596724,7.664322171897296e-06
2008-08-13,0.006913843251769691,4.78012285100413e-05
2008-08-14,0.003510348595014534,1.2322547258520513e-05
2008-08-15,-0.005479644962516517,3.0026508915232638e-05
2008-08-18,-0.04984319849363317,0.0024843444360757158
2008-08-19,0.016520323606194154,0.0002729210920533758
2008-08-20,0.06884677892889357,0.004739878968883944
2008-08-21,-0.034356175928689225,0.001180346824443045
2008-08-22,-0.017296547196265166,0.0002991705449126284
2008-08-25,-0.0044819409070608884,2.008779429438578e-05
2008-08-26,-0.02232676071625228,0.0004984842440807861
2008-08-27,-0.007663009283241706,5.8721711275048566e-05
2008-08-28,-0.0012924911398446426,1.6705333465769035e-06
2008-08-29,0.02366415574598335,0.0005599922671701568
2008-09-01,-0.040671096304718546,0.0016541380746276906
2008-09-02,-0.014003487568443163,0.0001960976640795422
2008-09-03,-0.0219874105003921,0.00048344622051275287
2008-09-04,0.008067403859818967,6.508300503742196e-05
2008-09-05,-0.028418636806094355,0.0008076189179167007
2008-09-08,-0.03647675953600782,0.0013305539862477373
2008-09-09,0.002592296716683151,6.720002267326246e-06
2008-09-10,0.006145827907355184,3.7771200666825795e-05
2008-09-11,-0.027146093840112684,0.0007369104107762038
2008-09-12,0.008517702235792513,7.255125137762476e-05
2008-09-16,-0.008901706150368227,7.924037238750352e-05
2008-09-17,-0.02856247174880977,0.0008158147924015563
2008-09-18,-0.017668488255409898,0.0003121754772315575
2008-09-19,0.08621315954809106,0.007432708879264604
2008-09-22,0.04309885256541435,0.001857511092455323
2008-09-23,-0.05603086772458177,0.003139458137969579
2008-09-24,0.003021451477254189,9.12916902940152e-06
2008-09-25,0.04058428547855897,0.0016470842278051723
2008-09-26,0.02442926204911089,0.0005967888442641295
2008-10-06,-0.0462909318220639,0.002142850368954968
2008-10-07,-0.005006052708624864,2.506056372153034e-05
2008-10-08,-0.03641468115061386,0.0013260290033008722
2008-10-09,-0.024303417228990654,0.0005906560890063997
2008-10-10,-0.05675323781518671,0.0032209300025071385
2008-10-13,0.02874950839234991,0.0008265342328017979
2008-10-14,-0.015099139264473038,0.0002279840065279514
2008-10-15,-0.010366987112030657,0.00010747442178100973
2008-10-16,-0.038148540003676956,0.001455311104412141
2008-10-17,0.006940841871005077,4.817528587829726e-05
2008-10-20,0.03431540099787611,0.0011775467456450368
2008-10-21,-0.005789889046889485,3.3522815175290824e-05
2008-10-22,-0.01754966993592255,0.00030799091485982387
2008-10-23,0.0075012154149085575,5.6268232700861764e-05
2008-10-24,-0.0266527367993028,0.0007103683788929097
2008-10-27,-0.07135168834251715,0.005091063429327697
2008-10-28,0.026891512259672012,0.0007231534316120902
2008-10-29,-0.015817551476192904,0.0002501949347020123
2008-10-30,0.018959719240376316,0.00035947095367389585
2008-10-31,-0.011972235921080099,0.00014333443295000065
2008-11-03,-0.002457064779440188,6.037167330365459e-06
2008-11-04,-0.02717978028247714,0.0007387404562037331
2008-11-05,0.034156246420820935,0.001166649169559843
2008-11-06,-0.025070510974734006,0.0006285305205342582
2008-11-07,0.00567388535006863,3.219297496572342e-05
2008-11-10,0.06298597902777026,0.003967233554086715
2008-11-11,-0.004473753442828965,2.0014469867224015e-05
2008-11-12,0.0027667652410645616,7.654989899163041e-06
2008-11-13,0.0396439936893227,0.0015716462356390579
2008-11-14,0.045519219738253014,0.002071999365579363
2008-11-17,0.01824286055689761,0.00033280196129841064
2008-11-18,-0.07493832935087497,0.005615753205900209
2008-11-19,0.05962343004723891,0.003554953410597992
2008-11-20,0.0025252746329123,6.377011971630351e-06
2008-11-21,0.002165842892317471,4.690875434202109e-06
2008-11-24,-0.03721305965336441,0.0013848118087648582
2008-11-25,0.003521372294880365,1.2400062839151009e-05
2008-11-26,0.006890981412933428,4.7485624833393986e-05
2008-11-27,0.022603482847708634,0.0005109174368466584
2008-11-28,-0.003707164100985594,1.3743065671636325e-05
2008-12-01,0.015714259982392065,0.0002469379667942087
2008-12-02,0.004696250015651771,2.2054764209509255e-05
2008-12-03,0.03545390146048,0.0012569791287694258
2008-12-04,0.01268151344572388,0.00016082078327407556
2008-12-05,0.020572436447125142,0.00042322514137100296
2008-12-08,0.03369898919782699,0.0011356218729552602
2008-12-09,-0.022518651783315136,0.0005070896781382019
2008-12-10,0.01741308050607593,0.0003032153727110815
2008-12-11,-0.01734515716704621,0.0003008544771495345
2008-12-12,-0.03719486189943488,0.0013834577517180327
2008-12-15,0.0012272680457670049,1.506186856160763e-06
2008-12-16,0.02075084177363351,0.00043059743431437354
2008-12-17,0.005028492716419919,2.5285738999088173e-05
2008-12-18,0.01708961855812774,0.00029205506246230404
2008-12-19,0.003549861316022529,1.2601515362993202e-05
2008-12-22,-0.01950794695165392,0.0003805599942685435
2008-12-23,-0.048045354482306735,0.002308356087330512
2008-12-24,-0.015554166858469998,0.00024193210666112642
2008-12-25,-0.008885921494847793,7.895960081259802e-05
2008-12-26,-0.011978534972925559,0.0001434853000976007
2008-12-29,-0.007643711719692803,5.8426328853769105e-05
2008-12-30,-0.014387866127183457,0.0002070106916937531
2008-12-31,-0.0111396181084924,0.00012409109160305178
2009-01-05,0.0227701240139897,0.0005184785476124704
2009-01-06,0.02389650143051192,0.0005710427806184581
2009-01-07,-0.010283232002898046,0.00010574486042542657
2009-01-08,-0.016314778632573024,0.0002661720018298613
2009-01-09,0.015431224725164228,0.0002381226965185198
2009-01-12,4.464355468414283e-06,1.993046974836051e-11
2009-01-13,-0.02854378311355177,0.0008147475544334831
2009-01-14,0.042135700174197765,0.0017754172291698895
2009-01-15,-0.001960266306904046,3.8426439939832275e-06
2009-01-16,0.017345129114866964,0.00030085350401140565
2009-01-19,0.009368366663562,8.77662939429398e-05
2009-01-20,0.005415956851116732,2.933258861315827e-05
2009-01-21,-0.007104434612621446,5.047299116501364e-05
2009-01-22,0.011421001370612416,0.00013043927230753068
2009-01-23,-0.005067506358319207,2.567962069160559e-05
2009-02-02,0.010263263844430881,0.00010533458474040215
2009-02-03,0.024914170186590923,0.000620715876086416
2009-02-04,0.0286535374584318,0.0008210252088817542
2009-02-05,-0.00862402556722408,7.437381698413463e-05
2009-02-06,0.047222793438020716,0.0022299922200899724
2009-02-09,0.03982848786444393,0.0015863084455681573
2009-02-10,0.02175433197768406,0.0004732509597952873
2009-02-11,0.002857184495937304,8.163503243824504e-06
2009-02-12,0.003563344592123485,1.2697424682215688e-05
2009-02-13,0.03658163737392073,0.0013382161929570337
2009-02-16,0.016355734406708677,0.00026751004798279405
2009-02-17,-0.03596910538439957,0.001293776542154042
2009-02-18,-0.04566133299833375,0.0020849573311847226
2009-02-19,0.016002894064236273,0.00025609261843116855
2009-02-20,0.02522963039121251,0.0006365342496771939
2009-02-23,0.03544440428940554,0.0012563057954308298
2009-02-24,-0.03791071075878527,0.0014372219902362773
2009-02-25,-0.019389385103130152,0.00037594825467748545
2009-02-26,-0.05791540106707771,0.003354193680760466
2009-02-27,-0.022057137120834014,0.0004865172979672738
2009-03-02,0.020103546488298818,0.0004041525814071917
2009-03-03,-0.008681452397871325,7.536761573650578e-05
2009-03-04,0.06685395900844959,0.004469451835103459
2009-03-05,0.0017717098229628192,3.138955696782944e-06
2009-03-06,0.0009228622479753312,8.516747287380818e-07
2009-03-09,-0.037430535012594746,0.0014010449513290812
2009-03-10,0.012363483700848832,0.00015285572922115473
2009-03-11,-0.013029382112382137,0.00016976479823046362
2009-03-12,-0.0010078728313036578,1.0158076440800515e-06
2009-03-13,-0.007308412118009144,5.341288768666291e-05
2009-03-16,0.018486628560966167,0.00034175543555113
2009-03-17,0.04475124861070867,0.0020026742522174547
2009-03-18,0.009028391583489892,8.151185458483112e-05
2009-03-19,0.018318169247361737,0.0003355553245749893
2009-03-20,0.0028998316786505995,8.409023764505555e-06
2009-03-23,0.027177451742245395,0.0007386138832020773
2009-03-24,0.007745298265364298,5.99896452194552e-05
2009-03-25,-0.022426437136532584,0.0005029450826388478
2009-03-26,0.02566301605907917,0.0006585903932485553
2009-03-27,0.001143618832374571,1.3078640337617773e-06
2009-03-30,-0.009352987575740102,8.74783765919487e-05
2009-03-31,0.007995629542225657,6.393009177651168e-05
2009-04-01,0.01919348630859652,0.00036838991667828205
2009-04-02,0.015702825727949232,0.0002465787358423443
2009-04-03,-0.006067232470872597,3.681130985561079e-05
2009-04-07,-0.0013422152460034198,1.8015417666040208e-06
2009-04-08,-0.036993102946963674,0.0013684896656446525
2009-04-09,0.014875927516881049,0.00022129321948749877
2009-04-10,0.034301826950542846,0.0011766153321449875
2009-04-13,0.020583997078603034,0.0004237009357319382
2009-04-14,0.014401346202385312,0.00020739877244095784
2009-04-15,0.004782833828990363,2.2875499435734614e-05
2009-04-16,-0.0013603666237642642,1.850597351051783e-06
2009-04-17,-0.013612479276289946,0.00018529959204742326
2009-04-20,0.022049340395104977,0.0004861734118592081
2009-04-21,-0.015718730145840354,0.0002470784773977503
2009-04-22,-0.041490378141983086,0.001721451478364748
2009-04-23,0.01201094293407401,0.00014426275016558236
2009-04-24,-0.0048875554833625046,2.3888198602946885e-05
2009-04-27,-0.025328818447531987,0.0006415490439480367
2009-04-28,0.0024281732677469137,5.896025418200725e-06
2009-04-29,0.030175092569713513,0.0009105362115907797
2009-04-30,0.012635104629243443,0.0001596458689919291
2009-05-04,0.040944396663304516,0.001676443618122022
2009-05-05,0.004851003190674774,2.353223195593684e-05
2009-05-06,0.020029649231831925,0.00040118684835022524
2009-05-07,-0.003961894825016188,1.569661060449005e-05
2009-05-08,0.007305374496265671,5.33684965306889e-05
2009-05-11,-0.031348303133571065,0.0009827161093542616
2009-05-12,0.03096425837143002,0.000958785296492674
2009-05-13,0.01125563326928436,0.00012668928029262093
2009-05-14,-0.0041097041662983,1.688966833448961e-05
2009-05-15,0.00205404308339574,4.219092988445879e-06
2009-05-18,0.003964591075380497,1.5717982394986685e-05
2009-05-19,0.010639301068056994,0.0001131947272167587
2009-05-20,-0.005311287643920082,2.8209776436458134e-05
2009-05-21,-0.025421820238539894,0.0006462689442406365
2009-05-22,-0.0035904226021461483,1.289113446200192e-05
2009-05-25,0.010815324933316717,0.00011697125341322224
2009-05-26,-0.01582455912739178,0.0002504166715763185
2009-05-27,0.010483356242072972,0.00010990075809821035
2009-06-01,0.02855966042899638,0.0008156542038195817
2009-06-02,0.00602613459599155,3.631429816900624e-05
2009-06-03,0.02151178597577008,0.00046275693586733836
2009-06-04,0.0019966406008666837,3.986573689029272e-06
2009-06-05,-0.006225012310173028,3.875077826180574e-05
2009-06-08,-0.005203298005886481,2.7074310138062227e-05
2009-06-09,0.012021591171841095,0.00014451865430288775
2009-06-10,0.007481194012756376,5.5968263856501843e-05
